ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
300685.SZ,艾德生物,20250630,艾德生物2025年中国医疗企业日要点：国内IVD业务的强劲程度超出预期,点评,一般报告,高盛集团（GoldmanSachs）,"闫天一,Ziyi Chen,郑雪轩,杜筠",2027Q4,195380.0,,,,1.32,,,,,买入,,34.0
300685.SZ,艾德生物,20250630,艾德生物2025年中国医疗企业日要点：国内IVD业务的强劲程度超出预期,点评,一般报告,高盛集团（GoldmanSachs）,"闫天一,Ziyi Chen,郑雪轩,杜筠",2026Q4,161880.0,,,,1.1,,,,,买入,,34.0
300685.SZ,艾德生物,20250630,艾德生物2025年中国医疗企业日要点：国内IVD业务的强劲程度超出预期,点评,一般报告,高盛集团（GoldmanSachs）,"闫天一,Ziyi Chen,郑雪轩,杜筠",2025Q4,133860.0,,,,0.89,,,,,买入,,34.0
300685.SZ,艾德生物,20250630,艾德生物2025年中国医疗企业日要点：国内IVD业务的强劲程度超出预期,点评,一般报告,高盛集团（GoldmanSachs）,"闫天一,Ziyi Chen,郑雪轩,杜筠",2025Q2,,,,,0.45,,,,,买入,,34.0
300832.SZ,新产业,20250630,新产业2025年中国医疗企业日要点：海外业务增长强劲而国内业务或保持疲软,点评,一般报告,高盛集团（GoldmanSachs）,"闫天一,Ziyi Chen,郑雪轩,杜筠",2027Q4,747440.0,,,,3.85,,,,,买入,,80.0
300832.SZ,新产业,20250630,新产业2025年中国医疗企业日要点：海外业务增长强劲而国内业务或保持疲软,点评,一般报告,高盛集团（GoldmanSachs）,"闫天一,Ziyi Chen,郑雪轩,杜筠",2026Q4,624360.0,,,,3.19,,,,,买入,,80.0
300832.SZ,新产业,20250630,新产业2025年中国医疗企业日要点：海外业务增长强劲而国内业务或保持疲软,点评,一般报告,高盛集团（GoldmanSachs）,"闫天一,Ziyi Chen,郑雪轩,杜筠",2025Q4,514240.0,,,,2.61,,,,,买入,,80.0
300832.SZ,新产业,20250630,新产业2025年中国医疗企业日要点：海外业务增长强劲而国内业务或保持疲软,点评,一般报告,高盛集团（GoldmanSachs）,"闫天一,Ziyi Chen,郑雪轩,杜筠",2025Q2,,,,,1.23,,,,,买入,,80.0
002507.SZ,涪陵榨菜,20250630,食品饮料2025下半年展望：大众食品突破，白酒筑底，板块估值修复有望延续,非个股,一般报告,中金,"王文丹,陈文博,祝美学,沈旸,宗旭豪,方云朋,武雨欣,屈宁,季雯婕,李茗蕙",2026Q4,,,,76900.0,0.666,,,,,跑赢行业,,
002507.SZ,涪陵榨菜,20250630,食品饮料2025下半年展望：大众食品突破，白酒筑底，板块估值修复有望延续,非个股,一般报告,中金,"王文丹,陈文博,祝美学,沈旸,宗旭豪,方云朋,武雨欣,屈宁,季雯婕,李茗蕙",2025Q4,,,,70900.0,0.614,,,,,跑赢行业,,
002568.SZ,百润股份,20250630,食品饮料2025下半年展望：大众食品突破，白酒筑底，板块估值修复有望延续,非个股,一般报告,中金,"王文丹,陈文博,祝美学,沈旸,宗旭豪,方云朋,武雨欣,屈宁,季雯婕,李茗蕙",2026Q4,369200.0,,,95200.0,0.907,,,18.1,,无,,
