ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
000725.SZ,京东方A,20231231,LCD行业12月报：12月面板价格继续下跌，体育赛事或将拉动面板需求,非个股,一般报告,国信证券,"胡剑,胡慧,周靖翔,叶子,连欣然",2025Q4,,,,1430796.109,0.38,,,,,买入,,
000725.SZ,京东方A,20231231,LCD行业12月报：12月面板价格继续下跌，体育赛事或将拉动面板需求,非个股,一般报告,国信证券,"胡剑,胡慧,周靖翔,叶子,连欣然",2024Q4,,,,1167228.405,0.31,,,,,买入,,
000725.SZ,京东方A,20231231,LCD行业12月报：12月面板价格继续下跌，体育赛事或将拉动面板需求,非个股,一般报告,国信证券,"胡剑,胡慧,周靖翔,叶子,连欣然",2023Q4,,,,828355.642,0.22,,,,,买入,,
688777.SH,中控技术,20231231,一月策略及十大金股：AI＋军工，尤其消费电子，喜迎新年“躁动”,非个股,一般报告,国金证券,无,2024Q4,,,,140680.517,1.79,,,,,无,,
688777.SH,中控技术,20231231,一月策略及十大金股：AI＋军工，尤其消费电子，喜迎新年“躁动”,非个股,一般报告,国金证券,无,2023Q4,,,,107671.681,1.37,,,,,无,,
601699.SH,潞安环能,20231231,一季度炼焦煤长协价上涨，动力煤市场价亦有望企稳：煤炭开采,非个股,一般报告,信达证券,"左前明,李春驰",2025Q4,,,,1358200.0,4.54,,,,,无,,
601699.SH,潞安环能,20231231,一季度炼焦煤长协价上涨，动力煤市场价亦有望企稳：煤炭开采,非个股,一般报告,信达证券,"左前明,李春驰",2024Q4,,,,1153300.0,3.86,,,,,无,,
601699.SH,潞安环能,20231231,一季度炼焦煤长协价上涨，动力煤市场价亦有望企稳：煤炭开采,非个股,一般报告,信达证券,"左前明,李春驰",2023Q4,,,,1012000.0,3.38,,,,,无,,
603896.SH,寿仙谷,20231231,后疫情时代加速渗透，关注品牌溢价＆去可选化趋势：保健品行业更新报告,非个股,一般报告,招商证券,"于佳琦,陈书慧",2025Q4,114400.0,,,39300.0,1.95,,,,,强烈推荐,,
603896.SH,寿仙谷,20231231,后疫情时代加速渗透，关注品牌溢价＆去可选化趋势：保健品行业更新报告,非个股,一般报告,招商证券,"于佳琦,陈书慧",2024Q4,99700.0,,,33500.0,1.66,,,,,强烈推荐,,
603896.SH,寿仙谷,20231231,后疫情时代加速渗透，关注品牌溢价＆去可选化趋势：保健品行业更新报告,非个股,一般报告,招商证券,"于佳琦,陈书慧",2023Q4,86700.0,,,28600.0,1.42,,,,,强烈推荐,,
002422.SZ,科伦药业,20231231,医药行业周报（12.25－12.29）：关注医药底部及边际变化个股,非个股,一般报告,西南证券,杜向阳,2025Q4,,,,292600.0,1.961,,,,,持有,,
