ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
002008.SZ,大族激光,20210531,大族激光深度报告：平台型激光设备龙头，多领域开启高速增长,深度,首次关注,西部证券,"雒雅梅,张一鸣",2023Q4,2140900.0,,293700.0,266500.0,2.5,15.0,,17.5,,买入,,55.7
002008.SZ,大族激光,20210531,大族激光深度报告：平台型激光设备龙头，多领域开启高速增长,深度,首次关注,西部证券,"雒雅梅,张一鸣",2022Q4,1785900.0,,234100.0,210700.0,1.97,19.0,,16.6,,买入,,55.7
002008.SZ,大族激光,20210531,大族激光深度报告：平台型激光设备龙头，多领域开启高速增长,深度,首次关注,西部证券,"雒雅梅,张一鸣",2021Q4,1492500.0,,187500.0,169500.0,1.59,23.6,,15.8,,买入,,55.7
000818.SZ,航锦科技,20210531,航锦科技：从“单一”军品到军民两用，转型军工电子已见成效,深度,首份报告,中航证券,"邹润芳,张超,宋博",2023Q4,533897.0,,99827.0,87472.0,1.28,20.45,,,,买入,,35.04
000818.SZ,航锦科技,20210531,航锦科技：从“单一”军品到军民两用，转型军工电子已见成效,深度,首份报告,中航证券,"邹润芳,张超,宋博",2022Q4,505632.0,,89495.0,79051.0,1.15,22.76,,,,买入,,35.04
000818.SZ,航锦科技,20210531,航锦科技：从“单一”军品到军民两用，转型军工电子已见成效,深度,首份报告,中航证券,"邹润芳,张超,宋博",2021Q4,480821.0,,82529.0,71674.0,1.05,25.17,,,,买入,,35.04
300750.SZ,宁德时代,20210531,宁德时代深度研究报告：动力锂电领军者，迎接储能新机遇,深度,首份报告,世纪证券,"赵晓闯,马铭宏",2023Q4,19046000.0,,2554600.0,2049613.0,8.8,49.34,0.0,16.4,34.49,买入,,
300750.SZ,宁德时代,20210531,宁德时代深度研究报告：动力锂电领军者，迎接储能新机遇,深度,首份报告,世纪证券,"赵晓闯,马铭宏",2022Q4,13633000.0,,1832600.0,1465581.0,6.29,69.0,0.0,15.0,45.43,买入,,
300750.SZ,宁德时代,20210531,宁德时代深度研究报告：动力锂电领军者，迎接储能新机遇,深度,首份报告,世纪证券,"赵晓闯,马铭宏",2021Q4,9523000.0,,1305500.0,1040610.0,4.47,97.18,0.0,13.4,59.58,买入,,
002891.SZ,中宠股份,20210531,宠物系列研究之一：新兴高景气宠物赛道——从它博会看行业趋势,非个股,一般报告,华安证券,王莺,2023Q4,,,,33234.735,1.13,,,,,买入,,
002891.SZ,中宠股份,20210531,宠物系列研究之一：新兴高景气宠物赛道——从它博会看行业趋势,非个股,一般报告,华安证券,王莺,2022Q4,,,,25293.692,0.86,,,,,买入,,
002891.SZ,中宠股份,20210531,宠物系列研究之一：新兴高景气宠物赛道——从它博会看行业趋势,非个股,一般报告,华安证券,王莺,2021Q4,,,,19117.325,0.65,,,,,买入,,
300673.SZ,佩蒂股份,20210531,宠物系列研究之一：新兴高景气宠物赛道——从它博会看行业趋势,非个股,一般报告,华安证券,王莺,2023Q4,,,,30048.706,1.77,,,,,买入,,
300673.SZ,佩蒂股份,20210531,宠物系列研究之一：新兴高景气宠物赛道——从它博会看行业趋势,非个股,一般报告,华安证券,王莺,2022Q4,,,,23258.038,1.37,,,,,买入,,
300673.SZ,佩蒂股份,20210531,宠物系列研究之一：新兴高景气宠物赛道——从它博会看行业趋势,非个股,一般报告,华安证券,王莺,2021Q4,,,,17316.203,1.02,,,,,买入,,
688036.SH,传音控股,20210531,传音控股深度报告：领航新兴市场：定位、渠道与生态链共塑全球品牌价值,深度,一般报告,浙商证券,"蒋高振,赵洪",2023Q4,7609700.0,,693100.0,584000.0,7.3,22.33,,26.56,14.72,买入,,236.5
688036.SH,传音控股,20210531,传音控股深度报告：领航新兴市场：定位、渠道与生态链共塑全球品牌价值,深度,一般报告,浙商证券,"蒋高振,赵洪",2022Q4,6104700.0,,561800.0,473400.0,5.92,27.55,,28.32,19.34,买入,,236.5
688036.SH,传音控股,20210531,传音控股深度报告：领航新兴市场：定位、渠道与生态链共塑全球品牌价值,深度,一般报告,浙商证券,"蒋高振,赵洪",2021Q4,4912300.0,,458000.0,385900.0,4.82,33.79,,31.04,25.11,买入,,236.5
601058.SH,赛轮轮胎,20210531,赛轮轮胎：谋定而动扩建海外新厂，需求拉动抢占欧美市场！,点评,一般报告,信达证券,"张燕生,洪英东",2023Q4,3045100.0,,385400.0,340600.0,1.11,10.0,,21.19,7.88,买入,,
601058.SH,赛轮轮胎,20210531,赛轮轮胎：谋定而动扩建海外新厂，需求拉动抢占欧美市场！,点评,一般报告,信达证券,"张燕生,洪英东",2022Q4,2639000.0,,312300.0,276000.0,0.9,12.0,,21.24,9.33,买入,,
601058.SH,赛轮轮胎,20210531,赛轮轮胎：谋定而动扩建海外新厂，需求拉动抢占欧美市场！,点评,一般报告,信达证券,"张燕生,洪英东",2021Q4,2041100.0,,237100.0,209500.0,0.68,16.0,,20.88,11.54,买入,,
603833.SH,欧派家居,20210531,欧派家居：推出股票期权激励计划，彰显中长期发展信心,点评,一般报告,太平洋证券,"陈天蛟,庞盈盈",2023Q4,2668700.0,,472600.0,411200.0,6.827,22.0,,18.39,17.0,买入,,200.0
603833.SH,欧派家居,20210531,欧派家居：推出股票期权激励计划，彰显中长期发展信心,点评,一般报告,太平洋证券,"陈天蛟,庞盈盈",2022Q4,2320600.0,,407900.0,354800.0,5.89,25.0,,19.45,19.95,买入,,200.0
603833.SH,欧派家居,20210531,欧派家居：推出股票期权激励计划，彰显中长期发展信心,点评,一般报告,太平洋证券,"陈天蛟,庞盈盈",2021Q4,1903900.0,,318900.0,277400.0,4.605,32.0,,18.87,25.53,买入,,200.0
000893.SZ,亚钾国际,20210531,亚钾国际：股权调整不改战略大局，百万吨钾肥投产在即！,点评,一般报告,信达证券,"张燕生,洪英东",2022Q4,258750.0,,137069.0,86422.0,1.14,14.0,,19.52,8.3,买入,,
000893.SZ,亚钾国际,20210531,亚钾国际：股权调整不改战略大局，百万吨钾肥投产在即！,点评,一般报告,信达证券,"张燕生,洪英东",2021Q4,110055.0,,44701.0,28184.0,0.37,42.0,,7.31,23.49,买入,,
601658.SH,邮储银行,20210531,邮储银行2021年一季报点评：财富收入高增，资产质量优异,点评,一般报告,浙商证券,"梁凤洁,邱冠华,陈建宇",2023Q4,39496900.0,,9746900.0,8967100.0,0.971,5.93,5.2,12.46,,买入,,7.0
601658.SH,邮储银行,20210531,邮储银行2021年一季报点评：财富收入高增，资产质量优异,点评,一般报告,浙商证券,"梁凤洁,邱冠华,陈建宇",2022Q4,34988800.0,,8673100.0,7979300.0,0.864,6.69,4.63,12.06,,买入,,7.0
601658.SH,邮储银行,20210531,邮储银行2021年一季报点评：财富收入高增，资产质量优异,点评,一般报告,浙商证券,"梁凤洁,邱冠华,陈建宇",2021Q4,31072500.0,,7738500.0,7119400.0,0.771,7.48,4.13,11.8,,买入,,7.0
000893.SZ,亚钾国际,20210531,亚钾国际：股权调整不改战略大局，百万吨钾肥投产在即！,点评,一般报告,信达证券,"张燕生,洪英东",2023Q4,441600.0,,247872.0,156284.0,2.06,8.0,,27.7,4.68,买入,,
600702.SH,舍得酒业,20210531,舍得酒业：次高端行业红利＋复星入主，舍得有望迎来经营拐点,深度,首份报告,广发证券,"王永锋,袁少州",2023Q4,776700.0,,262000.0,188000.0,5.59,34.89,,23.3,22.99,买入,,232.0
600702.SH,舍得酒业,20210531,舍得酒业：次高端行业红利＋复星入主，舍得有望迎来经营拐点,深度,首份报告,广发证券,"王永锋,袁少州",2022Q4,624800.0,,206500.0,148200.0,4.41,44.26,,24.0,29.56,买入,,232.0
600702.SH,舍得酒业,20210531,舍得酒业：次高端行业红利＋复星入主，舍得有望迎来经营拐点,深度,首份报告,广发证券,"王永锋,袁少州",2021Q4,485100.0,,155600.0,111700.0,3.32,58.74,,23.8,39.25,买入,,232.0
603986.SH,兆易创新,20210531,兆易创新：芯片供给紧张将延续，平台型企业受益良多,点评,一般报告,群益证券,朱吉翔,2021Q4,691200.0,,153000.0,141300.0,2.13,63.59,0.55,,,买进,,160.0
002563.SZ,森马服饰,20210531,森马服饰：三孩生育政策利好公司，童装龙头行业地位不断巩固,点评,一般报告,广发证券,糜韩杰,2023Q4,2106800.0,,351800.0,260500.0,0.97,12.39,,18.7,6.16,买入,,14.28
603986.SH,兆易创新,20210531,兆易创新：芯片供给紧张将延续，平台型企业受益良多,点评,一般报告,群益证券,朱吉翔,2022Q4,903500.0,,201800.0,186400.0,2.81,48.2,0.7,,,买进,,160.0
002563.SZ,森马服饰,20210531,森马服饰：三孩生育政策利好公司，童装龙头行业地位不断巩固,点评,一般报告,广发证券,糜韩杰,2022Q4,1860200.0,,299600.0,221900.0,0.82,14.55,,17.0,7.24,买入,,14.28
002563.SZ,森马服饰,20210531,森马服饰：三孩生育政策利好公司，童装龙头行业地位不断巩固,点评,一般报告,广发证券,糜韩杰,2021Q4,1651300.0,,247300.0,183100.0,0.68,17.63,,14.9,8.92,买入,,14.28
603259.SH,药明康德,20210531,药明康德更新报告：一体化优势凸显，潜在增速最快的CXO龙头,一般,一般报告,浙商证券,"孙建,郭双喜",2022Q4,2919300.0,,629500.0,524200.0,2.139,77.9,,11.41,51.11,买入,,
603259.SH,药明康德,20210531,药明康德更新报告：一体化优势凸显，潜在增速最快的CXO龙头,一般,一般报告,浙商证券,"孙建,郭双喜",2021Q4,2222600.0,,488400.0,406700.0,1.66,100.39,,10.68,64.89,买入,,
300638.SZ,广和通,20210531,广和通：公司以最大份额成功入围中国联通雁飞5G模组招标,点评,一般报告,群益证券,李天凡,2022Q4,500900.0,,58900.0,54510.0,1.33,28.0,1.34,,,买入,,46.0
300638.SZ,广和通,20210531,广和通：公司以最大份额成功入围中国联通雁飞5G模组招标,点评,一般报告,群益证券,李天凡,2021Q4,381600.0,,44900.0,41586.0,1.01,37.0,1.34,,,买入,,46.0
300450.SZ,先导智能,20210531,先导智能：再接宁德时代大单，高景气度时期来临,点评,一般报告,太平洋证券,"刘国清,曾博文",2023Q4,1542198.0,,364198.0,332505.0,3.66,26.14,,25.51,21.46,买入,,
000651.SZ,格力电器,20210531,格力电器：回购股份＋大比例分红彰显价值,点评,首份报告,群益证券,王睿哲,2021Q4,20029500.0,,2962000.0,2495000.0,4.15,13.5,6.67,,,买进,,70.0
000066.SZ,中国长城,20210531,中国长城公司简评报告：国产服务器突破运营商项目,点评,首份报告,首创证券,"翟炜,李星锦",2023Q4,2774760.0,,214650.0,175510.0,0.599,26.3,,15.8,20.08,买入,,
000066.SZ,中国长城,20210531,中国长城公司简评报告：国产服务器突破运营商项目,点评,首份报告,首创证券,"翟炜,李星锦",2022Q4,2255900.0,,168540.0,140220.0,0.479,32.9,,14.3,24.02,买入,,
000066.SZ,中国长城,20210531,中国长城公司简评报告：国产服务器突破运营商项目,点评,首份报告,首创证券,"翟炜,李星锦",2021Q4,1849100.0,,136910.0,116070.0,0.396,39.7,,13.3,27.47,买入,,
300363.SZ,博腾股份,20210531,博腾股份事件点评报告：首个独家合作落地，CGT_CDMO再加速,点评,一般报告,浙商证券,孙建,2023Q4,514600.0,,70000.0,71200.0,1.31,45.0,,14.03,23.95,买入,,
300363.SZ,博腾股份,20210531,博腾股份事件点评报告：首个独家合作落地，CGT_CDMO再加速,点评,一般报告,浙商证券,孙建,2022Q4,384200.0,,57700.0,54800.0,1.01,61.0,,12.35,28.94,买入,,
300363.SZ,博腾股份,20210531,博腾股份事件点评报告：首个独家合作落地，CGT_CDMO再加速,点评,一般报告,浙商证券,孙建,2021Q4,286100.0,,44800.0,40900.0,0.75,86.0,,10.83,36.33,买入,,
300450.SZ,先导智能,20210531,先导智能：再接宁德时代大单，高景气度时期来临,点评,一般报告,太平洋证券,"刘国清,曾博文",2022Q4,1186306.0,,279090.0,253972.0,2.8,34.22,,26.16,28.76,买入,,
300450.SZ,先导智能,20210531,先导智能：再接宁德时代大单，高景气度时期来临,点评,一般报告,太平洋证券,"刘国清,曾博文",2021Q4,790871.0,,169722.0,155516.0,1.71,55.89,,21.69,44.13,买入,,
000651.SZ,格力电器,20210531,格力电器：回购股份＋大比例分红彰显价值,点评,首份报告,群益证券,王睿哲,2022Q4,22224500.0,,3366300.0,2821700.0,4.69,11.94,7.54,,,买进,,70.0
300450.SZ,先导智能,20210531,先导智能点评报告：中标宁德时代45亿元锂电设备，受益下游高景气,点评,一般报告,浙商证券,"王华君,张杨",2023Q4,1841100.0,,282700.0,258700.0,2.65,34.0,,22.0,30.0,买入,,
300450.SZ,先导智能,20210531,先导智能点评报告：中标宁德时代45亿元锂电设备，受益下游高景气,点评,一般报告,浙商证券,"王华君,张杨",2022Q4,1371800.0,,213600.0,195400.0,2.0,44.0,,22.0,40.0,买入,,
300450.SZ,先导智能,20210531,先导智能点评报告：中标宁德时代45亿元锂电设备，受益下游高景气,点评,一般报告,浙商证券,"王华君,张杨",2021Q4,938800.0,,151100.0,138200.0,1.52,63.0,,22.0,53.0,买入,,
603259.SH,药明康德,20210531,药明康德更新报告：一体化优势凸显，潜在增速最快的CXO龙头,一般,一般报告,浙商证券,"孙建,郭双喜",2023Q4,3841500.0,,811400.0,675700.0,2.757,60.43,,13.06,39.94,买入,,
603833.SH,欧派家居,20210531,欧派家居：股权激励计划草案发布，定制家居龙头发展信心彰显,点评,一般报告,华西证券,"徐林锋,杨维维,戚志圣",2023Q4,2308900.0,,395400.0,340000.0,5.63,26.34,,17.6,,买入,,
603833.SH,欧派家居,20210531,欧派家居：股权激励计划草案发布，定制家居龙头发展信心彰显,点评,一般报告,华西证券,"徐林锋,杨维维,戚志圣",2022Q4,2022900.0,,342200.0,294300.0,4.87,30.44,,17.9,,买入,,
603833.SH,欧派家居,20210531,欧派家居：股权激励计划草案发布，定制家居龙头发展信心彰显,点评,一般报告,华西证券,"徐林锋,杨维维,戚志圣",2021Q4,1760000.0,,294600.0,253400.0,4.19,35.35,,18.1,,买入,,
002179.SZ,中航光电,20210531,中航光电：军民双景气，“军茅”开启高速增长模式,一般,首次评级,华西证券,"陆洲,朱雨时",2023Q4,1891910.0,,321800.0,321800.0,2.92,26.04,,17.3,,买入,,
002179.SZ,中航光电,20210531,中航光电：军民双景气，“军茅”开启高速增长模式,一般,首次评级,华西证券,"陆洲,朱雨时",2022Q4,1547859.0,,267400.0,267400.0,2.43,31.34,,17.7,,买入,,
002179.SZ,中航光电,20210531,中航光电：军民双景气，“军茅”开启高速增长模式,一般,首次评级,华西证券,"陆洲,朱雨时",2021Q4,1272785.0,,220700.0,220700.0,2.01,37.97,,18.2,,买入,,
002312.SZ,川发龙蟒,20210531,川财6月金股组合——川财月度金股系列报告,非个股,一般报告,川财证券,白竣天,2023Q4,790000.0,,,70558.277,0.4,,,,,增持,,
002312.SZ,川发龙蟒,20210531,川财6月金股组合——川财月度金股系列报告,非个股,一般报告,川财证券,白竣天,2022Q4,700000.0,,,61738.493,0.35,,,,,增持,,
002312.SZ,川发龙蟒,20210531,川财6月金股组合——川财月度金股系列报告,非个股,一般报告,川财证券,白竣天,2021Q4,610000.0,,,51154.751,0.29,,,,,增持,,
002149.SZ,西部材料,20210531,2021年6月份上海证券研究所投资组合报告,非个股,一般报告,上海证券,无,2022Q4,,,,22457.857,0.46,,,,,无,,
002149.SZ,西部材料,20210531,2021年6月份上海证券研究所投资组合报告,非个股,一般报告,上海证券,无,2021Q4,,,,14646.428,0.3,,,,,无,,
688408.SH,中信博,20210531,电力设备新能源6月投资策略：美国追赶电动化盛宴，风光共御成本考验,非个股,一般报告,国信证券,"王蔚祺,李恒源,万里明",2022Q4,,,,70572.05,5.2,,,,,增持,,
688408.SH,中信博,20210531,电力设备新能源6月投资策略：美国追赶电动化盛宴，风光共御成本考验,非个股,一般报告,国信证券,"王蔚祺,李恒源,万里明",2021Q4,,,,44786.108,3.3,,,,,增持,,
600519.SH,贵州茅台,20210531,川财6月金股组合——川财月度金股系列报告,非个股,一般报告,川财证券,欧阳宇剑,2023Q4,13369900.0,,,6632300.0,52.8,,,,,增持,,
600519.SH,贵州茅台,20210531,川财6月金股组合——川财月度金股系列报告,非个股,一般报告,川财证券,欧阳宇剑,2022Q4,12048400.0,,,5959800.0,47.44,,,,,增持,,
600519.SH,贵州茅台,20210531,川财6月金股组合——川财月度金股系列报告,非个股,一般报告,川财证券,欧阳宇剑,2021Q4,10822600.0,,,5328500.0,42.42,,,,,增持,,
300037.SZ,新宙邦,20210531,电力设备新能源6月投资策略：美国追赶电动化盛宴，风光共御成本考验,非个股,一般报告,国信证券,"王蔚祺,李恒源,万里明",2022Q4,,,,94482.37,2.3,,,,,增持,,
300037.SZ,新宙邦,20210531,电力设备新能源6月投资策略：美国追赶电动化盛宴，风光共御成本考验,非个股,一般报告,国信证券,"王蔚祺,李恒源,万里明",2021Q4,,,,69834.795,1.7,,,,,增持,,
600900.SH,长江电力,20210531,2021年6月份上海证券研究所投资组合报告,非个股,一般报告,上海证券,无,2022Q4,,,,2729023.108,1.2,,,,,无,,
600900.SH,长江电力,20210531,2021年6月份上海证券研究所投资组合报告,非个股,一般报告,上海证券,无,2021Q4,,,,2706281.248,1.19,,,,,无,,
605499.SH,东鹏饮料,20210531,川财6月金股组合——川财月度金股系列报告,非个股,一般报告,川财证券,欧阳宇剑,2023Q4,1030900.0,,,179400.0,4.49,,,,,增持,,
605499.SH,东鹏饮料,20210531,川财6月金股组合——川财月度金股系列报告,非个股,一般报告,川财证券,欧阳宇剑,2022Q4,854900.0,,,146100.0,3.65,,,,,增持,,
605499.SH,东鹏饮料,20210531,川财6月金股组合——川财月度金股系列报告,非个股,一般报告,川财证券,欧阳宇剑,2021Q4,673400.0,,,112800.0,2.82,,,,,增持,,
002646.SZ,青青稞酒,20210531,2021年6月份上海证券研究所投资组合报告,非个股,一般报告,上海证券,无,2022Q4,,,,36000.0,0.8,,,,,无,,
002646.SZ,青青稞酒,20210531,2021年6月份上海证券研究所投资组合报告,非个股,一般报告,上海证券,无,2021Q4,,,,31500.0,0.7,,,,,无,,
300129.SZ,泰胜风能,20210531,电力设备新能源6月投资策略：美国追赶电动化盛宴，风光共御成本考验,非个股,一般报告,国信证券,"王蔚祺,李恒源,万里明",2022Q4,,,,28766.13,0.4,,,,,增持,,
300129.SZ,泰胜风能,20210531,电力设备新能源6月投资策略：美国追赶电动化盛宴，风光共御成本考验,非个股,一般报告,国信证券,"王蔚祺,李恒源,万里明",2021Q4,,,,28766.13,0.4,,,,,增持,,
002841.SZ,视源股份,20210531,通信行业6月投资策略：精选赛道，迎接估值修复行情,非个股,一般报告,国信证券,"马成龙,陈彤,付晓钦",2022Q4,,,,282577.094,4.23,,,,,增持,,
002841.SZ,视源股份,20210531,通信行业6月投资策略：精选赛道，迎接估值修复行情,非个股,一般报告,国信证券,"马成龙,陈彤,付晓钦",2021Q4,,,,224458.401,3.36,,,,,增持,,
300014.SZ,亿纬锂能,20210531,电力设备新能源6月投资策略：美国追赶电动化盛宴，风光共御成本考验,非个股,一般报告,国信证券,"王蔚祺,李恒源,万里明",2022Q4,,,,453230.563,2.4,,,,,增持,,
300014.SZ,亿纬锂能,20210531,电力设备新能源6月投资策略：美国追赶电动化盛宴，风光共御成本考验,非个股,一般报告,国信证券,"王蔚祺,李恒源,万里明",2021Q4,,,,321038.315,1.7,,,,,增持,,
688185.SH,康希诺,20210531,百花齐放，关注疫情后时代的医药强势复苏：医疗健康产业2021年下半年投资策略,非个股,一般报告,中信证券,"陈竹,刘泽序,孙晓晖,宋硕,沈睦钧,韩世通,朱奕彰",2023Q4,2756693.0,,,1047821.0,42.34,,,33.11,,买入,,
688185.SH,康希诺,20210531,百花齐放，关注疫情后时代的医药强势复苏：医疗健康产业2021年下半年投资策略,非个股,一般报告,中信证券,"陈竹,刘泽序,孙晓晖,宋硕,沈睦钧,韩世通,朱奕彰",2022Q4,2347800.0,,,938512.0,37.93,,,44.34,,买入,,
688185.SH,康希诺,20210531,百花齐放，关注疫情后时代的医药强势复苏：医疗健康产业2021年下半年投资策略,非个股,一般报告,中信证券,"陈竹,刘泽序,孙晓晖,宋硕,沈睦钧,韩世通,朱奕彰",2021Q4,1496495.0,,,551746.0,22.3,,,46.83,,买入,,
688388.SH,嘉元科技,20210531,电力设备新能源6月投资策略：美国追赶电动化盛宴，风光共御成本考验,非个股,一般报告,国信证券,"王蔚祺,李恒源,万里明",2022Q4,,,,62336.52,2.7,,,,,增持,,
