ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
601138.SH,工业富联,20251031,工业富联2025年三季报点评：Q3业绩同比＋62%，AI驱动盈利能力继续改善,点评,一般报告,国海证券,"刘熹,唐锦珂",2027Q4,262783600.0,,10078300.0,9048600.0,4.56,17.11,,30.0,14.03,买入,,
601138.SH,工业富联,20251031,工业富联2025年三季报点评：Q3业绩同比＋62%，AI驱动盈利能力继续改善,点评,一般报告,国海证券,"刘熹,唐锦珂",2026Q4,201459400.0,,8148700.0,7332400.0,3.69,21.12,,32.0,17.92,买入,,
601138.SH,工业富联,20251031,工业富联2025年三季报点评：Q3业绩同比＋62%，AI驱动盈利能力继续改善,点评,一般报告,国海证券,"刘熹,唐锦珂",2025Q4,92309100.0,,3814700.0,3432600.0,1.73,45.11,,20.0,35.48,买入,,
603195.SH,公牛集团,20251031,公牛集团：产品拓新＋品牌出海，构建业绩新增量,点评,一般报告,银河证券,"陈柏儒,何伟,韩勉",2025Q4,1657500.0,,473000.0,397600.0,2.2,19.88,,24.9,14.55,推荐,,
603195.SH,公牛集团,20251031,公牛集团：产品拓新＋品牌出海，构建业绩新增量,点评,一般报告,银河证券,"陈柏儒,何伟,韩勉",2026Q4,1752700.0,,514800.0,432700.0,2.39,18.27,,24.6,13.21,推荐,,
603195.SH,公牛集团,20251031,公牛集团：产品拓新＋品牌出海，构建业绩新增量,点评,一般报告,银河证券,"陈柏儒,何伟,韩勉",2027Q4,1806700.0,,551800.0,463800.0,2.56,17.05,,24.2,12.19,推荐,,
002003.SZ,伟星股份,20251031,伟星股份：Q3业绩企稳，海外产能稳步扩张提效,点评,一般报告,银河证券,"郝帅,艾菲拉·迪力木拉提",2025Q4,483800.0,,82900.0,69300.0,0.59,17.71,,14.7,11.21,推荐,,
002422.SZ,科伦药业,20251031,科伦药业2025年三季报业绩点评：业绩短期波动，创新产品持续兑现,点评,一般报告,银河证券,"程培,孙怡",2025Q4,1704600.0,,202900.0,148300.0,0.93,36.91,,6.6,12.26,推荐,,
002422.SZ,科伦药业,20251031,科伦药业2025年三季报业绩点评：业绩短期波动，创新产品持续兑现,点评,一般报告,银河证券,"程培,孙怡",2027Q4,2206800.0,,330800.0,233500.0,1.46,23.44,,9.2,8.23,推荐,,
002422.SZ,科伦药业,20251031,科伦药业2025年三季报业绩点评：业绩短期波动，创新产品持续兑现,点评,一般报告,银河证券,"程培,孙怡",2026Q4,1994000.0,,284600.0,199500.0,1.25,27.44,,8.4,9.63,推荐,,
002003.SZ,伟星股份,20251031,伟星股份：Q3业绩企稳，海外产能稳步扩张提效,点评,一般报告,银河证券,"郝帅,艾菲拉·迪力木拉提",2026Q4,526900.0,,92700.0,77500.0,0.66,15.83,,15.2,9.13,推荐,,
002003.SZ,伟星股份,20251031,伟星股份：Q3业绩企稳，海外产能稳步扩张提效,点评,一般报告,银河证券,"郝帅,艾菲拉·迪力木拉提",2027Q4,583900.0,,104000.0,87000.0,0.74,14.11,,15.8,8.81,推荐,,
688072.SH,拓荆科技,20251031,拓荆科技：Q3业绩大超市场预期，存储＋先进封装核心标的,点评,一般报告,华西证券,黄瑞连,2025Q4,637200.0,,103800.0,100500.0,3.58,91.39,,15.2,,增持,,
688072.SH,拓荆科技,20251031,拓荆科技：Q3业绩大超市场预期，存储＋先进封装核心标的,点评,一般报告,华西证券,黄瑞连,2026Q4,892100.0,,196300.0,186100.0,6.62,49.37,,21.9,,增持,,
688072.SH,拓荆科技,20251031,拓荆科技：Q3业绩大超市场预期，存储＋先进封装核心标的,点评,一般报告,华西证券,黄瑞连,2027Q4,1165200.0,,287100.0,272800.0,9.7,33.68,,24.3,,增持,,
300577.SZ,开润股份,20251031,开润股份：Q3经营持续改善，服装代工订单向好,点评,一般报告,银河证券,"郝帅,艾菲拉·迪力木拉提",2027Q4,690300.0,,67100.0,54000.0,2.25,10.21,,16.1,6.66,推荐,,
300577.SZ,开润股份,20251031,开润股份：Q3经营持续改善，服装代工订单向好,点评,一般报告,银河证券,"郝帅,艾菲拉·迪力木拉提",2026Q4,607500.0,,56300.0,45300.0,1.89,12.16,,15.8,8.05,推荐,,
300577.SZ,开润股份,20251031,开润股份：Q3经营持续改善，服装代工订单向好,点评,一般报告,银河证券,"郝帅,艾菲拉·迪力木拉提",2025Q4,529900.0,,46700.0,37600.0,1.57,14.66,,15.2,9.79,推荐,,
