ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
600583.SH,海油工程,20240531,海油工程首次覆盖报告：受益于油服高景气，多元布局行稳致远,深度,首次关注,甬兴证券,赵飞,2026Q4,4318168.0,,340000.0,278300.0,0.63,9.95,,9.5,4.42,买入,,
600583.SH,海油工程,20240531,海油工程首次覆盖报告：受益于油服高景气，多元布局行稳致远,深度,首次关注,甬兴证券,赵飞,2025Q4,3814802.0,,290900.0,238100.0,0.54,11.63,,8.6,5.48,买入,,
600583.SH,海油工程,20240531,海油工程首次覆盖报告：受益于油服高景气，多元布局行稳致远,深度,首次关注,甬兴证券,赵飞,2024Q4,3405808.0,,251400.0,205800.0,0.47,13.45,,7.9,6.19,买入,,
300926.SZ,博俊科技,20240531,博俊科技：客户产品技术升级，量利双升——首次覆盖深度报告,深度,首次关注,甬兴证券,王琎,2026Q4,684500.0,,109100.0,91600.0,2.27,8.85,,24.0,6.05,买入,,
300926.SZ,博俊科技,20240531,博俊科技：客户产品技术升级，量利双升——首次覆盖深度报告,深度,首次关注,甬兴证券,王琎,2025Q4,528200.0,,80300.0,67400.0,1.67,12.02,,23.2,8.11,买入,,
300926.SZ,博俊科技,20240531,博俊科技：客户产品技术升级，量利双升——首次覆盖深度报告,深度,首次关注,甬兴证券,王琎,2024Q4,394000.0,,58400.0,49000.0,1.21,16.53,,22.0,10.71,买入,,
603338.SH,浙江鼎力,20240531,浙江鼎力：技术引领行业新高度，让世界认可中国制造——公司深度报告,深度,首次关注,东海证券,"谢建斌,商俭",2024Q4,757158.0,294466.0,251200.0,216032.0,4.27,14.9,,19.6,,买入,,
603338.SH,浙江鼎力,20240531,浙江鼎力：技术引领行业新高度，让世界认可中国制造——公司深度报告,深度,首次关注,东海证券,"谢建斌,商俭",2025Q4,886164.0,346666.0,295800.0,254391.0,5.02,12.65,,18.7,,买入,,
603338.SH,浙江鼎力,20240531,浙江鼎力：技术引领行业新高度，让世界认可中国制造——公司深度报告,深度,首次关注,东海证券,"谢建斌,商俭",2026Q4,1017549.0,401292.0,345800.0,297346.0,5.87,10.82,,18.0,,买入,,
002747.SZ,埃斯顿,20240531,埃斯顿：工业机器人市场回暖，公司业务有望受益,点评,一般报告,群益证券,赵旭东,2025Q4,647200.0,,36700.0,32600.0,0.37,40.39,0.82,,,买进,,17.7
