ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
600031.SH,三一重工,20251130,月度策略报告：方正研究最新行业观点——2025年12月联合月报,非个股,一般报告,方正证券,无,2025Q4,,,,928695.448,1.01,,,,,无,,
600031.SH,三一重工,20251130,月度策略报告：方正研究最新行业观点——2025年12月联合月报,非个股,一般报告,方正证券,无,2026Q4,,,,1121790.541,1.22,,,,,无,,
600258.SH,首旅酒店,20251130,月度策略报告：方正研究最新行业观点——2025年12月联合月报,非个股,一般报告,方正证券,无,2025Q4,800000.0,,,91000.0,0.82,,,,,无,,
600258.SH,首旅酒店,20251130,月度策略报告：方正研究最新行业观点——2025年12月联合月报,非个股,一般报告,方正证券,无,2026Q4,830000.0,,,102000.0,0.91,,,,,无,,
600258.SH,首旅酒店,20251130,月度策略报告：方正研究最新行业观点——2025年12月联合月报,非个股,一般报告,方正证券,无,2027Q4,860000.0,,,112000.0,1.003,,,,,无,,
002027.SZ,分众传媒,20251130,月度策略报告：方正研究最新行业观点——2025年12月联合月报,非个股,一般报告,方正证券,无,2025Q4,1250000.0,,,540000.0,0.38,,,,,无,,
002027.SZ,分众传媒,20251130,月度策略报告：方正研究最新行业观点——2025年12月联合月报,非个股,一般报告,方正证券,无,2026Q4,1290000.0,,,570000.0,0.4,,,,,无,,
002027.SZ,分众传媒,20251130,月度策略报告：方正研究最新行业观点——2025年12月联合月报,非个股,一般报告,方正证券,无,2027Q4,1340000.0,,,600000.0,0.415,,,,,无,,
300979.SZ,华利集团,20251130,拨云见月——纺织服装行业2026年度策略,非个股,一般报告,浙商证券,"马莉,詹陆雨,周敏",2025Q4,2549250.0,,,332920.0,2.85,,,,,买入,,
300979.SZ,华利集团,20251130,拨云见月——纺织服装行业2026年度策略,非个股,一般报告,浙商证券,"马莉,詹陆雨,周敏",2026Q4,2856560.0,,,392700.0,3.37,,,,,买入,,
300979.SZ,华利集团,20251130,拨云见月——纺织服装行业2026年度策略,非个股,一般报告,浙商证券,"马莉,詹陆雨,周敏",2027Q4,3195100.0,,,456480.0,3.91,,,,,买入,,
