ts_code,name,report_date,report_title,report_type,classify,org_name,author_name,quarter,op_rt,op_pr,tp,np,eps,pe,rd,roe,ev_ebitda,rating,max_price,min_price
688180.SH,君实生物,20221231,君实生物重大事项点评：新冠小分子需求激增，VV116对比Paxlovid疗效非劣,点评,一般报告,中信证券,甘坛焕,2024Q4,472900.0,,-18300.0,-18200.0,-0.19,,,-2.0,,买入,,
688180.SH,君实生物,20221231,君实生物重大事项点评：新冠小分子需求激增，VV116对比Paxlovid疗效非劣,点评,一般报告,中信证券,甘坛焕,2023Q4,307100.0,,-98900.0,-98400.0,-1.0,,,-10.4,,买入,,
688180.SH,君实生物,20221231,君实生物重大事项点评：新冠小分子需求激增，VV116对比Paxlovid疗效非劣,点评,一般报告,中信证券,甘坛焕,2022Q4,177000.0,,-158800.0,-158000.0,-1.61,,,-15.1,,买入,,
301328.SZ,维峰电子,20221231,维峰电子：泛工控连接器龙头，乘汽车新能源东风,深度,首次关注,长江证券,"杨洋,蔡少东",2024Q4,90100.0,40200.0,25200.0,23000.0,3.13,25.72,,10.3,17.21,买入,,
301328.SZ,维峰电子,20221231,维峰电子：泛工控连接器龙头，乘汽车新能源东风,深度,首次关注,长江证券,"杨洋,蔡少东",2023Q4,67400.0,29900.0,19100.0,17300.0,2.36,34.13,,8.6,23.43,买入,,
301328.SZ,维峰电子,20221231,维峰电子：泛工控连接器龙头，乘汽车新能源东风,深度,首次关注,长江证券,"杨洋,蔡少东",2022Q4,49200.0,21600.0,12500.0,11500.0,1.58,51.17,,6.3,31.81,买入,,
002839.SZ,张家港行,20221231,张家港行：“两小”业务带来增长活力,一般,一般报告,海通国际证券,"林加力,Nicole Zhou",2024Q4,624100.0,,247500.0,224500.0,1.03,3.95,4.5,14.13,,优于大市,,7.0
002839.SZ,张家港行,20221231,张家港行：“两小”业务带来增长活力,一般,一般报告,海通国际证券,"林加力,Nicole Zhou",2023Q4,572300.0,,216500.0,195900.0,0.9,4.55,3.9,13.84,,优于大市,,7.0
002839.SZ,张家港行,20221231,张家港行：“两小”业务带来增长活力,一般,一般报告,海通国际证券,"林加力,Nicole Zhou",2022Q4,507500.0,,183900.0,165900.0,0.76,5.38,3.3,13.11,,优于大市,,7.0
688132.SH,邦彦技术,20221231,邦彦技术：军工通信稳步提升，信息安全蓄势待发—公司深度报告,深度,首次关注,银河证券,"李良,胡浩淼",2024Q4,80102.0,,28411.0,23145.0,1.52,16.05,,11.92,7.05,推荐,,
688132.SH,邦彦技术,20221231,邦彦技术：军工通信稳步提升，信息安全蓄势待发—公司深度报告,深度,首次关注,银河证券,"李良,胡浩淼",2023Q4,50572.0,,12091.0,10988.0,0.72,33.8,,6.42,12.43,推荐,,
688132.SH,邦彦技术,20221231,邦彦技术：军工通信稳步提升，信息安全蓄势待发—公司深度报告,深度,首次关注,银河证券,"李良,胡浩淼",2022Q4,38077.0,,6800.0,6110.0,0.4,60.79,,3.82,11.52,推荐,,
600435.SH,北方导航,20221231,北方导航：精确制导装备核心供应商，轻装上阵迎增长拐点,深度,首次关注,中金,"刘中玉,陈显帆,刘婧,刘运昌",2024Q4,897200.0,182800.0,71500.0,47800.0,0.32,,,,,跑赢行业,,13.35
600435.SH,北方导航,20221231,北方导航：精确制导装备核心供应商，轻装上阵迎增长拐点,深度,首次关注,中金,"刘中玉,陈显帆,刘婧,刘运昌",2023Q4,666200.0,135800.0,50400.0,33100.0,0.22,52.1,0.5,12.5,33.4,跑赢行业,,13.35
600435.SH,北方导航,20221231,北方导航：精确制导装备核心供应商，轻装上阵迎增长拐点,深度,首次关注,中金,"刘中玉,陈显帆,刘婧,刘运昌",2022Q4,472300.0,99400.0,33700.0,21100.0,0.14,81.9,0.3,8.7,48.5,跑赢行业,,13.35
688180.SH,君实生物,20221231,君实生物：于NEJM发布临床数据，在至持续临床康复时间方面，VV116非劣于Paxlovid，且不良事件更少,点评,一般报告,兴业证券,"孙媛媛,黄翰漾,李博康",,,,,,,,,,,无,,
603255.SH,鼎际得,20221231,鼎际得：国产聚烯烃催化剂龙头蓄势待发,深度,首次关注,国联证券,"柴沁虎,申起昊",2024Q4,146200.0,46000.0,31200.0,26800.0,2.01,22.3,,13.08,13.9,增持,,50.75
603255.SH,鼎际得,20221231,鼎际得：国产聚烯烃催化剂龙头蓄势待发,深度,首次关注,国联证券,"柴沁虎,申起昊",2023Q4,105200.0,33400.0,22400.0,19300.0,1.45,31.0,,10.83,18.1,增持,,50.75
603255.SH,鼎际得,20221231,鼎际得：国产聚烯烃催化剂龙头蓄势待发,深度,首次关注,国联证券,"柴沁虎,申起昊",2022Q4,83600.0,23900.0,14300.0,12300.0,0.92,48.8,,7.72,26.2,增持,,50.75
301349.SZ,信德新材,20221231,信德新材深度报告：国内负极包覆材料龙头，一体化布局强化竞争优势,深度,首次关注,浙商证券,"张雷,黄华栋,杨子伟",2024Q4,204984.0,67300.0,53800.0,45767.0,6.73,16.41,,13.54,10.58,增持,,139.88
301349.SZ,信德新材,20221231,信德新材深度报告：国内负极包覆材料龙头，一体化布局强化竞争优势,深度,首次关注,浙商证券,"张雷,黄华栋,杨子伟",2023Q4,147656.0,46400.0,37300.0,31705.0,4.66,23.69,,10.59,15.18,增持,,139.88
301349.SZ,信德新材,20221231,信德新材深度报告：国内负极包覆材料龙头，一体化布局强化竞争优势,深度,首次关注,浙商证券,"张雷,黄华栋,杨子伟",2022Q4,94255.0,27900.0,21400.0,18168.0,2.67,41.34,,10.94,26.16,增持,,139.88
688111.SH,金山办公,20221231,金山办公：步入新一轮加速周期,深度,一般报告,华西证券,"刘泽晶,刘熹,王秀钢",2024Q4,770226.0,,287000.0,270000.0,5.85,45.18,,20.6,,买入,,
688111.SH,金山办公,20221231,金山办公：步入新一轮加速周期,深度,一般报告,华西证券,"刘泽晶,刘熹,王秀钢",2023Q4,548334.0,,195600.0,183900.0,3.99,66.34,,17.6,,买入,,
688111.SH,金山办公,20221231,金山办公：步入新一轮加速周期,深度,一般报告,华西证券,"刘泽晶,刘熹,王秀钢",2022Q4,391499.0,,124600.0,118500.0,2.57,102.93,,13.8,,买入,,
