ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
920471.BJ,20260130,20251231,续亏,-913.6994,-624.071,-3500.0,-2500.0,-345.27,20260130,预计:净利润-3500--2500,报告期内，预计归属于上市公司股东的净利润为负的主要原因为：1、受市场行情变化影响，报告期内甲苯氧化系列产品销售均价较上年同期下降幅度较大，导致报告期内相关产品毛利率下降；2、为真实、公允地反映公司的财务状况与2025年度的经营成果，根据《企业会计准则》等相关规定，基于谨慎性原则，公司拟对截至2025年12月31日合并报表范围内相关长期资产、存货等计提减值准备。,1
920471.BJ,20260130,20251231,续亏,-913.6994,-624.071,-3500.0,-2500.0,-345.27,20260130,预计:净利润-3500--2500,报告期内，预计归属于上市公司股东的净利润为负的主要原因为：1、受市场行情变化影响，报告期内甲苯氧化系列产品销售均价较上年同期下降幅度较大，导致报告期内相关产品毛利率下降；2、为真实、公允地反映公司的财务状况与2025年度的经营成果，根据《企业会计准则》等相关规定，基于谨慎性原则，公司拟对截至2025年12月31日合并报表范围内相关长期资产、存货等计提减值准备。,0
920471.BJ,20250125,20241231,预减,-82.28,-73.41,400.0,600.0,2256.91,20250125,预计:净利润400-600,"报告期内,公司控股子公司宁夏美邦寰宇化学有限公司(以下简称“美邦寰宇”)1万吨/年四氢呋喃生产线停产,同时计划对300吨/年催化剂生产线进行升级改造,以上因素导致美邦寰宇计提资产减值准备约2,700万元.",0
