ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
002020.SZ,20210121,20201231,略增,20.0,30.0,62448.0,67652.0,52039.62,20210121,预计净利润62448-67652万,"1,受药品集采影响,公司相关制剂产品及原料药产品价格有明显下降;受新冠疫情影响,医疗器械国际ODM业务部分订单推延或取消,报告期公司整体销售收入同比略有下降.2,报告期内,公司加强成本管控,精益生产管理,提质增效,管理效能进一步提升;随着集采中标及实施推进,制剂产品结构进一步调整优化,部分核心产品销售收入,盈利水平稳定增长中.3,报告期内,公司对外投资项目公允价值变动评估增值约1.1亿元,影响非经常性损益同比增长约120%.公允价值变动评估增值为财务部门估算数据,公司已聘请专业机构进行评估测算,最终以第三方评估测算数据为准.",0
