ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
920656.BJ,20250118,20241231,略减,-43.37,-38.65,4800.0,5200.0,8475.57,20250118,预计:净利润4800-5200,"1,因市场竞争加剧,公司主要兽用原料药磺胺氯达嗪钠产品销售价格同比下降10%以上,其他兽药原料药价格也均有不同程度的下降;2,本期因终端客户需求减少,结晶磺胺和地昔尼尔两个产品的销量相比同期有所下降;3,本期计入非经常性损益政府补助约390万元,现金管理收益约490万元,较上年同期非经常性损益104.17万元增加约776万元,使得公司扣非后净利润下降幅度高于净利润降幅.",0
