ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
920768.BJ,20260127,20251231,扭亏,1460.5442,1732.6531,5000.0,6000.0,-367.5,20260127,预计:净利润5000-6000,（一）行业替代速度加快，市场需求增长公司生产的产品金属外观复合材料（含PCM、VCM等产品），主要应用于冰箱、洗衣机、空调等家电产品外观部件，核心采用辊涂（预涂装）工艺生产，相较传统的喷涂（后涂装）工艺，辊涂工艺可避免涂料扩散，降低VOC排放，整个生产过程更加环保，完美契合“双碳”目标及全球环保监管要求，加速行业向辊涂工艺转型；对家电厂商而言，采用辊涂工艺生产的金属外观复合材料可省去喷涂环节，降低单位制造成本，生产周期缩短的同时产品合格率提升，还能节约运输及仓储成本，成为降本增效的关键选择；最后，辊涂工艺生产的金属外观复合材料，在赋予材料耐高温、耐盐雾、耐加工等功能性的同时赋予其更丰富靓丽的外观，提升终端产品市场竞争力。终端需求层面，“国补”以旧换新政策持续发力，家电产销持续保持增长，叠加智能家电、高端家电市场扩张，对兼具环保性与美观性的金属外观复合材料需求日益旺盛。（二）产能布局优势突显，产能释放，订单承接能力持续增强公司产能布局高效，华南（珠海）、华中（芜湖）双生产基地全覆盖华南及东南亚、华中、华东及环渤海等家电主产区，随着华中生产基地芜湖新材，产线运行日趋平稳，订单承接能力持续增强，产能释放，华南、华中双生产基地规模效应显现，可以更好、更快的为美的、海尔、长虹等国内外知名品牌家电厂商服务。（三）持续优化成本管控体系，单位成本下降2025年，公司持续以精益生产为核心，深化全业务流程优化工作，针对订单对接、物料需求与采购、生产计划制定、库存动态管控、部门职能优化等关键环节实施系统性梳理与重构，多措并举推动生产合格率、存货周转率同比提升，成功实现生产成本与存货储存成本的双重降低，成本管控成效突显。受上述因素的影响，2025年度公司经营业绩呈持续向好态势，成功扭亏为盈。,0
920768.BJ,20250125,20241231,续亏,88.55,92.37,-453.0,-302.0,-3955.58,20250125,预计:净利润-453--302,"国家电市场迎来强劲增长势头,公司华南,华中两地产能布局优势突显,加上公司加大市场开拓力度,取得显著成效;同时,随着“2030年碳达峰,2060年碳中和”目标的提出,以节能,降耗,减污为目标的绿色生产日益重视,行业工艺替代速度加快,营业收入稳步增长,公司经营业绩持续改善.但,由于行业竞争激励,成本转嫁不及预期,新产线在产品合格率,毛利率等方面还有待进一步提高,尽管报告期公司营业收入增长显著,毛利率也有所改善,但净利润指标仍略为亏损.后续,公司将进一步加强内部管理,提高产品合格率,毛利率,降本增效,改善经营业绩.",0
920768.BJ,20240823,20240930,续亏,,,,,,20240823,续亏,"2024年08月22日公布的拾比佰:2024年半年度报告,预测2024年三季度续亏,预测内容为:由于行业竞争愈加激烈，成本在转嫁过程中，难度加大，成本转嫁不及预期，同时受原材料价格整体持续下行影响，公司产品价格持续下降，2024年1-9月经营业绩有可能持续亏损。",0
920768.BJ,20230831,20230930,不确定,,,,,,20230831,不确定,"由于芜湖新材一期项目尚处于磨合期,产品合格率的提高,产能消化等都需要一定的时间,同时相关资产折旧与摊销,人工成本等成本费用增加,报告期内尽管已形成销售收入,但收入仍难以覆盖其成本,尚需时日消化,预计公司2023年1-9月仍将持续亏损.",0
