ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
920396.BJ,20240716,20240630,预增,50.64,56.83,1460.0,1520.0,969.19,20240716,预计:净利润1460-1520,"1,报告期公司预计实现营业收入11,685.00万元,比上年同期增长约25%左右,其中由于近年来国家核电建设稳步推进,核电市场发展较为迅速,公司积极参与核电产业链的建设,报告期核电产品交付增加较多,预计实现营业收入3,635.00万元,较上年同期增长约143%左右.2,报告期核电产品占营业收入比重增加,由于核电产品相比公司其他产品毛利率较高,报告期公司综合毛利率较上年同期有所增长.",0
