ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
920455.BJ,20240724,20240630,预增,47.9,52.87,2380.0,2460.0,1609.24,20240724,预计:净利润2380-2460,"报告期内,公司营业收入同比略有增长;归母净利润同比出现较大增长,主要原因系报告期内公司收到大连市金融发展局拨付的的省,市两级企业上市补贴资金合计1,060.00万元.",0
