ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
920392.BJ,20250121,20241231,预增,81.85,91.55,3750.0,3950.0,2062.13,20250121,预计:净利润3750-3950,"1,报告期内公司于2024年4月完成收购越南立盛26%股权,越南立盛变更为公司的控股子公司,越南立盛2024年5-12月的财务数据纳入公司合并报表范围;2,报告期内增加收购越南立盛股权支付对价所产生的收益;3,报告期内收到的政府补助增加.",0
