ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
920146.BJ,20260130,20251231,续亏,-53.3112,-22.649,-2500.0,-2000.0,-1630.67,20260130,预计:净利润-2500--2000,归属于上市公司股东的净利润较上年同期减少的主要原因是：1、新能源产品收入不及预期，导致规模效应未充分释放，单位成本较高，影响了整体利润水平；2、公司从传统燃油车向新能源转型期投资带来的固定资产折旧增加，进一步压缩了利润空间；3、基于会计谨慎性原则计提的存货和固定资产减值，直接减少了报告期利润总额。面对市场竞争，公司将继续拓展新能源轻量化产品及相关核心技术工艺研发与应用，提升产品竞争力，推动已投资项目的产能释放，提高前期转型投资的收益率，努力克服短期市场的不利因素。,1
920146.BJ,20260130,20251231,续亏,-53.3112,-22.649,-2500.0,-2000.0,-1630.67,20260130,预计:净利润-2500--2000,归属于上市公司股东的净利润较上年同期减少的主要原因是：1、新能源产品收入不及预期，导致规模效应未充分释放，单位成本较高，影响了整体利润水平；2、公司从传统燃油车向新能源转型期投资带来的固定资产折旧增加，进一步压缩了利润空间；3、基于会计谨慎性原则计提的存货和固定资产减值，直接减少了报告期利润总额。面对市场竞争，公司将继续拓展新能源轻量化产品及相关核心技术工艺研发与应用，提升产品竞争力，推动已投资项目的产能释放，提高前期转型投资的收益率，努力克服短期市场的不利因素。,0
920146.BJ,20250124,20241231,续亏,32.7209,49.5407,-2000.0,-1500.0,-2972.69,20250124,预计:净利润-2000--1500,"归属于上市公司股东的净利润较上年同期上升及改善的主要原因是:1,公司新能源乘用车汽车零部件产品收入增加,利润增加.2,铝锭销售业务逐步停止销售,对公司利润上升产生了积极影响.",0
