ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
920371.BJ,20260127,20251231,预增,75.44,101.75,8000.0,9200.0,4559.99,20260127,预计:净利润8000-9200,2025年度公司业绩较上年同期增长的主要原因为：1、公司募投项目在西南最大蛋制品加工基地——四川欧福正式投产，公司完成在华东、华南、华北、西南四大经济圈的产业布局，产业链协调发展、形成协同效应，全面提升多方位供应交付能力，供应链物流成本控制成效显著。2、B端客户是公司的基本盘，面对当前追求极致性价比、高度内卷的消费市场，公司高度重视食品安全、品质从不妥协，凭借对蛋品加工有20多年的经验积累和认知形成的壁垒，积极为客户提供全方面的解决方案，保持并增强了客户粘性。同时受益于原料鸡蛋价格下降，产品毛利率进一步提升。3、公司加码C端业务拓展，除了适合新消费新需求的直饮蛋白饮品外，推出的小包装系列蛋液（蛋白液、蛋挞液）、非笼养福利养殖鸡蛋（获欧盟标准福利认证）等零售端产品，逐步得到消费者的认可，并取得大幅度增长。4、产品“出海”方面：近年来我国随着规模化养殖及蛋品加工水平迅速提高，蛋制品产品的品质在国际市场上得到了认可。尤其是今年上半年美日韩等地频发禽流感，导致国际蛋价不断推高，我国蛋制品行业迎来了“出海”发展的重大机遇，公司抢抓机遇、积极拓展海外市场，境外收入大幅增长。同时，公司的溶菌酶项目顺利投产，并成功出口、精准匹配客户需求，为公司拓展了新的利润增长点。,0
