ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
920703.BJ,20240720,20240630,略增,29.09,34.65,9300.0,9700.0,7204.06,20240720,预计:净利润9300-9700,"公司围绕年度经营目标,持续加大研发投入和市场开拓.本期预计实现营业:收入34,416.80万元,同比增幅30%左右,实现了收入的可持续增长.",0
