ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
920781.BJ,20260228,20251231,首亏,-302.96,-302.96,-4662.0,-4662.0,2297.16,20260130,预计:净利润-4662,"鉴于部分客户信用风险特征发生显著变化，根据《企业会计准则》相关规定，基于谨慎性原则，公司对该部分客户应收账款调整为单项减值测试并补充计提坏账准备，补充计提金额为1,925.27万元。",0
920781.BJ,20260130,20251231,首亏,-217.5364,-178.3576,-2700.0,-1800.0,2297.16,20260130,预计:净利润-2700--1800,"1、2025年，高端过程装备行业市场竞争加剧，公司市场开拓不及预期，订单同比下滑大约23.48%，导致当期收入同比大幅减少。2、2025年全面投产运营的新基地全年计提的摊销折旧费用约为1,057.44万元，同比大幅增加。3、2025年，新能源多晶硅行业尚处于下行周期阶段，市场需求低迷，基于谨慎性原则，公司拟对吸附柱存货计提大额存货跌价准备。",1
920781.BJ,20260130,20251231,首亏,-217.5364,-178.3576,-2700.0,-1800.0,2297.16,20260130,预计:净利润-2700--1800,"1、2025年，高端过程装备行业市场竞争加剧，公司市场开拓不及预期，订单同比下滑大约23.48%，导致当期收入同比大幅减少。2、2025年全面投产运营的新基地全年计提的摊销折旧费用约为1,057.44万元，同比大幅增加。3、2025年，新能源多晶硅行业尚处于下行周期阶段，市场需求低迷，基于谨慎性原则，公司拟对吸附柱存货计提大额存货跌价准备。",0
920781.BJ,20230422,20230331,扭亏,243.65,243.65,176.0,176.0,,20230422,预计:净利润176,1、报告期内，公司持续推进创新升级转型，不断加大新能源、核能军工等重点业务板块和技术创新力度，通过加强管理降本增效、优化营销策略等措施，实现了公司整体生产，经营情况的不断向好。2、报告期内，公司下游客户对高端产品和服务需求的持续释放，公司充分发挥在核心优势产品研发、综合服务能力、多层次市场营销网络、品牌影响力等方面的优势，市场份额稳步提升，产品销量上升带动了公司营业收入增长。3、截止目前，公司产能处于满负荷水平，同时公司新增订单继续保持快速增长，为公司业绩增长奠定了良好基础。,0
