ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag
920792.BJ,20260130,20251231,预增,43.9,55.41,7500.0,8100.0,5211.98,20260130,预计:净利润7500-8100,报告期内，公司经营业绩较上年同期增长，主要因公司在保持现有业务稳定经营的同时，聚焦现有产品应用领域的深化布局，通过对现有产品的相关指标和性能的进一步研发，拓宽了应用市场范围，并成功开拓新的市场份额，实现了营收和利润的双增长。,1
920792.BJ,20260130,20251231,预增,43.9,55.41,7500.0,8100.0,5211.98,20260130,预计:净利润7500-8100,报告期内，公司经营业绩较上年同期增长，主要因公司在保持现有业务稳定经营的同时，聚焦现有产品应用领域的深化布局，通过对现有产品的相关指标和性能的进一步研发，拓宽了应用市场范围，并成功开拓新的市场份额，实现了营收和利润的双增长。,0
920792.BJ,20240829,20240930,略减,,,,,,20240829,略减,,0
920792.BJ,20230823,20230930,略减,,,,,,20230823,略减,"2023年上半年,国内钢铁行业对耐火材料的需求是相对稳定的,而耐火材料出口量,出口贸易额同比下降,需求市场整体对耐火材料,耐火原料企业的产品销量虽有影响但影响不大;销售价格方面,上半年耐火材料,耐火原料市场价格整体表现低位稳定,特别耐火原料生产企业因开工率较低,停产,限产企业较多,使原料生产线产能利用率较低,原料供需虽基本稳定,但原料价格底部波动特征明显.上半年市场销售价格“触底”(亚洲金属网公布97电熔为例,上半年180天平均价为3,308元/吨,上年同期为4,117元/吨),使耐火材料,耐火原料企业利润下滑严重.综上,按现阶段耐火材料行业市场情况预计,若下半年下游钢铁产业耐火材料需求量及国际市场耐火原料需求量未呈现增长,则下半年市场价格回升可能性较小,公司预计1-9月经营业绩情况与上半年基本一致,较上年同期相比应为下降.",0
920792.BJ,20230311,20230331,略减,-5.64,-5.64,2000.0,2000.0,,20230311,预计:净利润2000,公司预计营业收入增长主要是电熔镁及耐火制品销量增长导致；在预计营业收入增长的同时，公司同期预计归属于母公司所有者的净利润小幅下降，主要原因是2021年末电熔镁受限电影响价格畸高，部分2021年末签署的高价合同延续至2022年一季度完成，导致公司2022年第一季度毛利率较高，2023年第一季度毛利率恢复至正常水平。,0
