ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000065.SZ,20260331,20251231,723310917.63,0.68,0.68,723310917.63
000065.SZ,20260331,20251231,723310917.63,0.68,0.68,723310917.63
000065.SZ,20251031,20250930,484640816.04,0.46,0.45,484640816.04
000065.SZ,20250822,20250630,308916806.51,0.29,0.28,308916806.51
000065.SZ,20250428,20250331,176876371.12,0.1707,0.1701,176876371.12
000065.SZ,20250401,20241231,1049512515.37,1.05,1.01,1049512515.37
000065.SZ,20241031,20240930,757513413.18,0.76,0.73,757513413.18
000065.SZ,20240822,20240630,539258178.7,0.54,0.52,539258178.7
000065.SZ,20240425,20240331,263893107.66,0.2634,0.253,263893107.66
000065.SZ,20240330,20231231,918064819.63,0.92,0.88,918064819.63
000065.SZ,20231031,20230930,690528896.05,0.69,0.66,690528896.05
000065.SZ,20230831,20230630,502212570.62,0.5,0.48,502212570.62
000065.SZ,20230831,20230630,502212570.62,0.5,0.48,502212570.62
000065.SZ,20230425,20230331,193932616.87,0.1936,0.1888,193932616.87
000065.SZ,20230425,20221231,636006850.49,0.67,0.65,636006850.49
000065.SZ,20230425,20221231,636006850.49,0.67,0.65,636006850.49
000065.SZ,20221027,20220930,498744932.84,0.57,0.55,498744932.84
000065.SZ,20220819,20220630,388941817.73,0.46,0.44,388941817.73
000065.SZ,20220819,20220630,388941817.73,0.46,0.44,388941817.73
000065.SZ,20220430,20220331,104901509.11,0.1354,0.1325,104901509.11
000065.SZ,20220430,20220331,104901509.11,0.1354,0.1325,104901509.11
000065.SZ,20220430,20211231,623707609.09,0.81,0.78,623707609.09
000065.SZ,20220430,20211231,623707609.09,0.81,0.78,623707609.09
000065.SZ,20211028,20210930,492189916.34,0.64,0.59,492189916.34
000065.SZ,20210830,20210630,274228939.2,0.36,0.33,274228939.2
000065.SZ,20210428,20210331,67797580.01,0.0871,0.0814,67797580.01
000065.SZ,20210331,20201231,751378444.26,0.98,0.9,751378444.26
000065.SZ,20210331,20201231,751378444.26,0.98,0.9,751378444.26
000065.SZ,20201031,20200930,513977922.15,0.67,0.63,513977922.15
000065.SZ,20201031,20200930,513977922.15,0.67,0.63,513977922.15
000065.SZ,20200831,20200630,269561389.88,0.35,0.34,269561389.88
000065.SZ,20200831,20200630,269561389.88,0.35,0.34,269561389.88
000065.SZ,20200420,20200331,54666849.06,0.071,0.07,54666849.06
000065.SZ,20200420,20200331,54666849.06,0.071,0.07,54666849.06
000065.SZ,20200420,20191231,706237373.19,0.92,0.91,706237373.19
000065.SZ,20200420,20191231,706237373.19,0.92,0.91,706237373.19
000065.SZ,20191031,20190930,495470941.6,0.64,0.64,495470941.6
000065.SZ,20190803,20190630,360791456.66,0.47,0.47,360791456.66
000065.SZ,20190430,20190331,38005355.45,0.05,0.05,38005355.45
000065.SZ,20190402,20181231,589176078.24,0.77,0.77,589176078.24
000065.SZ,20190402,20181231,589176078.24,0.77,0.77,589176078.24
