ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000510.SZ,20251031,20250930,-78494513.13,-0.121,-0.121,-78494513.13
000510.SZ,20250830,20250630,-67036015.11,-0.1034,-0.1034,-67036015.11
000510.SZ,20250830,20250630,-67036015.11,-0.1034,-0.1034,-67036015.11
000510.SZ,20250429,20250331,-36677499.6,-0.0566,-0.0566,-36677499.6
000510.SZ,20250429,20241231,-62542274.5,-0.1005,-0.1005,-62542274.5
000510.SZ,20241031,20240930,-34220099.86,-0.0558,-0.0558,-34220099.86
000510.SZ,20240830,20240630,-58212173.99,-0.0956,-0.0956,-58212173.99
000510.SZ,20240427,20240331,-63134865.09,-0.1036,-0.1036,-63134865.09
000510.SZ,20240427,20231231,-176643061.36,-0.29,-0.29,-176643061.36
000510.SZ,20231028,20230930,-87482443.42,-0.1436,-0.1436,-87482443.42
000510.SZ,20230826,20230630,-58373572.28,-0.0958,-0.0958,-58373572.28
000510.SZ,20230422,20230331,-24285633.36,-0.0399,-0.0399,-24285633.36
000510.SZ,20230408,20221231,13142958.32,0.0216,0.0216,13142958.32
000510.SZ,20230408,20221231,13142958.32,0.0216,0.0216,13142958.32
000510.SZ,20221028,20220930,7162467.3,0.0118,0.0118,7162467.3
000510.SZ,20221028,20220930,7162467.3,0.0118,0.0118,7162467.3
000510.SZ,20220827,20220630,51325227.08,0.0843,0.0843,51325227.08
000510.SZ,20220427,20220331,31931850.26,0.0524,0.0524,31931850.26
000510.SZ,20220427,20220331,31931850.26,0.0524,0.0524,31931850.26
000510.SZ,20220427,20211231,299533641.87,0.4917,0.4917,299533641.87
000510.SZ,20220427,20211231,299533641.87,0.4917,0.4917,299533641.87
000510.SZ,20211030,20210930,210456466.73,0.3455,0.3455,210456466.73
000510.SZ,20211030,20210930,210456466.73,0.3455,0.3455,210456466.73
000510.SZ,20210819,20210630,161967296.38,0.2659,0.2659,161967296.38
000510.SZ,20210428,20210331,67808480.22,0.1113,0.1113,67808480.22
000510.SZ,20210428,20201231,71536759.09,0.1174,0.1174,71536759.09
000510.SZ,20210428,20201231,71536759.09,0.1174,0.1174,71536759.09
000510.SZ,20201024,20200930,33098768.63,0.0543,0.0543,33098768.63
000510.SZ,20201024,20200930,33098768.63,0.0543,0.0543,33098768.63
000510.SZ,20200808,20200630,43123999.89,0.0708,0.0708,43123999.89
000510.SZ,20200808,20200630,43123999.89,0.0708,0.0708,43123999.89
000510.SZ,20200430,20200331,30672301.8,0.0503,0.0503,30672301.8
000510.SZ,20200430,20200331,30672301.8,0.0503,0.0503,30672301.8
000510.SZ,20200430,20191231,62013347.09,0.1018,0.1018,62013347.09
000510.SZ,20200430,20191231,62013347.09,0.1018,0.1018,62013347.09
000510.SZ,20191026,20190930,46611242.97,0.0765,0.0765,46611242.97
000510.SZ,20191026,20190930,46611242.97,0.0765,0.0765,46611242.97
000510.SZ,20190822,20190630,45551288.47,0.0748,0.0748,45551288.47
000510.SZ,20190412,20190331,26236615.36,0.0431,0.0431,26236615.36
000510.SZ,20190404,20181231,100101923.36,0.1643,0.1643,100101923.36
000510.SZ,20190404,20181231,100101923.36,0.1643,0.1643,100101923.36
