ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000039.SZ,20260327,20251231,220820000.0,0.03,0.02,220820000.0
000039.SZ,20260327,20251231,220820000.0,0.03,0.02,220820000.0
000039.SZ,20251031,20250930,1565615000.0,0.2803,0.2793,1565615000.0
000039.SZ,20250828,20250630,1278156000.0,0.23,0.23,1278156000.0
000039.SZ,20250828,20250630,1278156000.0,0.23,0.23,1278156000.0
000039.SZ,20250429,20250331,543799000.0,0.0971,0.0971,543799000.0
000039.SZ,20250328,20241231,2972343000.0,0.53,0.53,2972343000.0
000039.SZ,20241030,20240930,1828020000.0,0.3357,0.3307,1828020000.0
000039.SZ,20240829,20240630,865781000.0,0.16,0.15,865781000.0
000039.SZ,20240430,20240331,83635000.0,0.0126,0.0126,83635000.0
000039.SZ,20240430,20240331,83635000.0,0.0126,0.0126,83635000.0
000039.SZ,20240328,20231231,421249000.0,0.07,0.05,421249000.0
000039.SZ,20231031,20230930,495577000.0,0.083,0.0751,495577000.0
000039.SZ,20230830,20230630,398556000.0,0.07,0.07,398556000.0
000039.SZ,20230830,20230630,398556000.0,0.07,0.07,398556000.0
000039.SZ,20230428,20230331,160177000.0,0.0267,0.0267,160177000.0
000039.SZ,20230329,20221231,3219226000.0,0.59,0.57,3219226000.0
000039.SZ,20230329,20221231,3219226000.0,0.59,0.57,3219226000.0
000039.SZ,20221028,20220930,3117601000.0,0.5708,0.564,3117601000.0
000039.SZ,20220830,20220630,2538512000.0,0.6996,0.6893,2538512000.0
000039.SZ,20220428,20220331,1706270000.0,0.4726,0.4726,1706270000.0
000039.SZ,20220428,20220331,1706270000.0,0.4726,0.4726,1706270000.0
000039.SZ,20220329,20211231,6665323000.0,1.81,1.8,6665323000.0
000039.SZ,20220329,20211231,6665323000.0,1.81,1.8,6665323000.0
000039.SZ,20211028,20210930,8799189000.0,2.4056,2.4052,8799189000.0
000039.SZ,20210828,20210630,4297459000.0,1.1673,1.167,4297459000.0
000039.SZ,20210428,20210331,1507331000.0,0.4051,0.4051,1507331000.0
000039.SZ,20210330,20201231,5349613000.0,1.41,1.41,5349613000.0
000039.SZ,20210330,20201231,5349613000.0,1.41,1.41,5349613000.0
000039.SZ,20201028,20200930,697561000.0,0.1398,0.1398,697561000.0
000039.SZ,20201028,20200930,697561000.0,0.1398,0.1398,697561000.0
000039.SZ,20200828,20200630,-182797000.0,-0.0841,-0.0841,-182797000.0
000039.SZ,20200828,20200630,-182797000.0,-0.0841,-0.0841,-182797000.0
000039.SZ,20200430,20200331,-641450000.0,-0.1929,-0.1929,-641450000.0
000039.SZ,20200430,20200331,-641450000.0,-0.1929,-0.1929,-641450000.0
000039.SZ,20200327,20191231,1542226000.0,0.37,0.37,1542226000.0
000039.SZ,20200327,20191231,1542226000.0,0.37,0.37,1542226000.0
000039.SZ,20191029,20190930,636327000.0,0.1357,0.1343,636327000.0
000039.SZ,20191029,20190930,636327000.0,0.1357,0.1343,636327000.0
000039.SZ,20190828,20190630,679829000.0,0.1618,0.1604,679829000.0
000039.SZ,20190828,20190630,679829000.0,0.1618,0.1604,679829000.0
000039.SZ,20190430,20190331,405681000.0,0.1191,0.119,405681000.0
000039.SZ,20190328,20181231,3380436000.0,1.11,1.1,3380436000.0
000039.SZ,20190328,20181231,3380436000.0,1.11,1.1,3380436000.0
