ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000066.SZ,20251030,20250930,16066692.73,0.005,0.005,16066692.73
000066.SZ,20250830,20250630,138251254.08,0.043,0.043,138251254.08
000066.SZ,20250428,20250331,-159515661.11,-0.05,-0.05,-159515661.11
000066.SZ,20250428,20241231,-1478505080.54,-0.459,-0.459,-1478505080.54
000066.SZ,20241031,20240930,-687639695.03,-0.213,-0.213,-687639695.03
000066.SZ,20240831,20240630,-421517389.43,-0.131,-0.131,-421517389.43
000066.SZ,20240430,20240331,-249815522.35,-0.077,-0.077,-249815522.35
000066.SZ,20240430,20231231,-977252427.62,-0.303,-0.303,-977252427.62
000066.SZ,20231028,20230930,-830915261.46,-0.258,-0.258,-830915261.46
000066.SZ,20231028,20230930,-830915261.46,-0.258,-0.258,-830915261.46
000066.SZ,20230826,20230630,-632654048.2,-0.196,-0.196,-632654048.2
000066.SZ,20230826,20230630,-632654048.2,-0.196,-0.196,-632654048.2
000066.SZ,20230429,20230331,-305225491.02,-0.095,-0.095,-305225491.02
000066.SZ,20230429,20221231,120280878.14,0.038,0.038,120280878.14
000066.SZ,20230429,20221231,120280878.14,0.038,0.038,120280878.14
000066.SZ,20221029,20220930,-459485936.74,-0.144,-0.144,-459485936.74
000066.SZ,20220831,20220630,-297640371.51,-0.094,-0.094,-297640371.51
000066.SZ,20220430,20220331,-116906958.47,-0.037,-0.037,-116906958.47
000066.SZ,20220430,20220331,-116906958.47,-0.037,-0.037,-116906958.47
000066.SZ,20220430,20211231,597624297.17,0.204,0.204,597624297.17
000066.SZ,20220430,20211231,597624297.17,0.204,0.204,597624297.17
000066.SZ,20211030,20210930,102855310.07,0.035,0.035,102855310.07
000066.SZ,20211030,20210930,102855310.07,0.035,0.035,102855310.07
000066.SZ,20210831,20210630,-83051302.47,-0.028,-0.028,-83051302.47
000066.SZ,20210430,20210331,-158732620.02,-0.05,-0.05,-158732620.02
000066.SZ,20210430,20201231,927860457.31,0.317,0.317,927860457.31
000066.SZ,20210430,20201231,927860457.31,0.317,0.317,927860457.31
000066.SZ,20201031,20200930,-162679988.55,-0.056,-0.056,-162679988.55
000066.SZ,20201031,20200930,-162679988.55,-0.056,-0.056,-162679988.55
000066.SZ,20200829,20200630,-300220391.69,-0.103,-0.103,-300220391.69
000066.SZ,20200829,20200630,-300220391.69,-0.103,-0.103,-300220391.69
000066.SZ,20200430,20200331,-281728310.95,-0.096,-0.096,-281728310.95
000066.SZ,20200430,20200331,-281728310.95,-0.096,-0.096,-281728310.95
000066.SZ,20200430,20191231,1114993660.75,0.38,0.38,1114993660.75
000066.SZ,20200430,20191231,1114993660.75,0.38,0.38,1114993660.75
000066.SZ,20191031,20190930,176667347.03,0.06,0.06,176667347.03
000066.SZ,20190831,20190630,143392145.32,0.049,0.049,143392145.32
000066.SZ,20190430,20190331,51867157.81,0.018,0.018,51867157.81
000066.SZ,20190430,20181231,987100274.54,0.336,0.336,987100274.54
000066.SZ,20190430,20181231,987100274.54,0.336,0.336,987100274.54
