ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000002.SZ,20260401,20251231,-88556470495.64,-7.45,-7.45,-88556470495.64
000002.SZ,20251031,20250930,-28015835676.94,-2.3578,-2.3578,-28015835676.94
000002.SZ,20251031,20250930,-28015835676.94,-2.3578,-2.3578,-28015835676.94
000002.SZ,20250823,20250630,-11946573688.12,-1.01,-1.01,-11946573688.12
000002.SZ,20250430,20250331,-6246208543.03,-0.5268,-0.5268,-6246208543.03
000002.SZ,20250401,20241231,-49478429211.96,-4.17,-4.17,-49478429211.96
000002.SZ,20241031,20240930,-17943298450.09,-1.5132,-1.5132,-17943298450.09
000002.SZ,20240831,20240630,-9852499598.84,-0.83,-0.83,-9852499598.84
000002.SZ,20240430,20240331,-361967511.52,-0.0305,-0.0305,-361967511.52
000002.SZ,20240430,20240331,-361967511.52,-0.0305,-0.0305,-361967511.52
000002.SZ,20240329,20231231,12162684368.86,1.03,1.03,12162684368.86
000002.SZ,20231028,20230930,13621477419.62,1.1585,1.1585,13621477419.62
000002.SZ,20230831,20230630,9870472245.91,0.84,0.84,9870472245.91
000002.SZ,20230429,20230331,1445811341.87,0.1251,0.1251,1445811341.87
000002.SZ,20230331,20221231,22617778516.45,1.95,1.95,22617778516.45
000002.SZ,20230331,20221231,22617778516.45,1.95,1.95,22617778516.45
000002.SZ,20221029,20220930,17050421834.82,1.4697,1.4697,17050421834.82
000002.SZ,20220831,20220630,12222659217.79,1.05,1.05,12222659217.79
000002.SZ,20220429,20220331,1428994048.18,0.1229,0.1229,1428994048.18
000002.SZ,20220429,20220331,1428994048.18,0.1229,0.1229,1428994048.18
000002.SZ,20220331,20211231,22524033383.22,1.94,1.94,22524033383.22
000002.SZ,20220331,20211231,22524033383.22,1.94,1.94,22524033383.22
000002.SZ,20211029,20210930,16688796291.88,1.436,1.436,16688796291.88
000002.SZ,20210830,20210630,11046937585.87,0.95,0.95,11046937585.87
000002.SZ,20210423,20210331,1292286264.34,0.1112,0.1112,1292286264.34
000002.SZ,20210331,20201231,41515544941.31,3.62,3.62,41515544941.31
000002.SZ,20210331,20201231,41515544941.31,3.62,3.62,41515544941.31
000002.SZ,20201030,20200930,19862827129.73,1.741,1.741,19862827129.73
000002.SZ,20201030,20200930,19862827129.73,1.741,1.741,19862827129.73
000002.SZ,20200828,20200630,12507519556.5,1.11,1.11,12507519556.5
000002.SZ,20200828,20200630,12507519556.5,1.11,1.11,12507519556.5
000002.SZ,20200428,20200331,1249359312.96,0.111,0.111,1249359312.96
000002.SZ,20200428,20200331,1249359312.96,0.111,0.111,1249359312.96
000002.SZ,20200318,20191231,38872086881.32,3.47,3.47,38872086881.32
000002.SZ,20200318,20191231,38872086881.32,3.47,3.47,38872086881.32
000002.SZ,20191025,20190930,18240745065.0,1.631,1.631,18240745065.0
000002.SZ,20191025,20190930,18240745065.0,1.631,1.631,18240745065.0
000002.SZ,20190821,20190630,11841752171.43,1.06,1.06,11841752171.43
000002.SZ,20190821,20190630,11841752171.43,1.06,1.06,11841752171.43
000002.SZ,20190430,20190331,1120626569.29,0.102,0.102,1120626569.29
000002.SZ,20190326,20181231,33772651678.61,3.06,3.06,33772651678.61
000002.SZ,20190326,20181231,33772651678.61,3.06,3.06,33772651678.61
