ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000520.SZ,20251027,20250930,-55617132.91,-0.0554,-0.0554,-55617132.91
000520.SZ,20250830,20250630,1230196.78,0.0012,0.0012,1230196.78
000520.SZ,20250429,20250331,-2504090.99,-0.0025,-0.0025,-2504090.99
000520.SZ,20250429,20250331,-2504090.99,-0.0025,-0.0025,-2504090.99
000520.SZ,20250429,20241231,-82701866.14,-0.0817,-0.0817,-82701866.14
000520.SZ,20241028,20240930,-22082884.1,-0.0218,-0.0218,-22082884.1
000520.SZ,20240829,20240630,-14911974.77,-0.0147,-0.0147,-14911974.77
000520.SZ,20240426,20240331,-7586282.87,-0.0075,-0.0075,-7586282.87
000520.SZ,20240426,20231231,-8702150.84,-0.0086,-0.0086,-8702150.84
000520.SZ,20231028,20230930,-16594831.23,-0.0164,-0.0164,-16594831.23
000520.SZ,20230828,20230630,-8359882.53,-0.0083,-0.0083,-8359882.53
000520.SZ,20230428,20230331,-8463970.5,-0.0084,-0.0084,-8463970.5
000520.SZ,20230428,20221231,36226644.9,0.0358,0.0358,36226644.9
000520.SZ,20230428,20221231,36226644.9,0.0358,0.0358,36226644.9
000520.SZ,20221028,20220930,33410461.39,0.033,0.033,33410461.39
000520.SZ,20221028,20220930,33410461.39,0.033,0.033,33410461.39
000520.SZ,20220819,20220630,23885816.74,0.0236,0.0236,23885816.74
000520.SZ,20220420,20220331,10621102.49,0.0105,0.0105,10621102.49
000520.SZ,20220318,20211231,96184778.33,0.095,0.095,96184778.33
000520.SZ,20220318,20211231,96184778.33,0.095,0.095,96184778.33
000520.SZ,20211025,20210930,59750171.46,0.059,0.059,59750171.46
000520.SZ,20210820,20210630,34018596.17,0.0336,0.0336,34018596.17
000520.SZ,20210428,20210331,6387758.66,0.0063,0.0063,6387758.66
000520.SZ,20210428,20201231,10529048.74,0.0104,0.0104,10529048.74
000520.SZ,20210428,20201231,10529048.74,0.0104,0.0104,10529048.74
000520.SZ,20201030,20200930,10853061.88,0.0107,0.0107,10853061.88
000520.SZ,20201030,20200930,10853061.88,0.0107,0.0107,10853061.88
000520.SZ,20200829,20200630,4663015.94,0.0046,0.0046,4663015.94
000520.SZ,20200829,20200630,4663015.94,0.0046,0.0046,4663015.94
000520.SZ,20200429,20200331,1616497.39,0.0016,0.0016,1616497.39
000520.SZ,20200429,20200331,1616497.39,0.0016,0.0016,1616497.39
000520.SZ,20200417,20191231,32143439.46,0.0318,0.0318,32143439.46
000520.SZ,20200417,20191231,32143439.46,0.0318,0.0318,32143439.46
000520.SZ,20191025,20190930,29539996.59,0.0292,0.0292,29539996.59
000520.SZ,20191025,20190930,29539996.59,0.0292,0.0292,29539996.59
000520.SZ,20190830,20190630,23552052.67,0.0233,0.0233,23552052.67
000520.SZ,20190830,20190630,23552052.67,0.0233,0.0233,23552052.67
000520.SZ,20190430,20190331,12609687.94,0.0125,0.0125,12609687.94
000520.SZ,20190430,20181231,61214895.69,0.0605,0.0605,61214895.69
000520.SZ,20190430,20181231,61214895.69,0.0605,0.0605,61214895.69
