ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000410.SZ,20251030,20250930,1145358.67,0.0005,0.0005,1145358.67
000410.SZ,20250830,20250630,40348540.91,0.0171,0.0171,40348540.91
000410.SZ,20250424,20250331,-31816207.32,-0.02,-0.02,-31816207.32
000410.SZ,20250424,20250331,-31816207.32,-0.02,-0.02,-31816207.32
000410.SZ,20250424,20241231,7060291.79,0.0034,0.0034,7060291.79
000410.SZ,20241029,20240930,-123256404.07,-0.06,-0.06,-123256404.07
000410.SZ,20240831,20240630,-80815681.47,-0.04,-0.04,-80815681.47
000410.SZ,20240430,20240331,-40634006.08,-0.02,-0.02,-40634006.08
000410.SZ,20240418,20231231,34756961.87,0.02,0.02,34756961.87
000410.SZ,20231031,20230930,-71761643.76,-0.035,-0.035,-71761643.76
000410.SZ,20231031,20230930,-71761643.76,-0.035,-0.035,-71761643.76
000410.SZ,20230825,20230630,-59397059.51,-0.03,-0.03,-59397059.51
000410.SZ,20230429,20230331,-34712246.08,-0.02,-0.02,-34712246.08
000410.SZ,20230429,20221231,25755983.41,0.01,0.01,25755983.41
000410.SZ,20230429,20221231,25755983.41,0.01,0.01,25755983.41
000410.SZ,20221031,20220930,3031287.42,0.002,0.002,3031287.42
000410.SZ,20220830,20220630,10976951.59,0.01,0.01,10976951.59
000410.SZ,20220430,20220331,19158108.7,0.01,0.01,19158108.7
000410.SZ,20220430,20220331,19158108.7,0.01,0.01,19158108.7
000410.SZ,20220416,20211231,-863319902.15,-0.51,-0.51,-863319902.15
000410.SZ,20220416,20211231,-863319902.15,-0.51,-0.51,-863319902.15
000410.SZ,20211030,20210930,-289079862.72,-0.17,-0.17,-289079862.72
000410.SZ,20211030,20210930,-289079862.72,-0.17,-0.17,-289079862.72
000410.SZ,20210830,20210630,-178462344.18,-0.11,-0.11,-178462344.18
000410.SZ,20210429,20210331,-105473838.36,-0.06,-0.06,-105473838.36
000410.SZ,20210429,20201231,-722760466.6,-0.43,-0.43,-722760466.6
000410.SZ,20210429,20201231,-722760466.6,-0.43,-0.43,-722760466.6
000410.SZ,20201027,20200930,-538258448.6,-0.32,-0.32,-538258448.6
000410.SZ,20201027,20200930,-538258448.6,-0.32,-0.32,-538258448.6
000410.SZ,20200831,20200630,-359326297.31,-0.21,-0.21,-359326297.31
000410.SZ,20200831,20200630,-359326297.31,-0.21,-0.21,-359326297.31
000410.SZ,20200430,20200331,-224535029.59,-0.13,-0.13,-224535029.59
000410.SZ,20200430,20200331,-224535029.59,-0.13,-0.13,-224535029.59
000410.SZ,20200430,20191231,-2988269764.45,-3.9,-3.9,-2988269764.45
000410.SZ,20200430,20191231,-2988269764.45,-3.9,-3.9,-2988269764.45
000410.SZ,20191031,20190930,-2555162225.61,-3.34,-3.34,-2555162225.61
000410.SZ,20190831,20190630,-1410103668.25,-1.84,-1.84,-1410103668.25
000410.SZ,20190831,20190630,-1410103668.25,-1.84,-1.84,-1410103668.25
000410.SZ,20190429,20190331,-453641693.17,-0.59,-0.59,-453641693.17
000410.SZ,20190429,20181231,-788262394.7,-1.03,-1.03,-788262394.7
000410.SZ,20190429,20181231,-788262394.7,-1.03,-1.03,-788262394.7
