ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000504.SZ,20251027,20250930,5232334.61,0.0159,0.0159,5232334.61
000504.SZ,20250828,20250630,-3484412.87,-0.0106,-0.0106,-3484412.87
000504.SZ,20250429,20250331,-2218632.26,-0.0067,-0.0067,-2218632.26
000504.SZ,20250429,20250331,-2218632.26,-0.0067,-0.0067,-2218632.26
000504.SZ,20250429,20241231,-19846018.35,-0.06,-0.06,-19846018.35
000504.SZ,20241031,20240930,-8410757.01,-0.0255,-0.0255,-8410757.01
000504.SZ,20240831,20240630,-8392830.28,-0.0254,-0.0254,-8392830.28
000504.SZ,20240430,20240331,-2770653.53,-0.0084,-0.0084,-2770653.53
000504.SZ,20240430,20240331,-2770653.53,-0.0084,-0.0084,-2770653.53
000504.SZ,20240430,20231231,-28172625.54,-0.09,-0.09,-28172625.54
000504.SZ,20231031,20230930,486718.3,0.0016,0.0016,486718.3
000504.SZ,20230830,20230630,-8973155.0,-0.0288,-0.0288,-8973155.0
000504.SZ,20230429,20230331,-1976045.11,-0.0063,-0.0063,-1976045.11
000504.SZ,20230429,20230331,-1976045.11,-0.0063,-0.0063,-1976045.11
000504.SZ,20230421,20221231,-12694776.12,-0.04,-0.04,-12694776.12
000504.SZ,20230421,20221231,-12694776.12,-0.04,-0.04,-12694776.12
000504.SZ,20221031,20220930,540721.32,0.0017,0.0017,540721.32
000504.SZ,20220730,20220630,2166923.99,0.007,0.007,2166923.99
000504.SZ,20220430,20220331,159904.25,0.0005,0.0005,159904.25
000504.SZ,20220430,20220331,159904.25,0.0005,0.0005,159904.25
000504.SZ,20220430,20211231,-19125950.55,-0.06,-0.06,-19125950.55
000504.SZ,20220430,20211231,-19125950.55,-0.06,-0.06,-19125950.55
000504.SZ,20211030,20210930,-8401491.52,-0.027,-0.027,-8401491.52
000504.SZ,20211030,20210930,-8401491.52,-0.027,-0.027,-8401491.52
000504.SZ,20210831,20210630,-6298477.35,-0.0202,-0.0202,-6298477.35
000504.SZ,20210429,20210331,957093.09,0.0031,0.0031,957093.09
000504.SZ,20210331,20201231,8154550.92,0.03,0.03,8154550.92
000504.SZ,20210331,20201231,8154550.92,0.03,0.03,8154550.92
000504.SZ,20201029,20200930,-3495870.02,-0.0112,-0.0112,-3495870.02
000504.SZ,20201029,20200930,-3495870.02,-0.0112,-0.0112,-3495870.02
000504.SZ,20200828,20200630,-2090149.71,-0.007,-0.007,-2090149.71
000504.SZ,20200828,20200630,-2090149.71,-0.007,-0.007,-2090149.71
000504.SZ,20200427,20200331,-1600061.19,-0.005,-0.005,-1600061.19
000504.SZ,20200427,20191231,18806368.87,0.06,0.06,18806368.87
000504.SZ,20200427,20191231,18806368.87,0.06,0.06,18806368.87
000504.SZ,20191030,20190930,-20088395.46,-0.0645,-0.0645,-20088395.46
000504.SZ,20191030,20190930,-20088395.46,-0.0645,-0.0645,-20088395.46
000504.SZ,20190831,20190630,-14324100.57,-0.046,-0.046,-14324100.57
000504.SZ,20190430,20190331,-6546948.14,-0.02,-0.02,-6546948.14
000504.SZ,20190430,20181231,-35188300.29,-0.11,-0.11,-35188300.29
000504.SZ,20190430,20181231,-35188300.29,-0.11,-0.11,-35188300.29
