ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000401.SZ,20260327,20251231,218704132.86,0.082,0.082,218704132.86
000401.SZ,20251029,20250930,40354882.23,0.0143,0.0143,40354882.23
000401.SZ,20250828,20250630,-153623987.91,-0.0594,-0.0594,-153623987.91
000401.SZ,20250828,20250630,-153623987.91,-0.0594,-0.0594,-153623987.91
000401.SZ,20250430,20250331,-873099096.75,-0.328,-0.308,-873099096.75
000401.SZ,20250328,20241231,-991024259.22,-0.373,-0.335,-991024259.22
000401.SZ,20241030,20240930,-296767662.01,-0.1116,-0.0917,-296767662.01
000401.SZ,20241030,20240930,-296767662.01,-0.1116,-0.0917,-296767662.01
000401.SZ,20240831,20240630,-806166800.91,-0.3033,-0.2789,-806166800.91
000401.SZ,20240427,20240331,-1098670620.87,-0.413,-0.388,-1098670620.87
000401.SZ,20240328,20231231,-1498372974.14,-0.564,-0.518,-1498372974.14
000401.SZ,20231028,20230930,-322257880.69,-0.1212,-0.1013,-322257880.69
000401.SZ,20230825,20230630,-368973562.99,-0.1388,-0.1228,-368973562.99
000401.SZ,20230825,20230630,-368973562.99,-0.1388,-0.1228,-368973562.99
000401.SZ,20230426,20230331,-792217988.91,-0.298,-0.279,-792217988.91
000401.SZ,20230329,20221231,1357689388.91,0.513,0.506,1357689388.91
000401.SZ,20230329,20221231,1357689388.91,0.513,0.506,1357689388.91
000401.SZ,20221028,20220930,1634284287.18,0.6148,0.5988,1634284287.18
000401.SZ,20221028,20220930,1634284287.18,0.6148,0.5988,1634284287.18
000401.SZ,20220825,20220630,1140853448.25,0.4292,0.4176,1140853448.25
000401.SZ,20220420,20220331,-233166465.99,-0.088,-0.08,-233166465.99
000401.SZ,20220317,20211231,2810209681.15,1.769,1.628,2810209681.15
000401.SZ,20220317,20211231,2810209681.15,1.769,1.628,2810209681.15
000401.SZ,20211027,20210930,1820805059.99,1.2113,1.1071,1820805059.99
000401.SZ,20211027,20210930,1820805059.99,1.2113,1.1071,1820805059.99
000401.SZ,20210818,20210630,1227793593.03,0.8287,0.7476,1227793593.03
000401.SZ,20210422,20210331,-51485534.03,-0.076,-0.061,-51485534.03
000401.SZ,20210317,20201231,2850010849.51,1.964,1.948,2850010849.51
000401.SZ,20210317,20201231,2850010849.51,1.964,1.948,2850010849.51
000401.SZ,20201021,20200930,2094326386.11,1.4407,1.4407,2094326386.11
000401.SZ,20201021,20200930,2094326386.11,1.4407,1.4407,2094326386.11
000401.SZ,20200814,20200630,1000624172.93,0.6669,0.6669,1000624172.93
000401.SZ,20200814,20200630,1000624172.93,0.6669,0.6669,1000624172.93
000401.SZ,20200424,20200331,-280972698.29,-0.246,-0.246,-280972698.29
000401.SZ,20200424,20200331,-280972698.29,-0.246,-0.246,-280972698.29
000401.SZ,20200319,20191231,2700587822.51,1.853,1.853,2700587822.51
000401.SZ,20200319,20191231,2700587822.51,1.853,1.853,2700587822.51
000401.SZ,20191025,20190930,2469970247.1,1.719,1.719,2469970247.1
000401.SZ,20191025,20190930,2469970247.1,1.719,1.719,2469970247.1
000401.SZ,20190823,20190630,1479628879.68,1.0223,1.0223,1479628879.68
000401.SZ,20190823,20190630,1479628879.68,1.0223,1.0223,1479628879.68
000401.SZ,20190424,20190331,44906457.93,0.033,0.033,44906457.93
000401.SZ,20190321,20181231,1483228682.92,1.101,1.101,1483228682.92
