ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000078.SZ,20251030,20250930,25703007.64,0.0098,0.0098,25703007.64
000078.SZ,20250830,20250630,31681707.71,0.012,0.012,31681707.71
000078.SZ,20250830,20250630,31681707.71,0.012,0.012,31681707.71
000078.SZ,20250429,20250331,23715783.03,0.009,0.009,23715783.03
000078.SZ,20250429,20241231,-1193414955.25,-0.4536,-0.4536,-1193414955.25
000078.SZ,20241031,20240930,46217326.63,0.0176,0.0176,46217326.63
000078.SZ,20240831,20240630,45409831.68,0.0173,0.0173,45409831.68
000078.SZ,20240430,20240331,42641426.53,0.0162,0.0162,42641426.53
000078.SZ,20240430,20231231,-1689944687.46,-0.6423,-0.6423,-1689944687.46
000078.SZ,20231030,20230930,88482060.79,0.0322,0.0322,88482060.79
000078.SZ,20230829,20230630,87678709.12,0.0319,0.0319,87678709.12
000078.SZ,20230428,20230331,74530706.41,0.0271,0.0271,74530706.41
000078.SZ,20230428,20221231,-1027374726.45,-0.3905,-0.3905,-1027374726.45
000078.SZ,20221028,20220930,131906586.66,0.048,0.048,131906586.66
000078.SZ,20221028,20220930,131906586.66,0.048,0.048,131906586.66
000078.SZ,20220825,20220630,113744181.03,0.04,0.04,113744181.03
000078.SZ,20220429,20220331,70927976.38,0.0269,0.0269,70927976.38
000078.SZ,20220429,20220331,70927976.38,0.0269,0.0269,70927976.38
000078.SZ,20220429,20211231,93295298.83,0.0355,0.0355,93295298.83
000078.SZ,20220429,20211231,93295298.83,0.0355,0.0355,93295298.83
000078.SZ,20211028,20210930,213690647.41,0.0777,0.0777,213690647.41
000078.SZ,20210817,20210630,140218143.37,0.051,0.051,140218143.37
000078.SZ,20210427,20210331,91496225.03,0.0333,0.0333,91496225.03
000078.SZ,20210427,20201231,-288531280.73,-0.11,-0.11,-288531280.73
000078.SZ,20210427,20201231,-288531280.73,-0.11,-0.11,-288531280.73
000078.SZ,20201027,20200930,200337612.75,0.0725,0.0725,200337612.75
000078.SZ,20201027,20200930,200337612.75,0.0725,0.0725,200337612.75
000078.SZ,20200804,20200630,128125438.13,0.0464,0.0464,128125438.13
000078.SZ,20200804,20200630,128125438.13,0.0464,0.0464,128125438.13
000078.SZ,20200428,20200331,79153581.35,0.0287,0.0287,79153581.35
000078.SZ,20200428,20200331,79153581.35,0.0287,0.0287,79153581.35
000078.SZ,20200428,20191231,240961388.24,0.091,0.091,240961388.24
000078.SZ,20200428,20191231,240961388.24,0.091,0.091,240961388.24
000078.SZ,20191029,20190930,365546214.53,0.1336,0.1336,365546214.53
000078.SZ,20191029,20190930,365546214.53,0.1336,0.1336,365546214.53
000078.SZ,20190827,20190630,203765630.51,0.0748,0.0748,203765630.51
000078.SZ,20190427,20190331,132077118.26,0.0492,0.0492,132077118.26
000078.SZ,20190427,20181231,448205940.99,0.1694,0.1694,448205940.99
