ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000058.SZ,20260327,20251231,69394739.7,0.0564,0.0564,69394739.7
000058.SZ,20260327,20251231,69394739.7,0.0564,0.0564,69394739.7
000058.SZ,20251030,20250930,92886466.82,0.0754,0.0754,92886466.82
000058.SZ,20250829,20250630,47345638.67,0.0385,0.0385,47345638.67
000058.SZ,20250829,20250630,47345638.67,0.0385,0.0385,47345638.67
000058.SZ,20250426,20250331,22883073.36,0.0186,0.0186,22883073.36
000058.SZ,20250328,20241231,37561269.9,0.03,0.03,37561269.9
000058.SZ,20241030,20240930,38126457.05,0.031,0.031,38126457.05
000058.SZ,20240828,20240630,50929722.07,0.0414,0.0414,50929722.07
000058.SZ,20240426,20240331,24867650.31,0.0202,0.0202,24867650.31
000058.SZ,20240329,20231231,90467495.89,0.07,0.07,90467495.89
000058.SZ,20231027,20230930,140757825.46,0.1143,0.1143,140757825.46
000058.SZ,20230831,20230630,138369165.7,0.1124,0.1124,138369165.7
000058.SZ,20230427,20230331,32905373.52,0.0267,0.0267,32905373.52
000058.SZ,20230427,20221231,15776322.05,0.0128,0.0128,15776322.05
000058.SZ,20221028,20220930,19222397.31,0.0156,0.0156,19222397.31
000058.SZ,20220831,20220630,-23823988.76,-0.0193,-0.0193,-23823988.76
000058.SZ,20220429,20220331,33718455.44,0.0273,0.0273,33718455.44
000058.SZ,20220429,20220331,33718455.44,0.0273,0.0273,33718455.44
000058.SZ,20220318,20211231,46382677.88,0.0375,0.0375,46382677.88
000058.SZ,20220318,20211231,46382677.88,0.0375,0.0375,46382677.88
000058.SZ,20211028,20210930,53466082.02,0.0433,0.0433,53466082.02
000058.SZ,20210818,20210630,47884766.19,0.0388,0.0388,47884766.19
000058.SZ,20210427,20210331,33065039.59,0.0268,0.0268,33065039.59
000058.SZ,20210427,20201231,25924861.87,0.021,0.021,25924861.87
000058.SZ,20210427,20201231,25924861.87,0.021,0.021,25924861.87
000058.SZ,20201029,20200930,93318718.92,0.0755,0.0755,93318718.92
000058.SZ,20201029,20200930,93318718.92,0.0755,0.0755,93318718.92
000058.SZ,20200825,20200630,59070828.83,0.0478,0.0478,59070828.83
000058.SZ,20200825,20200630,59070828.83,0.0478,0.0478,59070828.83
000058.SZ,20200428,20200331,-11787492.8,-0.0095,-0.0095,-11787492.8
000058.SZ,20200428,20200331,-11787492.8,-0.0095,-0.0095,-11787492.8
000058.SZ,20200428,20191231,78447278.89,0.0635,0.0635,78447278.89
000058.SZ,20200428,20191231,78447278.89,0.0635,0.0635,78447278.89
000058.SZ,20191031,20190930,110257647.89,0.0892,0.0892,110257647.89
000058.SZ,20190827,20190630,83287552.02,0.0674,0.0674,83287552.02
000058.SZ,20190827,20190630,83287552.02,0.0674,0.0674,83287552.02
000058.SZ,20190430,20190331,60097292.93,0.0486,0.0486,60097292.93
000058.SZ,20190430,20181231,27852740.23,0.0225,0.0225,27852740.23
000058.SZ,20190430,20181231,27852740.23,0.0225,0.0225,27852740.23
