ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000020.SZ,20251025,20250930,21266931.43,0.0751,0.0751,21266931.43
000020.SZ,20250819,20250630,14339974.11,0.0506,0.0506,14339974.11
000020.SZ,20250422,20250331,5923650.56,0.0209,0.0209,5923650.56
000020.SZ,20250422,20241231,36738290.33,0.1297,0.1297,36738290.33
000020.SZ,20241026,20240930,14243050.41,0.0503,0.0503,14243050.41
000020.SZ,20240827,20240630,10054579.8,0.0355,0.0355,10054579.8
000020.SZ,20240423,20240331,5385324.57,0.019,0.019,5385324.57
000020.SZ,20240423,20240331,5385324.57,0.019,0.019,5385324.57
000020.SZ,20240423,20231231,13342311.52,0.0471,0.0471,13342311.52
000020.SZ,20231030,20230930,12444394.99,0.0439,0.0439,12444394.99
000020.SZ,20230822,20230630,7877276.43,0.0278,0.0278,7877276.43
000020.SZ,20230822,20230630,7877276.43,0.0278,0.0278,7877276.43
000020.SZ,20230425,20230331,6432411.78,0.0227,0.0227,6432411.78
000020.SZ,20230425,20221231,10127766.77,0.0358,0.0358,10127766.77
000020.SZ,20230425,20221231,10127766.77,0.0358,0.0358,10127766.77
000020.SZ,20221025,20220930,8524746.45,0.0301,0.0301,8524746.45
000020.SZ,20220823,20220630,8806785.1,0.0311,0.0311,8806785.1
000020.SZ,20220426,20220331,5905981.47,0.0209,0.0209,5905981.47
000020.SZ,20220426,20211231,7201902.02,0.0254,0.0254,7201902.02
000020.SZ,20220426,20211231,7201902.02,0.0254,0.0254,7201902.02
000020.SZ,20211026,20210930,8113011.63,0.0288,0.0288,8113011.63
000020.SZ,20210824,20210630,7023114.72,0.0248,0.0248,7023114.72
000020.SZ,20210427,20210331,5557677.31,0.0197,0.0197,5557677.31
000020.SZ,20210427,20201231,6830187.4,0.0241,0.0241,6830187.4
000020.SZ,20210427,20201231,6830187.4,0.0241,0.0241,6830187.4
000020.SZ,20201027,20200930,4851086.49,0.0171,0.0171,4851086.49
000020.SZ,20201027,20200930,4851086.49,0.0171,0.0171,4851086.49
000020.SZ,20200825,20200630,3165597.55,0.0112,0.0112,3165597.55
000020.SZ,20200825,20200630,3165597.55,0.0112,0.0112,3165597.55
000020.SZ,20200430,20200331,-400741.17,-0.0014,-0.0014,-400741.17
000020.SZ,20200430,20200331,-400741.17,-0.0014,-0.0014,-400741.17
000020.SZ,20200430,20191231,5460049.15,0.0193,0.0193,5460049.15
000020.SZ,20200430,20191231,5460049.15,0.0193,0.0193,5460049.15
000020.SZ,20191029,20190930,3376693.72,0.0119,0.0119,3376693.72
000020.SZ,20191029,20190930,3376693.72,0.0119,0.0119,3376693.72
000020.SZ,20190827,20190630,2580411.13,0.0091,0.0091,2580411.13
000020.SZ,20190430,20190331,258233.98,0.0009,0.0009,258233.98
000020.SZ,20190430,20181231,3295022.72,0.0116,0.0116,3295022.72
000020.SZ,20190430,20181231,3295022.72,0.0116,0.0116,3295022.72
