ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000016.SZ,20251030,20250930,-981520549.76,-0.4076,-0.4076,-981520549.76
000016.SZ,20250829,20250630,-383328019.43,-0.1592,-0.1592,-383328019.43
000016.SZ,20250430,20250331,94810677.19,0.0394,0.0394,94810677.19
000016.SZ,20250415,20241231,-3295588668.77,-1.3686,-1.3686,-3295588668.77
000016.SZ,20241031,20240930,-1606079930.28,-0.667,-0.667,-1606079930.28
000016.SZ,20240831,20240630,-1087581842.55,-0.4517,-0.4517,-1087581842.55
000016.SZ,20240429,20240331,-510139620.27,-0.2119,-0.2119,-510139620.27
000016.SZ,20240429,20240331,-510139620.27,-0.2119,-0.2119,-510139620.27
000016.SZ,20240402,20231231,-2163790053.17,-0.8986,-0.8986,-2163790053.17
000016.SZ,20231031,20230930,-714870927.3,-0.2969,-0.2969,-714870927.3
000016.SZ,20230828,20230630,-193240232.33,-0.0803,-0.0803,-193240232.33
000016.SZ,20230429,20230331,152513923.41,0.0633,0.0633,152513923.41
000016.SZ,20230328,20221231,-1471409748.21,-0.6111,-0.6111,-1471409748.21
000016.SZ,20230328,20221231,-1471409748.21,-0.6111,-0.6111,-1471409748.21
000016.SZ,20221028,20220930,135590724.52,0.0563,0.0563,135590724.52
000016.SZ,20220825,20220630,172818438.83,0.0718,0.0718,172818438.83
000016.SZ,20220428,20220331,103900130.02,0.0431,0.0431,103900130.02
000016.SZ,20220428,20220331,103900130.02,0.0431,0.0431,103900130.02
000016.SZ,20220330,20211231,905352997.68,0.376,0.376,905352997.68
000016.SZ,20220330,20211231,905352997.68,0.376,0.376,905352997.68
000016.SZ,20211028,20210930,-126378339.68,-0.0525,-0.0525,-126378339.68
000016.SZ,20210828,20210630,85449919.57,0.0355,0.0355,85449919.57
000016.SZ,20210429,20210331,72822573.66,0.0302,0.0302,72822573.66
000016.SZ,20210324,20201231,477633250.14,0.1984,0.1984,477633250.14
000016.SZ,20210324,20201231,477633250.14,0.1984,0.1984,477633250.14
000016.SZ,20201031,20200930,615363686.82,0.2556,0.2556,615363686.82
000016.SZ,20201031,20200930,615363686.82,0.2556,0.2556,615363686.82
000016.SZ,20200828,20200630,94701792.63,0.0393,0.0393,94701792.63
000016.SZ,20200828,20200630,94701792.63,0.0393,0.0393,94701792.63
000016.SZ,20200430,20200331,-220602940.37,-0.0916,-0.0916,-220602940.37
000016.SZ,20200430,20200331,-220602940.37,-0.0916,-0.0916,-220602940.37
000016.SZ,20200422,20191231,212034210.08,0.0881,0.0881,212034210.08
000016.SZ,20200422,20191231,212034210.08,0.0881,0.0881,212034210.08
000016.SZ,20191031,20190930,450492688.36,0.1871,0.1871,450492688.36
000016.SZ,20190807,20190630,352767020.73,0.1465,0.1465,352767020.73
000016.SZ,20190807,20190630,352767020.73,0.1465,0.1465,352767020.73
000016.SZ,20190430,20190331,85566720.43,0.0355,0.0355,85566720.43
000016.SZ,20190330,20181231,411289744.68,0.1708,0.1708,411289744.68
000016.SZ,20190330,20181231,411289744.68,0.1708,0.1708,411289744.68
