ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000151.SZ,20251025,20250930,-28375158.4,-0.0841,-0.0841,-28375158.4
000151.SZ,20250830,20250630,-55504089.94,-0.16,-0.16,-55504089.94
000151.SZ,20250830,20250630,-55504089.94,-0.16,-0.16,-55504089.94
000151.SZ,20250424,20250331,-27856191.27,-0.0826,-0.0826,-27856191.27
000151.SZ,20250424,20250331,-27856191.27,-0.0826,-0.0826,-27856191.27
000151.SZ,20250424,20241231,-305544211.46,-0.9057,-0.9057,-305544211.46
000151.SZ,20241029,20240930,-142846372.77,-0.4234,-0.4234,-142846372.77
000151.SZ,20241029,20240930,-142846372.77,-0.4234,-0.4234,-142846372.77
000151.SZ,20240828,20240630,-103699492.41,-0.3074,-0.3074,-103699492.41
000151.SZ,20240426,20240331,-37794919.43,-0.112,-0.112,-37794919.43
000151.SZ,20240330,20231231,-262659022.14,-0.7785,-0.7785,-262659022.14
000151.SZ,20231028,20230930,-11946905.15,-0.0354,-0.0354,-11946905.15
000151.SZ,20230830,20230630,-34909068.93,-0.1035,-0.1035,-34909068.93
000151.SZ,20230429,20230331,-33579516.53,-0.0995,-0.0995,-33579516.53
000151.SZ,20230429,20221231,-332371584.96,-0.9852,-0.9852,-332371584.96
000151.SZ,20221028,20220930,-20022116.22,-0.0659,-0.0659,-20022116.22
000151.SZ,20221028,20220930,-20022116.22,-0.0659,-0.0659,-20022116.22
000151.SZ,20220806,20220630,-4453017.16,-0.0132,-0.0132,-4453017.16
000151.SZ,20220428,20220331,1410492.1,0.0042,0.0042,1410492.1
000151.SZ,20220423,20211231,7972619.29,0.0252,0.0252,7972619.29
000151.SZ,20220423,20211231,7972619.29,0.0252,0.0252,7972619.29
000151.SZ,20211016,20210930,-34139130.46,-0.1102,-0.1102,-34139130.46
000151.SZ,20211016,20210930,-34139130.46,-0.1102,-0.1102,-34139130.46
000151.SZ,20210814,20210630,-39717076.46,-0.1342,-0.1342,-39717076.46
000151.SZ,20210430,20210331,2626035.77,0.0089,0.0089,2626035.77
000151.SZ,20210410,20201231,-290705255.96,-0.9822,-0.9822,-290705255.96
000151.SZ,20210410,20201231,-290705255.96,-0.9822,-0.9822,-290705255.96
000151.SZ,20201029,20200930,8867494.47,0.03,0.03,8867494.47
000151.SZ,20201029,20200930,8867494.47,0.03,0.03,8867494.47
000151.SZ,20200822,20200630,8324173.04,0.0281,0.0281,8324173.04
000151.SZ,20200822,20200630,8324173.04,0.0281,0.0281,8324173.04
000151.SZ,20200425,20200331,7152626.2,0.0242,0.0242,7152626.2
000151.SZ,20200425,20200331,7152626.2,0.0242,0.0242,7152626.2
000151.SZ,20200325,20191231,8751179.96,0.0296,0.0296,8751179.96
000151.SZ,20200325,20191231,8751179.96,0.0296,0.0296,8751179.96
000151.SZ,20191030,20190930,2436164.71,0.0082,0.0082,2436164.71
000151.SZ,20191030,20190930,2436164.71,0.0082,0.0082,2436164.71
000151.SZ,20190830,20190630,-14051224.87,-0.0475,-0.0475,-14051224.87
000151.SZ,20190420,20190331,575671.7,0.0019,0.0019,575671.7
000151.SZ,20190330,20181231,83421145.18,0.2818,0.2818,83421145.18
000151.SZ,20190330,20181231,83421145.18,0.2818,0.2818,83421145.18
