ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000423.SZ,20260320,20251231,1738741090.72,2.7,2.7,1738741090.72
000423.SZ,20251025,20250930,1273820095.44,1.9781,1.9781,1273820095.44
000423.SZ,20250822,20250630,817717365.38,1.2698,1.2698,817717365.38
000423.SZ,20250428,20250331,424976597.42,0.6615,0.6615,424976597.42
000423.SZ,20250318,20241231,1557000775.65,2.42,2.42,1557000775.65
000423.SZ,20241031,20240930,1151986622.87,1.7926,1.7926,1151986622.87
000423.SZ,20240822,20240630,738419138.16,1.1489,1.1489,738419138.16
000423.SZ,20240426,20240331,353403544.67,0.5488,0.5488,353403544.67
000423.SZ,20240322,20231231,1150878550.46,1.79,1.79,1150878550.46
000423.SZ,20231031,20230930,783673380.9,1.2169,1.2169,783673380.9
000423.SZ,20230826,20230630,531113560.0,0.8247,0.8247,531113560.0
000423.SZ,20230426,20230331,230335474.7,0.3577,0.3577,230335474.7
000423.SZ,20230325,20221231,779998116.1,1.21,1.21,779998116.1
000423.SZ,20230325,20221231,779998116.1,1.21,1.21,779998116.1
000423.SZ,20221031,20220930,512898353.49,0.7965,0.7965,512898353.49
000423.SZ,20220820,20220630,308262394.71,0.4787,0.4787,308262394.71
000423.SZ,20220429,20220331,114675694.25,0.1781,0.1781,114675694.25
000423.SZ,20220429,20220331,114675694.25,0.1781,0.1781,114675694.25
000423.SZ,20220326,20211231,440439963.6,0.68,0.68,440439963.6
000423.SZ,20220326,20211231,440439963.6,0.68,0.68,440439963.6
000423.SZ,20211030,20210930,301271890.15,0.4671,0.4671,301271890.15
000423.SZ,20211030,20210930,301271890.15,0.4671,0.4671,301271890.15
000423.SZ,20210823,20210630,149638735.39,0.232,0.232,149638735.39
000423.SZ,20210429,20210331,61648968.09,0.0956,0.0956,61648968.09
000423.SZ,20210320,20201231,43289251.31,0.07,0.07,43289251.31
000423.SZ,20210320,20201231,43289251.31,0.07,0.07,43289251.31
000423.SZ,20201031,20200930,-20983310.44,-0.0325,-0.0325,-20983310.44
000423.SZ,20201031,20200930,-20983310.44,-0.0325,-0.0325,-20983310.44
000423.SZ,20200826,20200630,-84020007.46,-0.1295,-0.1295,-84020007.46
000423.SZ,20200826,20200630,-84020007.46,-0.1295,-0.1295,-84020007.46
000423.SZ,20200430,20200331,-83867522.88,-0.1291,-0.1291,-83867522.88
000423.SZ,20200430,20200331,-83867522.88,-0.1291,-0.1291,-83867522.88
000423.SZ,20200327,20191231,-443915811.52,-0.68,-0.68,-443915811.52
000423.SZ,20200327,20191231,-443915811.52,-0.68,-0.68,-443915811.52
000423.SZ,20191031,20190930,208898989.94,0.3203,0.3203,208898989.94
000423.SZ,20190822,20190630,192963719.27,0.3537,0.3537,192963719.27
000423.SZ,20190822,20190630,192963719.27,0.3537,0.3537,192963719.27
000423.SZ,20190430,20190331,393179922.82,0.6012,0.6012,393179922.82
000423.SZ,20190314,20181231,2084866052.69,3.1878,3.1878,2084866052.69
000423.SZ,20190314,20181231,2084866052.69,3.1878,3.1878,2084866052.69
