ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000411.SZ,20251029,20250930,322500588.44,0.6209,0.5891,322500588.44
000411.SZ,20250828,20250630,248519109.21,0.48,0.45,248519109.21
000411.SZ,20250428,20250331,100801310.48,0.1941,0.1854,100801310.48
000411.SZ,20250425,20241231,525522107.14,1.02,0.96,525522107.14
000411.SZ,20241030,20240930,354994660.79,0.6868,0.6513,354994660.79
000411.SZ,20240824,20240630,257402740.06,0.5,0.47,257402740.06
000411.SZ,20240427,20240331,106894805.02,0.2067,0.1974,106894805.02
000411.SZ,20240420,20231231,488732096.82,1.09,1.03,488732096.82
000411.SZ,20231028,20230930,365596299.59,0.8014,0.7388,365596299.59
000411.SZ,20230826,20230630,278011103.63,0.64,0.58,278011103.63
000411.SZ,20230429,20230331,68312123.23,0.1859,0.1728,68312123.23
000411.SZ,20230429,20221231,212228977.95,0.71,0.65,212228977.95
000411.SZ,20221028,20220930,160335587.52,0.5231,0.4829,160335587.52
000411.SZ,20220827,20220630,114753204.3,0.37,0.34,114753204.3
000411.SZ,20220430,20220331,47547168.82,0.1909,0.1774,47547168.82
000411.SZ,20220430,20220331,47547168.82,0.1909,0.1774,47547168.82
000411.SZ,20220420,20211231,167809938.17,0.67,0.63,167809938.17
000411.SZ,20220420,20211231,167809938.17,0.67,0.63,167809938.17
000411.SZ,20211026,20210930,135673171.88,0.545,0.5064,135673171.88
000411.SZ,20210828,20210630,93289106.29,0.37,0.35,93289106.29
000411.SZ,20210429,20210331,41224972.28,0.1656,0.154,41224972.28
000411.SZ,20210424,20201231,156748016.89,0.63,0.63,156748016.89
000411.SZ,20210424,20201231,156748016.89,0.63,0.63,156748016.89
000411.SZ,20201031,20200930,115069639.28,0.4622,0.4622,115069639.28
000411.SZ,20201031,20200930,115069639.28,0.4622,0.4622,115069639.28
000411.SZ,20200829,20200630,80080367.74,0.32,0.32,80080367.74
000411.SZ,20200829,20200630,80080367.74,0.32,0.32,80080367.74
000411.SZ,20200430,20200331,33195961.68,0.1333,0.1333,33195961.68
000411.SZ,20200430,20200331,33195961.68,0.1333,0.1333,33195961.68
000411.SZ,20200425,20191231,151093951.77,0.66,0.66,151093951.77
000411.SZ,20200425,20191231,151093951.77,0.66,0.66,151093951.77
000411.SZ,20191026,20190930,123282650.06,0.569,0.569,123282650.06
000411.SZ,20191026,20190930,123282650.06,0.569,0.569,123282650.06
000411.SZ,20190824,20190630,97336813.74,0.47,0.47,97336813.74
000411.SZ,20190429,20190331,30487825.87,0.147,0.147,30487825.87
000411.SZ,20190426,20181231,93851378.92,0.45,0.45,93851378.92
000411.SZ,20190426,20181231,93851378.92,0.45,0.45,93851378.92
