ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000159.SZ,20260411,20251231,38017209.31,0.0791,0.0791,38017209.31
000159.SZ,20251031,20250930,20108959.89,0.04,0.04,20108959.89
000159.SZ,20250725,20250630,24769797.32,0.0515,0.0515,24769797.32
000159.SZ,20250425,20250331,8612854.98,0.0179,0.0179,8612854.98
000159.SZ,20250328,20241231,-438782036.33,-0.9128,-0.9128,-438782036.33
000159.SZ,20241025,20240930,-452075228.13,-0.94,-0.94,-452075228.13
000159.SZ,20240806,20240630,21140990.17,0.044,0.044,21140990.17
000159.SZ,20240429,20240331,8215910.59,0.0171,0.0171,8215910.59
000159.SZ,20240425,20231231,80805213.75,0.1681,0.1681,80805213.75
000159.SZ,20231030,20230930,57692713.41,0.12,0.12,57692713.41
000159.SZ,20230815,20230630,26820131.53,0.0558,0.0558,26820131.53
000159.SZ,20230815,20230630,26820131.53,0.0558,0.0558,26820131.53
000159.SZ,20230427,20230331,4791564.24,0.01,0.01,4791564.24
000159.SZ,20230420,20221231,297894281.19,0.6197,0.6197,297894281.19
000159.SZ,20230420,20221231,297894281.19,0.6197,0.6197,297894281.19
000159.SZ,20221025,20220930,298390571.99,0.6208,0.6208,298390571.99
000159.SZ,20220816,20220630,301270680.98,0.6268,0.6268,301270680.98
000159.SZ,20220426,20220331,21038549.8,0.0438,0.0438,21038549.8
000159.SZ,20220426,20220331,21038549.8,0.0438,0.0438,21038549.8
000159.SZ,20220324,20211231,-9710494.21,,,-9710494.21
000159.SZ,20220412,20211231,27662678.41,0.0575,0.0575,27662678.41
000159.SZ,20220412,20211231,27662678.41,0.0575,0.0575,27662678.41
000159.SZ,20211027,20210930,59743228.3,0.1243,0.1243,59743228.3
000159.SZ,20211027,20210930,59743228.3,0.1243,0.1243,59743228.3
000159.SZ,20210817,20210630,52619331.3,0.1095,0.1095,52619331.3
000159.SZ,20210428,20210331,34027688.2,0.0708,0.0708,34027688.2
000159.SZ,20210420,20201231,88714818.44,0.1846,0.1846,88714818.44
000159.SZ,20210420,20201231,88714818.44,0.1846,0.1846,88714818.44
000159.SZ,20201029,20200930,64415422.71,0.134,0.134,64415422.71
000159.SZ,20201029,20200930,64415422.71,0.134,0.134,64415422.71
000159.SZ,20200818,20200630,67418262.77,0.1403,0.1403,67418262.77
000159.SZ,20200818,20200630,67418262.77,0.1403,0.1403,67418262.77
000159.SZ,20200430,20200331,-27678483.87,-0.0576,-0.0576,-27678483.87
000159.SZ,20200430,20200331,-27678483.87,-0.0576,-0.0576,-27678483.87
000159.SZ,20200429,20191231,30416046.77,0.0633,0.0633,30416046.77
000159.SZ,20200429,20191231,30416046.77,0.0633,0.0633,30416046.77
000159.SZ,20191029,20190930,-11272652.83,-0.0235,-0.0235,-11272652.83
000159.SZ,20191029,20190930,-11272652.83,-0.0235,-0.0235,-11272652.83
000159.SZ,20190820,20190630,11489455.15,0.0239,0.0239,11489455.15
000159.SZ,20190820,20190630,11489455.15,0.0239,0.0239,11489455.15
000159.SZ,20190416,20190331,23747774.58,0.0494,0.0494,23747774.58
000159.SZ,20190416,20181231,59920131.11,0.1245,0.1245,59920131.11
000159.SZ,20190416,20181231,59920131.11,0.1245,0.1245,59920131.11
