ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000004.SZ,20251031,20250930,-27090875.75,-0.2046,-0.2046,-27090875.75
000004.SZ,20250823,20250630,-41840848.33,-0.3161,-0.3161,-41840848.33
000004.SZ,20250429,20250331,-11689086.68,-0.0883,-0.0883,-11689086.68
000004.SZ,20250429,20250331,-11689086.68,-0.0883,-0.0883,-11689086.68
000004.SZ,20250429,20241231,-131535415.33,-0.9936,-0.9936,-131535415.33
000004.SZ,20241026,20240930,-35826755.05,-0.2706,-0.2706,-35826755.05
000004.SZ,20240823,20240630,-19004856.97,-0.1436,-0.1436,-19004856.97
000004.SZ,20240430,20240331,-10752477.74,-0.0812,-0.0812,-10752477.74
000004.SZ,20240430,20231231,-156992891.72,-1.1835,-1.1835,-156992891.72
000004.SZ,20231028,20230930,-35199744.3,-0.2652,-0.2652,-35199744.3
000004.SZ,20231028,20230930,-35199744.3,-0.2652,-0.2652,-35199744.3
000004.SZ,20230824,20230630,-27926410.56,-0.2102,-0.2102,-27926410.56
000004.SZ,20230429,20230331,-7427185.74,-0.0559,-0.0559,-7427185.74
000004.SZ,20230429,20230331,-7427185.74,-0.0559,-0.0559,-7427185.74
000004.SZ,20230429,20221231,-595162765.52,-4.0666,-4.0666,-595162765.52
000004.SZ,20230429,20221231,-595162765.52,-4.0666,-4.0666,-595162765.52
000004.SZ,20221028,20220930,-56765647.34,-0.3763,-0.3763,-56765647.34
000004.SZ,20220825,20220630,-35373745.37,-0.2268,-0.2268,-35373745.37
000004.SZ,20220430,20220331,-12571613.62,-0.0806,-0.0806,-12571613.62
000004.SZ,20220430,20220331,-12571613.62,-0.0806,-0.0806,-12571613.62
000004.SZ,20220430,20211231,-509107298.88,-3.1566,-3.1566,-509107298.88
000004.SZ,20220430,20211231,-509107298.88,-3.1566,-3.1566,-509107298.88
000004.SZ,20211027,20210930,33736616.71,0.2069,0.2069,33736616.71
000004.SZ,20211027,20210930,33736616.71,0.2069,0.2069,33736616.71
000004.SZ,20210827,20210630,6087423.98,0.0369,0.0369,6087423.98
000004.SZ,20210428,20210331,4299341.11,0.026,0.026,4299341.11
000004.SZ,20210428,20201231,64623126.77,0.3915,0.3915,64623126.77
000004.SZ,20210428,20201231,64623126.77,0.3915,0.3915,64623126.77
000004.SZ,20201030,20200930,57440874.21,0.348,0.348,57440874.21
000004.SZ,20201030,20200930,57440874.21,0.348,0.348,57440874.21
000004.SZ,20200831,20200630,2574595.02,0.0156,0.0156,2574595.02
000004.SZ,20200831,20200630,2574595.02,0.0156,0.0156,2574595.02
000004.SZ,20200428,20200331,3816023.46,0.0231,0.0231,3816023.46
000004.SZ,20200428,20191231,3099367.87,0.0369,0.0369,3099367.87
000004.SZ,20200428,20191231,3099367.87,0.0369,0.0369,3099367.87
000004.SZ,20191031,20190930,-9941144.51,-0.1184,-0.1184,-9941144.51
000004.SZ,20190831,20190630,-1918824.57,-0.0228,-0.0228,-1918824.57
000004.SZ,20190426,20190331,5350063.36,0.0637,0.0637,5350063.36
000004.SZ,20190426,20181231,-20270783.78,-0.2414,-0.2414,-20270783.78
000004.SZ,20190426,20181231,-20270783.78,-0.2414,-0.2414,-20270783.78
