ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000069.SZ,20260331,20251231,-14496107715.32,-1.84,-1.84,-14496107715.32
000069.SZ,20260331,20251231,-14496107715.32,-1.84,-1.84,-14496107715.32
000069.SZ,20251031,20250930,-4366782976.7,-0.5577,-0.5577,-4366782976.7
000069.SZ,20250830,20250630,-2867734527.55,-0.3568,-0.3568,-2867734527.55
000069.SZ,20250429,20250331,-1418802686.45,-0.1812,-0.1812,-1418802686.45
000069.SZ,20250329,20241231,-8662299644.25,-1.0969,-1.0969,-8662299644.25
000069.SZ,20241031,20240930,-2350812113.63,-0.3069,-0.3069,-2350812113.63
000069.SZ,20240831,20240630,-1056175272.34,-0.141,-0.141,-1056175272.34
000069.SZ,20240430,20240331,-351984757.23,-0.0438,-0.0438,-351984757.23
000069.SZ,20240330,20231231,-6492441996.55,-0.79,-0.79,-6492441996.55
000069.SZ,20231028,20230930,-3346738074.85,-0.4164,-0.4164,-3346738074.85
000069.SZ,20230831,20230630,-1306000772.73,-0.1625,-0.1625,-1306000772.73
000069.SZ,20230429,20230331,-302667804.61,-0.0369,-0.0369,-302667804.61
000069.SZ,20230331,20221231,-10905405257.13,-1.3296,-1.3296,-10905405257.13
000069.SZ,20230331,20221231,-10905405257.13,-1.3296,-1.3296,-10905405257.13
000069.SZ,20221027,20220930,126036716.85,0.0157,0.0157,126036716.85
000069.SZ,20220830,20220630,105455308.41,0.0131,0.0131,105455308.41
000069.SZ,20220427,20220331,176302254.6,0.0219,0.0219,176302254.6
000069.SZ,20220331,20211231,3799112368.32,0.4727,0.4727,3799112368.32
000069.SZ,20220331,20211231,3799112368.32,0.4727,0.4727,3799112368.32
000069.SZ,20211026,20210930,3419280409.08,0.4253,0.4253,3419280409.08
000069.SZ,20210826,20210630,1584145079.24,0.1971,0.1971,1584145079.24
000069.SZ,20210429,20210331,901528415.88,0.1122,0.1122,901528415.88
000069.SZ,20210330,20201231,12685358264.29,1.5633,1.5633,12685358264.29
000069.SZ,20210330,20201231,12685358264.29,1.5633,1.5633,12685358264.29
000069.SZ,20201027,20200930,5247713021.63,0.6448,0.6448,5247713021.63
000069.SZ,20201027,20200930,5247713021.63,0.6448,0.6448,5247713021.63
000069.SZ,20200820,20200630,2137780515.38,0.2606,0.2606,2137780515.38
000069.SZ,20200820,20200630,2137780515.38,0.2606,0.2606,2137780515.38
000069.SZ,20200428,20200331,838976202.88,0.1023,0.1023,838976202.88
000069.SZ,20200428,20200331,838976202.88,0.1023,0.1023,838976202.88
000069.SZ,20200428,20191231,12340101773.12,1.5044,1.5044,12340101773.12
000069.SZ,20200428,20191231,12340101773.12,1.5044,1.5044,12340101773.12
000069.SZ,20191029,20190930,5997413788.0,0.7311,0.7311,5997413788.0
000069.SZ,20191029,20190930,5997413788.0,0.7311,0.7311,5997413788.0
000069.SZ,20190830,20190630,2809665596.27,0.3425,0.3425,2809665596.27
000069.SZ,20190830,20190630,2809665596.27,0.3425,0.3425,2809665596.27
000069.SZ,20190426,20190331,1198726020.59,0.1461,0.1461,1198726020.59
000069.SZ,20190330,20181231,10588870563.62,1.2907,1.2907,10588870563.62
000069.SZ,20190330,20181231,10588870563.62,1.2907,1.2907,10588870563.62
