ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000099.SZ,20260317,20251231,308669167.81,0.4,0.4,308669167.81
000099.SZ,20251030,20250930,244649729.45,0.3154,0.3154,244649729.45
000099.SZ,20250826,20250630,153404771.5,0.1977,0.1977,153404771.5
000099.SZ,20250429,20250331,91211281.47,0.1176,0.1176,91211281.47
000099.SZ,20250429,20250331,91211281.47,0.1176,0.1176,91211281.47
000099.SZ,20250318,20241231,303229956.33,0.39,0.39,303229956.33
000099.SZ,20241030,20240930,194892486.07,0.2512,0.2512,194892486.07
000099.SZ,20240828,20240630,132405621.91,0.1707,0.1707,132405621.91
000099.SZ,20240426,20240331,83542174.18,0.1077,0.1077,83542174.18
000099.SZ,20240319,20231231,239123149.46,0.31,0.31,239123149.46
000099.SZ,20231027,20230930,194384306.42,0.2506,0.2506,194384306.42
000099.SZ,20230825,20230630,129667493.43,0.1671,0.1671,129667493.43
000099.SZ,20230426,20230331,68654095.99,0.0885,0.0885,68654095.99
000099.SZ,20230323,20221231,194230177.21,0.25,0.25,194230177.21
000099.SZ,20230323,20221231,194230177.21,0.25,0.25,194230177.21
000099.SZ,20221028,20220930,166820984.51,0.215,0.215,166820984.51
000099.SZ,20221028,20220930,166820984.51,0.215,0.215,166820984.51
000099.SZ,20220824,20220630,124630916.47,0.1607,0.1607,124630916.47
000099.SZ,20220426,20220331,71095807.99,0.0916,0.0916,71095807.99
000099.SZ,20220426,20220331,71095807.99,0.0916,0.0916,71095807.99
000099.SZ,20220328,20211231,246481713.17,0.37,0.37,246481713.17
000099.SZ,20220328,20211231,246481713.17,0.37,0.37,246481713.17
000099.SZ,20211025,20210930,207628606.33,0.3322,0.3322,207628606.33
000099.SZ,20210826,20210630,120184089.05,0.1983,0.1983,120184089.05
000099.SZ,20210427,20210331,33556704.94,0.0554,0.0554,33556704.94
000099.SZ,20210330,20201231,218361128.61,0.36,0.36,218361128.61
000099.SZ,20210330,20201231,218361128.61,0.36,0.36,218361128.61
000099.SZ,20201026,20200930,140001041.77,0.231,0.231,140001041.77
000099.SZ,20201026,20200930,140001041.77,0.231,0.231,140001041.77
000099.SZ,20200825,20200630,71087969.54,0.1173,0.1173,71087969.54
000099.SZ,20200825,20200630,71087969.54,0.1173,0.1173,71087969.54
000099.SZ,20200428,20200331,22797305.49,0.0376,0.0376,22797305.49
000099.SZ,20200428,20200331,22797305.49,0.0376,0.0376,22797305.49
000099.SZ,20200324,20191231,211461480.81,0.35,0.35,211461480.81
000099.SZ,20200324,20191231,211461480.81,0.35,0.35,211461480.81
000099.SZ,20191029,20190930,156864504.1,0.2588,0.2588,156864504.1
000099.SZ,20191029,20190930,156864504.1,0.2588,0.2588,156864504.1
000099.SZ,20190827,20190630,90806320.72,0.1498,0.1498,90806320.72
000099.SZ,20190827,20190630,90806320.72,0.1498,0.1498,90806320.72
000099.SZ,20190423,20190331,21630338.92,0.0357,0.0357,21630338.92
000099.SZ,20190319,20181231,150458865.08,0.25,0.25,150458865.08
000099.SZ,20190319,20181231,150458865.08,0.25,0.25,150458865.08
