ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000009.SZ,20251031,20250930,283233120.17,0.1098,0.1098,283233120.17
000009.SZ,20251031,20250930,283233120.17,0.1098,0.1098,283233120.17
000009.SZ,20250829,20250630,243786781.48,0.0945,0.0945,243786781.48
000009.SZ,20250430,20250331,168578339.85,0.0654,0.0654,168578339.85
000009.SZ,20250416,20241231,172625210.4,0.0669,0.0669,172625210.4
000009.SZ,20250416,20241231,172625210.4,0.0669,0.0669,172625210.4
000009.SZ,20241031,20240930,385380060.3,0.1494,0.1494,385380060.3
000009.SZ,20240830,20240630,195791762.24,0.0759,0.0759,195791762.24
000009.SZ,20240430,20240331,70773244.88,0.0274,0.0274,70773244.88
000009.SZ,20240430,20240331,70773244.88,0.0274,0.0274,70773244.88
000009.SZ,20240416,20231231,756459343.67,0.29,0.29,756459343.67
000009.SZ,20231031,20230930,678521085.66,0.2631,0.2631,678521085.66
000009.SZ,20231031,20230930,678521085.66,0.2631,0.2631,678521085.66
000009.SZ,20230829,20230630,491669061.64,0.1906,0.1906,491669061.64
000009.SZ,20230829,20230630,491669061.64,0.1906,0.1906,491669061.64
000009.SZ,20230429,20230331,239346190.45,0.0928,0.0928,239346190.45
000009.SZ,20230415,20221231,1156580360.59,0.45,0.45,1156580360.59
000009.SZ,20230415,20221231,1156580360.59,0.45,0.45,1156580360.59
000009.SZ,20221027,20220930,575535984.92,0.2231,0.2231,575535984.92
000009.SZ,20220823,20220630,423195842.67,0.1641,0.1641,423195842.67
000009.SZ,20220428,20220331,165134224.14,0.064,0.064,165134224.14
000009.SZ,20220428,20220331,165134224.14,0.064,0.064,165134224.14
000009.SZ,20220331,20211231,1035599088.75,0.4,0.4,1035599088.75
000009.SZ,20220331,20211231,1035599088.75,0.4,0.4,1035599088.75
000009.SZ,20211026,20210930,892569119.1,0.3461,0.3461,892569119.1
000009.SZ,20210825,20210630,680433180.54,0.2638,0.2638,680433180.54
000009.SZ,20210424,20210331,190270285.88,0.0738,0.0738,190270285.88
000009.SZ,20210327,20201231,661761423.4,0.26,0.26,661761423.4
000009.SZ,20210327,20201231,661761423.4,0.26,0.26,661761423.4
000009.SZ,20201029,20200930,521577260.58,0.2022,0.2022,521577260.58
000009.SZ,20201029,20200930,521577260.58,0.2022,0.2022,521577260.58
000009.SZ,20200828,20200630,135287660.25,0.0525,0.0525,135287660.25
000009.SZ,20200828,20200630,135287660.25,0.0525,0.0525,135287660.25
000009.SZ,20200429,20200331,40189518.93,0.0156,0.0156,40189518.93
000009.SZ,20200429,20200331,40189518.93,0.0156,0.0156,40189518.93
000009.SZ,20200429,20191231,301136296.48,0.12,0.12,301136296.48
000009.SZ,20200429,20191231,301136296.48,0.12,0.12,301136296.48
000009.SZ,20191026,20190930,200688169.57,0.0778,0.0778,200688169.57
000009.SZ,20191026,20190930,200688169.57,0.0778,0.0778,200688169.57
000009.SZ,20190831,20190630,138075594.7,0.0642,0.0642,138075594.7
000009.SZ,20190831,20190630,138075594.7,0.0642,0.0642,138075594.7
000009.SZ,20190430,20190331,66088064.54,0.03,0.03,66088064.54
000009.SZ,20190430,20181231,213780584.63,0.1,0.1,213780584.63
000009.SZ,20190430,20181231,213780584.63,0.1,0.1,213780584.63
