ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000035.SZ,20251031,20250930,313347692.85,0.13,0.13,313347692.85
000035.SZ,20250822,20250630,211544500.77,0.09,0.09,211544500.77
000035.SZ,20250429,20250331,105597228.92,0.04,0.04,105597228.92
000035.SZ,20250429,20241231,279979308.66,0.12,0.12,279979308.66
000035.SZ,20241031,20240930,363457641.67,0.1522,0.1522,363457641.67
000035.SZ,20240814,20240630,360070015.53,0.15,0.15,360070015.53
000035.SZ,20240430,20240331,201632023.67,0.08,0.08,201632023.67
000035.SZ,20240430,20240331,201632023.67,0.08,0.08,201632023.67
000035.SZ,20240430,20231231,337295273.42,0.14,0.14,337295273.42
000035.SZ,20231031,20230930,325571665.19,0.1363,0.1363,325571665.19
000035.SZ,20230831,20230630,164469558.57,0.0689,0.0689,164469558.57
000035.SZ,20230831,20230630,164469558.57,0.0689,0.0689,164469558.57
000035.SZ,20230429,20230331,45912935.99,0.0192,0.0192,45912935.99
000035.SZ,20230429,20221231,123485132.53,0.05,0.05,123485132.53
000035.SZ,20221029,20220930,125750715.53,0.0527,0.0527,125750715.53
000035.SZ,20220830,20220630,123567690.37,0.0517,0.0517,123567690.37
000035.SZ,20220430,20220331,42662118.84,0.0179,0.0179,42662118.84
000035.SZ,20220430,20220331,42662118.84,0.0179,0.0179,42662118.84
000035.SZ,20220331,20211231,728984770.44,0.2919,0.2919,728984770.44
000035.SZ,20220331,20211231,728984770.44,0.2919,0.2919,728984770.44
000035.SZ,20211027,20210930,539395616.98,0.221,0.221,539395616.98
000035.SZ,20211027,20210930,539395616.98,0.221,0.221,539395616.98
000035.SZ,20210831,20210630,338672888.86,0.1342,0.1342,338672888.86
000035.SZ,20210430,20210331,122497378.02,0.0485,0.0485,122497378.02
000035.SZ,20210430,20201231,653576703.34,0.26,0.26,653576703.34
000035.SZ,20210430,20201231,653576703.34,0.26,0.26,653576703.34
000035.SZ,20201031,20200930,496494697.24,0.1967,0.1967,496494697.24
000035.SZ,20201031,20200930,496494697.24,0.1967,0.1967,496494697.24
000035.SZ,20200831,20200630,295903414.79,0.1172,0.1172,295903414.79
000035.SZ,20200831,20200630,295903414.79,0.1172,0.1172,295903414.79
000035.SZ,20200430,20200331,108148955.15,0.0429,0.0429,108148955.15
000035.SZ,20200430,20200331,108148955.15,0.0429,0.0429,108148955.15
000035.SZ,20200430,20191231,713000340.99,0.3018,0.3018,713000340.99
000035.SZ,20200430,20191231,713000340.99,0.3018,0.3018,713000340.99
000035.SZ,20191031,20190930,390673767.22,0.1685,0.1685,390673767.22
000035.SZ,20190831,20190630,211703083.66,0.0938,0.0938,211703083.66
000035.SZ,20190831,20190630,211703083.66,0.0938,0.0938,211703083.66
000035.SZ,20190429,20190331,79942436.78,0.0385,0.0385,79942436.78
000035.SZ,20190429,20181231,216492499.96,0.1602,0.1602,216492499.96
000035.SZ,20190429,20181231,216492499.96,0.1602,0.1602,216492499.96
