ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000006.SZ,20260403,20251231,-42257500.5,-0.0313,-0.0313,-42257500.5
000006.SZ,20251030,20250930,-6997084.34,-0.0052,-0.0052,-6997084.34
000006.SZ,20251030,20250930,-6997084.34,-0.0052,-0.0052,-6997084.34
000006.SZ,20250829,20250630,-70976610.99,-0.0526,-0.0526,-70976610.99
000006.SZ,20250829,20250630,-70976610.99,-0.0526,-0.0526,-70976610.99
000006.SZ,20250426,20250331,-25936023.31,-0.0192,-0.0192,-25936023.31
000006.SZ,20250426,20241231,-1568365378.32,-1.1618,-1.1618,-1568365378.32
000006.SZ,20241031,20240930,-523537572.78,-0.3878,-0.3878,-523537572.78
000006.SZ,20240830,20240630,-345992320.73,-0.2563,-0.2563,-345992320.73
000006.SZ,20240427,20240331,-26597661.42,-0.0197,-0.0197,-26597661.42
000006.SZ,20240427,20231231,-802652783.79,-0.5946,-0.5946,-802652783.79
000006.SZ,20231027,20230930,-1225715.98,-0.0009,-0.0009,-1225715.98
000006.SZ,20230825,20230630,8488151.84,0.0063,0.0063,8488151.84
000006.SZ,20230825,20230630,8488151.84,0.0063,0.0063,8488151.84
000006.SZ,20230429,20230331,-12085882.25,-0.009,-0.009,-12085882.25
000006.SZ,20230428,20221231,419619088.67,0.3108,0.3108,419619088.67
000006.SZ,20221028,20220930,201083388.86,0.149,0.149,201083388.86
000006.SZ,20221028,20220930,201083388.86,0.149,0.149,201083388.86
000006.SZ,20220825,20220630,222779662.63,0.165,0.165,222779662.63
000006.SZ,20220428,20220331,44431954.3,0.0329,0.0329,44431954.3
000006.SZ,20220428,20220331,44431954.3,0.0329,0.0329,44431954.3
000006.SZ,20220416,20211231,541690150.63,0.4013,0.4013,541690150.63
000006.SZ,20220416,20211231,541690150.63,0.4013,0.4013,541690150.63
000006.SZ,20211029,20210930,562022994.04,0.42,0.42,562022994.04
000006.SZ,20210827,20210630,388083889.43,0.2875,0.2875,388083889.43
000006.SZ,20210429,20210331,269373883.33,0.1995,0.1995,269373883.33
000006.SZ,20210331,20201231,864638857.34,0.6405,0.6405,864638857.34
000006.SZ,20210331,20201231,864638857.34,0.6405,0.6405,864638857.34
000006.SZ,20201029,20200930,510432355.16,0.3781,0.3781,510432355.16
000006.SZ,20201029,20200930,510432355.16,0.3781,0.3781,510432355.16
000006.SZ,20200828,20200630,217420178.69,0.1611,0.1611,217420178.69
000006.SZ,20200828,20200630,217420178.69,0.1611,0.1611,217420178.69
000006.SZ,20200430,20200331,127952311.57,0.0948,0.0948,127952311.57
000006.SZ,20200430,20200331,127952311.57,0.0948,0.0948,127952311.57
000006.SZ,20200409,20191231,801163074.41,0.5935,0.5935,801163074.41
000006.SZ,20200409,20191231,801163074.41,0.5935,0.5935,801163074.41
000006.SZ,20191030,20190930,451836067.36,0.3347,0.3347,451836067.36
000006.SZ,20191030,20190930,451836067.36,0.3347,0.3347,451836067.36
000006.SZ,20190816,20190630,203409521.11,0.1507,0.1507,203409521.11
000006.SZ,20190816,20190630,203409521.11,0.1507,0.1507,203409521.11
000006.SZ,20190430,20190331,110881968.57,0.0821,0.0821,110881968.57
000006.SZ,20190330,20181231,874243319.22,0.6476,0.6476,874243319.22
000006.SZ,20190330,20181231,874243319.22,0.6476,0.6476,874243319.22
