ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000498.SZ,20251031,20250930,1409681500.71,0.7043,0.5726,1409681500.71
000498.SZ,20251031,20250930,1409681500.71,0.7043,0.5726,1409681500.71
000498.SZ,20250830,20250630,1028539027.15,0.525,0.4023,1028539027.15
000498.SZ,20250429,20250331,249335611.32,0.0977,0.094,249335611.32
000498.SZ,20250415,20241231,2322338512.26,1.2281,0.9388,2322338512.26
000498.SZ,20241030,20240930,1456351779.34,0.7292,0.5914,1456351779.34
000498.SZ,20240829,20240630,1019105511.4,0.5278,0.4101,1019105511.4
000498.SZ,20240420,20240331,244417473.56,0.093,0.0821,244417473.56
000498.SZ,20240415,20231231,2288678890.25,1.3324,1.0817,2288678890.25
000498.SZ,20231027,20230930,1406799411.09,0.8231,0.6952,1406799411.09
000498.SZ,20230829,20230630,1120148364.49,0.7176,0.6237,1120148364.49
000498.SZ,20230829,20230630,1120148364.49,0.7176,0.6237,1120148364.49
000498.SZ,20230425,20230331,236841572.74,0.1278,0.1278,236841572.74
000498.SZ,20230425,20221231,2504638792.38,1.5098,1.5098,2504638792.38
000498.SZ,20221028,20220930,1507828047.44,0.8952,0.8952,1507828047.44
000498.SZ,20220830,20220630,1032575306.53,0.6622,0.6622,1032575306.53
000498.SZ,20220426,20220331,235843108.65,0.1276,0.1275,235843108.65
000498.SZ,20220426,20211231,2134918344.83,1.3702,1.3702,2134918344.83
000498.SZ,20220426,20211231,2134918344.83,1.3702,1.3702,2134918344.83
000498.SZ,20211025,20210930,1298383590.96,0.8339,0.8339,1298383590.96
000498.SZ,20210831,20210630,779704537.6,0.5008,0.5008,779704537.6
000498.SZ,20210428,20210331,159437948.96,0.1024,0.1024,159437948.96
000498.SZ,20210427,20201231,1338647720.23,1.1221,1.1221,1338647720.23
000498.SZ,20210427,20201231,1338647720.23,1.1221,1.1221,1338647720.23
000498.SZ,20201030,20200930,631553617.75,0.5638,0.5638,631553617.75
000498.SZ,20201030,20200930,631553617.75,0.5638,0.5638,631553617.75
000498.SZ,20200829,20200630,400255622.49,0.3573,0.3573,400255622.49
000498.SZ,20200829,20200630,400255622.49,0.3573,0.3573,400255622.49
000498.SZ,20200428,20200331,94467033.69,0.0843,0.0843,94467033.69
000498.SZ,20200428,20200331,94467033.69,0.0843,0.0843,94467033.69
000498.SZ,20200421,20191231,619784143.39,0.5533,0.5533,619784143.39
000498.SZ,20200421,20191231,619784143.39,0.5533,0.5533,619784143.39
000498.SZ,20191030,20190930,376042180.54,0.3357,0.3357,376042180.54
000498.SZ,20191030,20190930,376042180.54,0.3357,0.3357,376042180.54
000498.SZ,20190827,20190630,173706672.78,0.1551,0.1551,173706672.78
000498.SZ,20190424,20190331,103890336.52,0.0927,0.0927,103890336.52
000498.SZ,20190315,20181231,663619199.72,0.5924,0.5924,663619199.72
000498.SZ,20190315,20181231,663619199.72,0.5924,0.5924,663619199.72
