ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000409.SZ,20260409,20251231,82405100.57,0.1241,0.1227,82405100.57
000409.SZ,20251027,20250930,50666778.03,0.0763,0.0757,50666778.03
000409.SZ,20250827,20250630,41888879.01,0.0631,0.0626,41888879.01
000409.SZ,20250424,20250331,31465415.62,0.0474,0.0471,31465415.62
000409.SZ,20250424,20250331,31465415.62,0.0474,0.0471,31465415.62
000409.SZ,20250409,20241231,92743489.75,0.1396,0.1391,92743489.75
000409.SZ,20241029,20240930,80795615.51,0.1216,0.1214,80795615.51
000409.SZ,20240823,20240630,72670959.66,0.1094,0.1093,72670959.66
000409.SZ,20240425,20240331,47131522.78,0.0697,0.0697,47131522.78
000409.SZ,20240418,20231231,61784561.65,0.093,0.093,61784561.65
000409.SZ,20231027,20230930,37441082.86,0.0564,0.0564,37441082.86
000409.SZ,20230824,20230630,34049639.29,0.0513,0.0513,34049639.29
000409.SZ,20230429,20230331,23465283.19,0.0353,0.0353,23465283.19
000409.SZ,20230429,20230331,23465283.19,0.0353,0.0353,23465283.19
000409.SZ,20230413,20221231,25090469.42,0.0468,0.0468,25090469.42
000409.SZ,20230413,20221231,25090469.42,0.0468,0.0468,25090469.42
000409.SZ,20221026,20220930,16806544.52,0.0329,0.0329,16806544.52
000409.SZ,20220831,20220630,9125663.18,0.0179,0.0179,9125663.18
000409.SZ,20220428,20220331,2603826.44,0.0051,0.0051,2603826.44
000409.SZ,20220428,20220331,2603826.44,0.0051,0.0051,2603826.44
000409.SZ,20220325,20211231,17597515.14,0.0344,0.0344,17597515.14
000409.SZ,20220325,20211231,17597515.14,0.0344,0.0344,17597515.14
000409.SZ,20211027,20210930,14433848.13,0.0283,0.0283,14433848.13
000409.SZ,20211027,20210930,14433848.13,0.0283,0.0283,14433848.13
000409.SZ,20210827,20210630,13204652.93,0.0258,0.0258,13204652.93
000409.SZ,20210428,20210331,4019450.44,0.0079,0.0079,4019450.44
000409.SZ,20210320,20201231,73849631.81,0.1445,0.1445,73849631.81
000409.SZ,20210320,20201231,73849631.81,0.1445,0.1445,73849631.81
000409.SZ,20201030,20200930,30500467.27,0.0597,0.0597,30500467.27
000409.SZ,20201030,20200930,30500467.27,0.0597,0.0597,30500467.27
000409.SZ,20200828,20200630,29970046.16,0.0587,0.0587,29970046.16
000409.SZ,20200828,20200630,29970046.16,0.0587,0.0587,29970046.16
000409.SZ,20200429,20200331,-17810829.91,-0.0349,-0.0349,-17810829.91
000409.SZ,20200429,20200331,-17810829.91,-0.0349,-0.0349,-17810829.91
000409.SZ,20200328,20191231,-454107059.69,-0.8888,-0.8888,-454107059.69
000409.SZ,20200328,20191231,-454107059.69,-0.8888,-0.8888,-454107059.69
000409.SZ,20191031,20190930,-255624630.83,-0.5003,-0.5003,-255624630.83
000409.SZ,20190831,20190630,-84068022.4,-0.1645,-0.1645,-84068022.4
000409.SZ,20190423,20190331,-45831178.33,-0.0897,-0.0897,-45831178.33
000409.SZ,20190423,20181231,30981337.92,0.0606,0.0606,30981337.92
000409.SZ,20190423,20181231,30981337.92,0.0606,0.0606,30981337.92
