ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings
000525.SZ,20251029,20250930,-271501516.31,-0.2092,-0.2092,-271501516.31
000525.SZ,20250829,20250630,-208440459.79,-0.1606,-0.1606,-208440459.79
000525.SZ,20250426,20250331,29259882.25,0.0173,0.0173,29259882.25
000525.SZ,20250426,20250331,29259882.25,0.0173,0.0173,29259882.25
000525.SZ,20250426,20241231,388058577.7,0.3,0.3,388058577.7
000525.SZ,20241031,20240930,26747545.77,0.0461,0.0461,26747545.77
000525.SZ,20240831,20240630,21232005.0,0.0366,0.0366,21232005.0
000525.SZ,20240430,20240331,20076891.0,0.0346,0.0346,20076891.0
000525.SZ,20240430,20231231,-389116496.12,-0.67,-0.67,-389116496.12
000525.SZ,20231031,20230930,23454516.8,0.0404,0.0404,23454516.8
000525.SZ,20230830,20230630,18021658.98,0.031,0.031,18021658.98
000525.SZ,20230830,20230630,18021658.98,0.031,0.031,18021658.98
000525.SZ,20230429,20230331,11316969.11,0.0195,0.0195,11316969.11
000525.SZ,20230429,20221231,732297405.94,1.2609,1.2609,732297405.94
000525.SZ,20221031,20220930,945722388.51,1.6284,1.6284,945722388.51
000525.SZ,20220831,20220630,617186305.16,1.0627,1.0627,617186305.16
000525.SZ,20220430,20220331,305590608.32,0.53,0.53,305590608.32
000525.SZ,20220430,20220331,305590608.32,0.53,0.53,305590608.32
000525.SZ,20220430,20211231,-3744122363.59,-6.4468,-6.4468,-3744122363.59
000525.SZ,20220430,20211231,-3744122363.59,-6.4468,-6.4468,-3744122363.59
000525.SZ,20211029,20210930,36314285.47,0.06,0.06,36314285.47
000525.SZ,20211029,20210930,36314285.47,0.06,0.06,36314285.47
000525.SZ,20210831,20210630,30503837.46,0.0525,0.0525,30503837.46
000525.SZ,20210430,20210331,22097914.19,0.0381,0.0381,22097914.19
000525.SZ,20210430,20210331,22097914.19,0.0381,0.0381,22097914.19
000525.SZ,20210430,20201231,-153813433.59,-0.265,-0.265,-153813433.59
000525.SZ,20210430,20201231,-153813433.59,-0.265,-0.265,-153813433.59
000525.SZ,20201030,20200930,95814159.58,0.165,0.165,95814159.58
000525.SZ,20201030,20200930,95814159.58,0.165,0.165,95814159.58
000525.SZ,20200828,20200630,66655287.51,0.1148,0.1148,66655287.51
000525.SZ,20200828,20200630,66655287.51,0.1148,0.1148,66655287.51
000525.SZ,20200430,20200331,7695081.96,0.0132,0.0132,7695081.96
000525.SZ,20200430,20200331,7695081.96,0.0132,0.0132,7695081.96
000525.SZ,20200630,20191231,-340045478.92,-0.586,-0.586,-340045478.92
000525.SZ,20200630,20191231,-340045478.92,-0.586,-0.586,-340045478.92
000525.SZ,20191031,20190930,291236838.06,0.5015,0.5015,291236838.06
000525.SZ,20190827,20190630,250286198.3,0.431,0.431,250286198.3
000525.SZ,20190827,20190630,250286198.3,0.431,0.431,250286198.3
000525.SZ,20190430,20190331,120177826.39,0.207,0.207,120177826.39
000525.SZ,20190409,20181231,636676441.3,1.096,1.096,636676441.3
000525.SZ,20190409,20181231,636676441.3,1.096,1.096,636676441.3
