ts_code,trade_date,close,mkt_ret
399300.SZ,2021-07-27,4751.313,-0.035324961997231
399300.SZ,2021-07-28,4760.4826,0.0019299086378861
399300.SZ,2021-07-29,4850.2746,0.0188619531977702
399300.SZ,2021-07-30,4811.1695,-0.0080624507321708
399300.SZ,2021-08-02,4933.736,0.0254754067592088
399300.SZ,2021-08-03,4934.4583,0.0001464002127393
399300.SZ,2021-08-04,4978.8479,0.0089958405363359
399300.SZ,2021-08-05,4948.6703,-0.0060611612578082
399300.SZ,2021-08-06,4921.5647,-0.0054773501479781
399300.SZ,2021-08-09,4985.5627,0.01300358806621
399300.SZ,2021-08-10,5043.148,0.0115504113507587
399300.SZ,2021-08-11,5015.3406,-0.0055138972721006
399300.SZ,2021-08-12,4973.3509,-0.0083722529233607
399300.SZ,2021-08-13,4945.9829,-0.0055029296243706
399300.SZ,2021-08-16,4941.0676,-0.0009937963999026
399300.SZ,2021-08-17,4837.4034,-0.0209801217858262
399300.SZ,2021-08-18,4894.2384,0.0117490718264265
399300.SZ,2021-08-19,4862.1394,-0.0065585280847783
399300.SZ,2021-08-20,4769.2678,-0.0191009743570906
399300.SZ,2021-08-23,4835.8782,0.0139665883303932
399300.SZ,2021-08-24,4888.3902,0.0108588342857767
399300.SZ,2021-08-25,4898.1572,0.0019979992595517
399300.SZ,2021-08-26,4801.6094,-0.0197110456152773
399300.SZ,2021-08-27,4827.0433,0.0052969531424191
399300.SZ,2021-08-30,4813.2703,-0.0028532994514468
399300.SZ,2021-08-31,4805.6099,-0.0015915166866901
399300.SZ,2021-09-01,4869.4587,0.0132863052408809
399300.SZ,2021-09-02,4869.4113,-9.734141497186322e-06
399300.SZ,2021-09-03,4843.0624,-0.0054111058558556
399300.SZ,2021-09-06,4933.7262,0.0187203452096755
399300.SZ,2021-09-07,4992.8294,0.0119794243952977
399300.SZ,2021-09-08,4972.1324,-0.0041453449220594
399300.SZ,2021-09-09,4970.0133,-0.000426195408634
399300.SZ,2021-09-10,5013.5219,0.0087542220460457
399300.SZ,2021-09-13,4991.6598,-0.0043606272069938
399300.SZ,2021-09-14,4917.1617,-0.0149245146874794
399300.SZ,2021-09-15,4867.3187,-0.0101365387272092
399300.SZ,2021-09-16,4807.6978,-0.0122492287180618
399300.SZ,2021-09-17,4855.9402,0.0100344077366927
399300.SZ,2021-09-22,4821.7675,-0.0070372983588224
399300.SZ,2021-09-23,4853.1957,0.0065179832913968
399300.SZ,2021-09-24,4849.4277,-0.0007763956438022
399300.SZ,2021-09-27,4877.3698,0.0057619376406004
399300.SZ,2021-09-28,4883.828,0.0013241153049334
399300.SZ,2021-09-29,4833.9281,-0.0102173745676548
399300.SZ,2021-09-30,4866.3826,0.0067138979580601
399300.SZ,2021-10-08,4929.9409,0.0130606870080456
399300.SZ,2021-10-11,4936.1918,0.001267946234406
399300.SZ,2021-10-12,4883.8369,-0.0106063342190226
399300.SZ,2021-10-13,4940.1089,0.0115220882990585
399300.SZ,2021-10-14,4913.6123,-0.0053635659732117
399300.SZ,2021-10-15,4932.1084,0.0037642571026614
399300.SZ,2021-10-18,4874.7753,-0.0116244606464853
399300.SZ,2021-10-19,4922.7232,0.0098359200269189
399300.SZ,2021-10-20,4910.1846,-0.0025470861331388
399300.SZ,2021-10-21,4928.0156,0.0036314316981076
399300.SZ,2021-10-22,4959.7254,0.00643459813723
399300.SZ,2021-10-25,4979.5235,0.0039917734155201
399300.SZ,2021-10-26,4963.0984,-0.0032985284636171
399300.SZ,2021-10-27,4898.1644,-0.0130833593788912
399300.SZ,2021-10-28,4864.138,-0.0069467656087655
399300.SZ,2021-10-29,4908.7701,0.009175747069676
399300.SZ,2021-11-01,4890.6851,-0.0036842222454052
399300.SZ,2021-11-02,4839.8457,-0.010395148933224
399300.SZ,2021-11-03,4821.1119,-0.0038707432346448
399300.SZ,2021-11-04,4868.7419,0.0098794636979904
399300.SZ,2021-11-05,4842.3458,-0.0054215443213369
399300.SZ,2021-11-08,4848.1795,0.0012047260234906
399300.SZ,2021-11-09,4846.7444,-0.00029600801703
399300.SZ,2021-11-10,4821.1925,-0.0052719718415519
399300.SZ,2021-11-11,4898.6529,0.0160666474114028
399300.SZ,2021-11-12,4888.3749,-0.0020981278342868
