ts_code,ann_date,end_date,period_end,event_trade_date,event_type,event_subtype,event_value_np,event_value_eps,event_value_yoy,event_source,type,p_change_min,p_change_max,net_profit_min,net_profit_max,first_ann_date,summary,change_reason,guidance_yoy_midpoint,forecast_profit_mid,revision_magnitude,source_endpoint,name,industry,list_date,perf_summary,update_flag,event_id,expectation_source,matched_report_date,matched_report_count,matched_broker_count,report_rc_match_quality,expected_np,expected_eps,expected_target_price,expected_rating,text_over_expectation_fraction,revision_magnitude_np,revision_magnitude_eps,target_price_change,upward_revision_count,downward_revision_count,analyst_count,fraction_upgraded,forecast_surprise_raw,forecast_surprise_pct,express_surprise_raw,express_surprise_pct,final_surprise_raw,final_surprise_pct,main_surprise_raw,main_surprise_pct,surprise_family,main_surprise_std,event_day_ret,event_day_vol,list_trade_day_idx,event_trade_day_idx,listed_days,turnover20
000099.SZ,2020-10-26,2020-09-30,2020-09-30,2020-10-27,formal_release,release,137791451.12,0.231,-8.53,fina_indicator,,,,,,,,,,,,fina_indicator,中信海直,空运,2000-07-31,,,437,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.04166666666666674,159825.34,0,195,195,0.9759049999999998
000403.SZ,2020-10-26,2020-09-30,2020-09-30,2020-10-27,formal_release,release,97491018.37,0.2111,-11.99,fina_indicator,,,,,,,,,,,,fina_indicator,派林生物,生物制药,1996-06-28,,,438,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.05633802816901423,40383.84,0,195,195,0.4621350000000001
000020.SZ,2020-10-27,2020-09-30,2020-09-30,2020-10-28,formal_release,release,4276413.97,0.0171,114.84,fina_indicator,,,,,,,,,,,,fina_indicator,深华发Ａ,元器件,1992-04-28,,,439,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.0018691588785045843,10845.01,0,196,196,1.126765
000037.SZ,2020-10-27,2020-09-30,2020-09-30,2020-10-28,formal_release,release,79769428.94,0.21,1867.3,fina_indicator,,,,,,,,,,,,fina_indicator,深南电A,火力发电,1994-07-01,,,440,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.03568716780561887,67236.1,0,196,196,1.40325
000056.SZ,2020-10-27,2020-09-30,2020-09-30,2020-10-28,formal_release,release,-14140737.99,0.03,-113.48,fina_indicator,,,,,,,,,,,,fina_indicator,皇庭国际,其他商业,1996-07-08,,,441,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.053221288515406195,112922.0,0,196,196,0.89709
000069.SZ,2020-10-27,2020-09-30,2020-09-30,2020-10-28,formal_release,release,5001677109.3,0.6448,0.78,fina_indicator,,,,,,,,,,,,fina_indicator,华侨城Ａ,全国地产,1997-09-10,,,442,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.004464285714285587,239830.37,0,196,196,0.404455
000078.SZ,2020-10-27,2020-09-30,2020-09-30,2020-10-28,formal_release,release,243067379.7,0.0725,-36.47,fina_indicator,,,,,,,,,,,,fina_indicator,海王生物,医药商业,1998-12-18,,,443,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.004854368932038944,131767.47,0,196,196,0.756885
000039.SZ,2020-10-28,2020-09-30,2020-09-30,2020-10-29,formal_release,release,195589000.0,0.1398,-51.02,fina_indicator,,,,,,,,,,,,fina_indicator,中集集团,运输设备,1994-04-08,,,445,report_rc_below_min_count,2020-03-29,0,1,weak_count,,0.22,,谨慎增持,,,,,0.0,0.0,1.0,0.0,,,,,,,,,formal_release,,0.01018675721561979,462275.55,0,197,197,1.190815
000050.SZ,2020-10-28,2020-09-30,2020-09-30,2020-10-29,formal_release,release,689425924.68,0.5878,26.5,fina_indicator,,,,,,,,,,,,fina_indicator,深天马Ａ,元器件,1995-03-15,,,447,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.0060606060606061,109793.66,0,197,197,0.594705
000062.SZ,2020-10-28,2020-09-30,2020-09-30,2020-10-29,formal_release,release,434834851.77,0.4415,-8.02,fina_indicator,,,,,,,,,,,,fina_indicator,深圳华强,元器件,1997-01-30,,,448,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.019404019404019368,32379.07,0,197,197,0.44125999999999993
000530.SZ,2020-10-28,2020-09-30,2020-09-30,2020-10-29,formal_release,release,2055728.63,0.005,-94.84,fina_indicator,,,,,,,,,,,,fina_indicator,冰山冷热,机械基件,1993-12-08,,,449,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.0,25072.45,0,197,197,0.46621000000000007
000006.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,494926533.79,0.3781,9.61,fina_indicator,,,,,,,,,,,,fina_indicator,深振业Ａ,区域地产,1992-04-27,,,450,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.020547945205479423,96775.39,0,198,198,1.7631950000000003
000009.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,-120336550.01,0.2022,-173.97,fina_indicator,,,,,,,,,,,,fina_indicator,中国宝安,电气设备,1991-06-25,,,451,report_rc_below_min_count,2020-07-13,0,1,weak_count,,0.09,,增持,,,0.0,,0.0,0.0,1.0,0.0,,,,,,,,,formal_release,,-0.02199223803363526,456782.72,0,198,198,1.90228
000019.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,291473499.58,0.2694,-9.36,fina_indicator,,,,,,,,,,,,fina_indicator,深粮控股,农业综合,1992-10-12,,,452,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.039457459926017235,70064.16,0,198,198,1.4055449999999998
000027.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,1828274057.0,0.8188,16.43,fina_indicator,,,,,,,,,,,,fina_indicator,深圳能源,火力发电,1993-09-03,,,453,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.02166064981949456,163946.2,0,198,198,0.397065
000030.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,669432363.45,0.3986,13.73,fina_indicator,,,,,,,,,,,,fina_indicator,富奥股份,汽车配件,1993-09-29,,,454,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.0234375,455391.18,0,198,198,0.7451800000000001
000032.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,69381227.33,0.1935,-4.92,fina_indicator,,,,,,,,,,,,fina_indicator,深桑达Ａ,建筑工程,1993-10-28,,,455,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.01248127808287558,23211.27,0,198,198,0.467335
000058.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,54129420.41,0.0755,22.94,fina_indicator,,,,,,,,,,,,fina_indicator,深赛格,商品城,1996-12-26,,,456,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.04200542005420049,94027.0,0,198,198,2.51817
000060.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,593095136.86,0.18,9.77,fina_indicator,,,,,,,,,,,,fina_indicator,中金岭南,铅锌,1997-01-23,,,457,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.028708133971291905,250583.51,0,198,198,0.484645
000063.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,1445859000.0,0.59,103.59,fina_indicator,,,,,,,,,,,,fina_indicator,中兴通讯,通信设备,1997-11-18,,,458,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.024486094316807594,544098.03,0,198,198,1.018735
000068.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,-79746371.01,-0.0766,-3.25,fina_indicator,,,,,,,,,,,,fina_indicator,华控赛格,环境保护,1997-06-11,,,459,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.022222222222222143,69551.0,0,198,198,0.8841899999999999
000070.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,-38965969.35,-0.0194,-153.36,fina_indicator,,,,,,,,,,,,fina_indicator,特发信息,通信设备,2000-05-11,,,460,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.028459273797840967,162874.56,0,198,198,1.4806300000000001
000100.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,860050472.0,0.1497,70.85,fina_indicator,,,,,,,,,,,,fina_indicator,TCL科技,元器件,2004-01-30,,,461,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.033653846153846145,2638181.63,0,198,198,1.82056
000151.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,-5446644.75,0.03,61.47,fina_indicator,,,,,,,,,,,,fina_indicator,中成股份,商贸代理,2000-09-06,,,462,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.03737259343148358,19455.01,0,198,198,0.601425
000153.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,43363683.84,0.2263,6.6,fina_indicator,,,,,,,,,,,,fina_indicator,丰原药业,化学制药,2000-09-20,,,463,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.06271379703534763,93613.81,0,198,198,2.3772349999999998
000158.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,-215238618.07,-0.0308,-57.25,fina_indicator,,,,,,,,,,,,fina_indicator,常山北明,软件服务,2000-07-24,,,464,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.036775106082036824,174157.92,0,198,198,0.962525
000159.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,19026316.61,0.134,211.28,fina_indicator,,,,,,,,,,,,fina_indicator,国际实业,石油贸易,2000-09-26,,,465,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.03389830508474567,111666.03,0,198,198,2.65475
000400.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,437454484.16,0.5076,70.69,fina_indicator,,,,,,,,,,,,fina_indicator,许继电气,电气设备,1997-04-18,,,466,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.030949105914718,122913.09,0,198,198,1.023215
000419.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,97135456.71,0.3052,-24.92,fina_indicator,,,,,,,,,,,,fina_indicator,通程控股,百货,1996-08-16,,,467,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.032119914346895206,44006.24,0,198,198,0.41191000000000005
000421.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,401307726.84,0.7043,358.56,fina_indicator,,,,,,,,,,,,fina_indicator,南京公用,供气供热,1996-08-06,,,468,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.04524180967238689,108996.0,0,198,198,1.6486450000000001
000428.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,-403203471.65,-0.374,-113.15,fina_indicator,,,,,,,,,,,,fina_indicator,华天酒店,酒店餐饮,1996-08-08,,,469,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.04316546762589912,79121.62,0,198,198,1.4859449999999998
000507.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,145603277.29,0.1638,4.88,fina_indicator,,,,,,,,,,,,fina_indicator,珠海港,新型电力,1993-03-26,,,471,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.03321033210332103,54281.14,0,198,198,0.47291000000000005
000516.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,-508820697.01,-0.258,-711.87,fina_indicator,,,,,,,,,,,,fina_indicator,国际医学,医疗保健,1993-08-09,,,472,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.013977128335451172,846485.21,0,198,198,2.1444
000517.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,797793899.11,0.2288,42.92,fina_indicator,,,,,,,,,,,,fina_indicator,荣安地产,区域地产,1993-08-06,,,473,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.03703703703703709,172269.17,0,198,198,0.566845
000526.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,-31000610.99,0.3162,-156.17,fina_indicator,,,,,,,,,,,,fina_indicator,学大教育,文教休闲,1993-11-01,,,474,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.013476157567380853,10969.15,0,198,198,1.288535
000528.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,792273147.23,0.67,-4.16,fina_indicator,,,,,,,,,,,,fina_indicator,柳工,工程机械,1993-11-18,,,475,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.026279391424619658,176563.82,0,198,198,0.995315
000529.SZ,2020-10-29,2020-09-30,2020-09-30,2020-10-30,formal_release,release,238162072.59,0.42,67.54,fina_indicator,,,,,,,,,,,,fina_indicator,广弘控股,食品,1993-11-18,,,476,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.03982930298719778,77255.96,0,198,198,0.9720949999999998
000002.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,18889318112.36,1.741,3.93,fina_indicator,,,,,,,,,,,,fina_indicator,万科Ａ,全国地产,1991-01-29,,,477,report_rc_below_min_count,2020-05-17,0,1,weak_count,,2.03,,增持,,,,,0.0,0.0,1.0,0.0,,,,,,,,,formal_release,,0.014519056261342866,826286.0,0,199,199,0.672115
000007.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,7245375.2,-0.1314,-6.75,fina_indicator,,,,,,,,,,,,fina_indicator,全新好,其他商业,1992-04-13,,,478,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.05756207674943559,89668.51,0,199,199,2.204945
000008.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-269738822.16,-0.095,-311.67,fina_indicator,,,,,,,,,,,,fina_indicator,神州高铁,运输设备,1992-05-07,,,479,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.026022304832713727,224963.44,0,199,199,0.583515
000010.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-1772596.33,0.0317,-110.95,fina_indicator,,,,,,,,,,,,fina_indicator,美丽生态,建筑工程,1995-10-27,,,480,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.022900763358778553,52124.5,0,199,199,2.3756
000016.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-1493919126.18,0.2556,-42.78,fina_indicator,,,,,,,,,,,,fina_indicator,深康佳Ａ,家用电器,1992-03-27,,,481,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.09931506849315075,707193.1,0,199,199,1.2295449999999999
000021.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,360532001.92,0.3031,170.96,fina_indicator,,,,,,,,,,,,fina_indicator,深科技,元器件,1994-02-02,,,482,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.0051911278905143465,181980.48,0,199,199,1.6707550000000002
000025.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,33994881.65,0.092,-41.36,fina_indicator,,,,,,,,,,,,fina_indicator,特力Ａ,综合类,1993-06-21,,,483,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.008443271767810012,21954.88,0,199,199,1.000795
000031.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,739042970.16,0.18,-49.32,fina_indicator,,,,,,,,,,,,fina_indicator,大悦城,全国地产,1993-10-08,,,486,report_rc_below_min_count,2020-08-31,0,1,weak_count,,0.28,,增持,,,,,0.0,0.0,1.0,0.0,,,,,,,,,formal_release,,-0.002192982456140302,53227.49,0,199,199,0.46313499999999996
000034.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,447731496.49,0.5979,10.11,fina_indicator,,,,,,,,,,,,fina_indicator,神州数码,软件服务,1994-05-09,,,487,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.008980866848887104,146220.38,0,199,199,5.834775
000036.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,518112553.0,0.36,-11.79,fina_indicator,,,,,,,,,,,,fina_indicator,华联控股,全国地产,1994-06-17,,,489,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.023980815347721784,107659.53,0,199,199,0.67719
000045.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,13662964.52,0.05,213.0,fina_indicator,,,,,,,,,,,,fina_indicator,深纺织Ａ,元器件,1994-08-15,,,490,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.02481389578163773,50986.11,0,199,199,0.9282499999999999
000048.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,122730435.32,0.4121,-40.69,fina_indicator,,,,,,,,,,,,fina_indicator,京基智农,农业综合,1994-11-01,,,491,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.029495178672716893,16502.0,0,199,199,0.50082
000049.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,340222171.27,1.778,6.98,fina_indicator,,,,,,,,,,,,fina_indicator,德赛电池,电气设备,1995-03-20,,,492,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.021246169560776185,25582.23,0,199,199,1.0108149999999998
000059.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-186389249.67,-0.1044,-120.68,fina_indicator,,,,,,,,,,,,fina_indicator,华锦股份,石油加工,1997-01-30,,,493,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.01807228915662651,84783.76,0,199,199,0.5183549999999999
000061.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,153893244.23,0.1618,27.03,fina_indicator,,,,,,,,,,,,fina_indicator,农产品,农业综合,1997-01-10,,,494,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.029787234042553234,110949.94,0,199,199,0.39003
000066.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-246070822.77,-0.056,-311.59,fina_indicator,,,,,,,,,,,,fina_indicator,中国长城,IT设备,1997-06-26,,,496,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.038943894389438904,436621.84,0,199,199,1.023175
000088.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,286516499.01,0.1585,8.08,fina_indicator,,,,,,,,,,,,fina_indicator,盐田港,港口,1997-07-28,,,497,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.014446227929374111,117327.4,0,199,199,1.4903300000000002
000089.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-47973764.09,-0.03,-108.88,fina_indicator,,,,,,,,,,,,fina_indicator,深圳机场,机场,1998-04-20,,,498,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.020050125313283207,182959.73,0,199,199,0.79419
000090.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,1364235891.59,0.6833,654.47,fina_indicator,,,,,,,,,,,,fina_indicator,天健集团,建筑工程,1999-07-21,,,499,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.023391812865497075,150560.32,0,199,199,1.10044
000156.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,377555243.07,0.3277,-6.65,fina_indicator,,,,,,,,,,,,fina_indicator,华数传媒,影视音像,2000-09-06,,,501,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.006217616580310947,48968.4,0,199,199,0.354865
000157.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,4956039133.85,0.76,79.16,fina_indicator,,,,,,,,,,,,fina_indicator,中联重科,工程机械,2000-10-12,,,502,report_rc_below_min_count,2020-07-15,0,1,weak_count,,0.7,,增持,,,,,0.0,0.0,1.0,0.0,,,,,,,,,formal_release,,-0.021621621621621623,907429.09,0,199,199,0.9363149999999999
000301.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,77900177.67,0.05,-91.74,fina_indicator,,,,,,,,,,,,fina_indicator,东方盛虹,化纤,2000-05-29,,,505,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.05863192182410426,138271.12,0,199,199,0.64159
000333.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,20615588000.0,3.17,0.09,fina_indicator,,,,,,,,,,,,fina_indicator,美的集团,家用电器,2013-09-18,,,506,report_rc_below_min_count,2020-08-31,0,1,weak_count,,3.145,,增持,,,-0.07000000000000028,,0.0,0.0,1.0,0.0,,,,,,,,,formal_release,,0.07101579555669701,522253.15,0,199,199,0.33310500000000004
000338.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,6833459146.78,0.9,5.99,fina_indicator,,,,,,,,,,,,fina_indicator,潍柴动力,汽车配件,2007-04-30,,,507,report_rc_below_min_count,2020-04-30,0,1,weak_count,,1.03,,增持,,,,,0.0,0.0,1.0,0.0,,,,,,,,,formal_release,,0.05617977528089879,848969.3,0,199,199,0.9658100000000001
000408.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,178071174.44,0.0226,-42.85,fina_indicator,,,,,,,,,,,,fina_indicator,藏格矿业,农药化肥,1996-06-28,,,509,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.010230179028132946,24046.71,0,199,199,0.7695799999999999
000409.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-32066262.8,0.0597,86.79,fina_indicator,,,,,,,,,,,,fina_indicator,云鼎科技,软件服务,1996-06-27,,,510,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.015000000000000013,37711.49,0,199,199,0.65029
000411.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,109856023.47,0.4622,14.61,fina_indicator,,,,,,,,,,,,fina_indicator,英特集团,医药商业,1996-07-16,,,511,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.062189054726368154,167495.06,0,199,199,11.81117
000415.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-2772735000.0,-0.5107,-357.68,fina_indicator,,,,,,,,,,,,fina_indicator,渤海租赁,多元金融,1996-07-16,,,512,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.023622047244094557,183816.66,0,199,199,0.407825
000420.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-212864259.56,-0.1066,-365.5,fina_indicator,,,,,,,,,,,,fina_indicator,吉林化纤,化纤,1996-08-02,,,513,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.025125628140703515,176058.2,0,199,199,0.649115
000422.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-361623588.97,-0.003,-7.07,fina_indicator,,,,,,,,,,,,fina_indicator,湖北宜化,农药化肥,1996-08-15,,,514,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.015444015444015413,37386.0,0,199,199,0.33113
000423.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-58440639.92,-0.0325,-141.94,fina_indicator,,,,,,,,,,,,fina_indicator,东阿阿胶,中成药,1996-07-29,,,515,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.028758169934640643,45933.7,0,199,199,0.8108650000000001
000425.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,2417254380.19,0.288,-11.23,fina_indicator,,,,,,,,,,,,fina_indicator,徐工机械,工程机械,1996-08-28,,,516,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.07276119402985082,1762079.2,0,199,199,0.79582
000426.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-82643939.94,-0.0659,-23.0,fina_indicator,,,,,,,,,,,,fina_indicator,兴业银锡,铅锌,1996-08-28,,,517,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.06259097525473067,196495.47,0,199,199,0.835455
000498.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,518271111.2,0.5638,59.09,fina_indicator,,,,,,,,,,,,fina_indicator,山东路桥,建筑工程,1997-06-09,,,518,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.0020000000000000018,39515.1,0,199,199,0.37134500000000004
000501.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,137751841.51,0.26,-82.76,fina_indicator,,,,,,,,,,,,fina_indicator,武商集团,百货,1992-11-20,,,519,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.008435582822085896,111438.45,0,199,199,1.656405
000503.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-140800598.27,-0.1803,1.18,fina_indicator,,,,,,,,,,,,fina_indicator,国新健康,软件服务,1992-11-30,,,520,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.02826510721247555,61843.61,0,199,199,0.555025
000506.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-59601623.53,-0.0791,39.7,fina_indicator,,,,,,,,,,,,fina_indicator,招金黄金,黄金,1993-03-12,,,521,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.008583690987124526,73621.23,0,199,199,0.76692
000519.SZ,2020-10-30,2020-09-30,2020-09-30,2020-11-02,formal_release,release,291608435.65,0.2366,8.23,fina_indicator,,,,,,,,,,,,fina_indicator,中兵红箭,专用机械,1993-10-08,,,522,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.046558704453441346,374850.78,0,199,199,1.9207899999999998
000523.SZ,2020-10-31,2020-09-30,2020-09-30,2020-11-02,formal_release,release,-171318725.92,-1.86,-623.56,fina_indicator,,,,,,,,,,,,fina_indicator,红棉股份,食品,1993-11-08,,,524,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.03142857142857136,202645.93,0,199,199,2.1988550000000004
