ts_code,ann_date,end_date,period_end,event_trade_date,event_type,event_subtype,event_value_np,event_value_eps,event_value_yoy,event_source,type,p_change_min,p_change_max,net_profit_min,net_profit_max,first_ann_date,summary,change_reason,guidance_yoy_midpoint,forecast_profit_mid,revision_magnitude,source_endpoint,name,industry,list_date,perf_summary,update_flag,event_id,expectation_source,matched_report_date,matched_report_count,matched_broker_count,report_rc_match_quality,expected_np,expected_eps,expected_target_price,expected_rating,text_over_expectation_fraction,revision_magnitude_np,revision_magnitude_eps,target_price_change,upward_revision_count,downward_revision_count,analyst_count,fraction_upgraded,forecast_surprise_raw,forecast_surprise_pct,express_surprise_raw,express_surprise_pct,final_surprise_raw,final_surprise_pct,main_surprise_raw,main_surprise_pct,surprise_family,main_surprise_std,event_day_ret,event_day_vol,list_trade_day_idx,event_trade_day_idx,listed_days,turnover20
000020.SZ,2022-04-26,2022-03-31,2022-03-31,2022-04-27,formal_release,release,1364000.25,0.0209,-75.09,fina_indicator,,,,,,,,,,,,fina_indicator,深华发Ａ,元器件,1992-04-28,,,1837,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.023622047244094446,7920.0,0,560,560,0.8003600000000001
000049.SZ,2022-04-26,2022-03-31,2022-03-31,2022-04-27,formal_release,release,143778612.63,0.5136,12.3,fina_indicator,,,,,,,,,,,,fina_indicator,德赛电池,电气设备,1995-03-20,,,1838,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.06461538461538474,69700.29,0,560,560,1.715335
000061.SZ,2022-04-26,2021-12-31,2021-12-31,2022-04-27,formal_release,release,213524155.96,0.2205,87.8,fina_indicator,,,,,,,,,,,,fina_indicator,农产品,农业综合,1997-01-10,,,1839,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.02188552188552184,308912.93,0,560,560,2.4721249999999997
000061.SZ,2022-04-26,2022-03-31,2022-03-31,2022-04-27,formal_release,release,57597899.72,0.0413,0.82,fina_indicator,,,,,,,,,,,,fina_indicator,农产品,农业综合,1997-01-10,,,1840,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.02188552188552184,308912.93,0,560,560,2.4721249999999997
000063.SZ,2022-04-26,2022-03-31,2022-03-31,2022-04-27,formal_release,release,1952471000.0,0.47,117.13,fina_indicator,,,,,,,,,,,,fina_indicator,中兴通讯,通信设备,1997-11-18,,,1841,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.055654496883348115,888373.92,0,560,560,1.11129
000099.SZ,2022-04-26,2022-03-31,2022-03-31,2022-04-27,formal_release,release,70824558.9,0.0916,141.51,fina_indicator,,,,,,,,,,,,fina_indicator,中信海直,空运,2000-07-31,,,1842,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.023183925811437467,102567.84,0,560,560,1.171165
000159.SZ,2022-04-26,2022-03-31,2022-03-31,2022-04-27,formal_release,release,20722582.49,0.0438,385.72,fina_indicator,,,,,,,,,,,,fina_indicator,国际实业,石油贸易,2000-09-26,,,1843,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.023622047244094446,101437.64,0,560,560,2.54287
000400.SZ,2022-04-26,2021-12-31,2021-12-31,2022-04-27,formal_release,release,668198586.91,0.7184,10.45,fina_indicator,,,,,,,,,,,,fina_indicator,许继电气,电气设备,1997-04-18,,,1844,report_rc,2022-03-30,6,1,strict,87724.476,0.87,,推荐,0.0,,,,0.0,0.0,1.0,0.0,,,,,668110862.434,7616.014285841959,668110862.434,7616.014285841959,formal_release,0.1767342511298028,0.10015060240963858,396043.37,0,560,560,2.83794
000422.SZ,2022-04-26,2022-03-31,2022-03-31,2022-04-27,formal_release,release,596921626.18,0.7109,277.93,fina_indicator,,,,,,,,,,,,fina_indicator,湖北宜化,农药化肥,1996-08-15,,,1845,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.08627204030226698,788444.7,0,560,560,8.947975
000498.SZ,2022-04-26,2021-12-31,2021-12-31,2022-04-27,formal_release,release,1937817979.07,1.3702,73.1,fina_indicator,,,,,,,,,,,,fina_indicator,山东路桥,建筑工程,1997-06-09,,,1846,report_rc,2022-01-26,5,2,strict,195002.5,1.135,308298.75,买入,0.75,11074.0,0.07000000000000006,73536.0,1.0,0.0,2.0,0.5,,,,,1937622976.57,9936.400695221855,1937622976.57,9936.400695221855,formal_release,0.789368629720766,0.09968186638388121,775457.72,0,560,560,5.731920000000001
000498.SZ,2022-04-26,2022-03-31,2022-03-31,2022-04-27,formal_release,release,224401965.85,0.1275,51.27,fina_indicator,,,,,,,,,,,,fina_indicator,山东路桥,建筑工程,1997-06-09,,,1847,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.09968186638388121,775457.72,0,560,560,5.731920000000001
000519.SZ,2022-04-26,2022-03-31,2022-03-31,2022-04-27,formal_release,release,278617227.27,0.2021,200.32,fina_indicator,,,,,,,,,,,,fina_indicator,中兵红箭,专用机械,1993-10-08,,,1848,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.09029345372460496,435610.29,0,560,560,2.6950499999999997
000526.SZ,2022-04-26,2021-12-31,2021-12-31,2022-04-27,formal_release,release,-547663957.22,-4.695,-580.87,fina_indicator,,,,,,,,,,,,fina_indicator,学大教育,文教休闲,1993-11-01,,,1849,report_rc,2021-09-22,4,1,strict,9571.695,0.813,9200.0,无,0.0,,,,0.0,0.0,1.0,0.0,,,,,-547673528.9150001,-57218.02971312815,-547673528.9150001,-57218.02971312815,formal_release,-5.0,0.016909620991253815,50035.03,0,560,560,8.153229999999999
000526.SZ,2022-04-26,2022-03-31,2022-03-31,2022-04-27,formal_release,release,-4900659.73,0.0099,55.43,fina_indicator,,,,,,,,,,,,fina_indicator,学大教育,文教休闲,1993-11-01,,,1850,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.016909620991253815,50035.03,0,560,560,8.153229999999999
000001.SZ,2022-04-27,2022-03-31,2022-03-31,2022-04-28,formal_release,release,12873000000.0,0.56,27.3,fina_indicator,,,,,,,,,,,,fina_indicator,平安银行,银行,1991-04-03,,,1851,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.0,911771.87,0,561,561,0.616285
000011.SZ,2022-04-27,2022-03-31,2022-03-31,2022-04-28,formal_release,release,226479051.98,0.3682,8.76,fina_indicator,,,,,,,,,,,,fina_indicator,深物业A,房产服务,1992-03-30,,,1852,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.09465791940018753,268273.28,0,561,561,5.235905
000037.SZ,2022-04-27,2022-03-31,2022-03-31,2022-04-28,formal_release,release,-53403178.0,-0.0644,-238.54,fina_indicator,,,,,,,,,,,,fina_indicator,深南电A,火力发电,1994-07-01,,,1853,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.007448789571694592,25724.0,0,561,561,0.665125
000048.SZ,2022-04-27,2022-03-31,2022-03-31,2022-04-28,formal_release,release,-115297288.53,-0.2709,-128.11,fina_indicator,,,,,,,,,,,,fina_indicator,京基智农,农业综合,1994-11-01,,,1854,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.03916449086161877,20563.04,0,561,561,0.787805
000059.SZ,2022-04-27,2022-03-31,2022-03-31,2022-04-28,formal_release,release,281014535.73,0.1776,-45.57,fina_indicator,,,,,,,,,,,,fina_indicator,华锦股份,石油加工,1997-01-30,,,1855,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.02876480541455162,126466.16,0,561,561,1.18434
000069.SZ,2022-04-27,2022-03-31,2022-03-31,2022-04-28,formal_release,release,-63845849.4,0.0219,-107.41,fina_indicator,,,,,,,,,,,,fina_indicator,华侨城Ａ,全国地产,1997-09-10,,,1856,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.005084745762711673,1470150.34,0,561,561,1.64132
000157.SZ,2022-04-27,2022-03-31,2022-03-31,2022-04-28,formal_release,release,881753080.61,0.11,-60.69,fina_indicator,,,,,,,,,,,,fina_indicator,中联重科,工程机械,2000-10-12,,,1857,report_rc_below_min_count,2022-03-31,0,1,weak_count,,0.17,,增持,,,,,0.0,0.0,1.0,0.0,,,,,,,,,formal_release,,-0.03275862068965507,518791.91,0,561,561,0.682735
000421.SZ,2022-04-27,2022-03-31,2022-03-31,2022-04-28,formal_release,release,-13322699.0,-0.0226,-174.01,fina_indicator,,,,,,,,,,,,fina_indicator,南京公用,供气供热,1996-08-06,,,1858,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.06306306306306309,124797.43,0,561,561,3.642805
000429.SZ,2022-04-27,2022-03-31,2022-03-31,2022-04-28,formal_release,release,404041784.19,0.21,2.18,fina_indicator,,,,,,,,,,,,fina_indicator,粤高速Ａ,路桥,1998-02-20,,,1859,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.013941698352344822,33895.96,0,561,561,0.36661
000505.SZ,2022-04-27,2022-03-31,2022-03-31,2022-04-28,formal_release,release,36436748.65,0.05,11.45,fina_indicator,,,,,,,,,,,,fina_indicator,京粮控股,食品,1992-12-21,,,1860,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.044792833146696576,450653.64,0,561,561,15.821425
000507.SZ,2022-04-27,2021-12-31,2021-12-31,2022-04-28,formal_release,release,436624385.77,0.484,66.35,fina_indicator,,,,,,,,,,,,fina_indicator,珠海港,新型电力,1993-03-26,,,1861,report_rc,2021-10-31,3,1,strict,35700.0,0.38,47100.0,增持,0.0,2200.0,0.03199999999999997,8200.0,1.0,0.0,1.0,1.0,,,,,436588685.77,12229.374951540616,436588685.77,12229.374951540616,formal_release,1.3947655812657156,-0.001897533206831059,130015.84,0,561,561,1.6642649999999999
000510.SZ,2022-04-27,2021-12-31,2021-12-31,2022-04-28,formal_release,release,322910336.15,0.4917,401.9,fina_indicator,,,,,,,,,,,,fina_indicator,新金路,化工原料,1993-05-07,,,1862,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.003731343283582156,194293.0,0,561,561,4.65663
000510.SZ,2022-04-27,2022-03-31,2022-03-31,2022-04-28,formal_release,release,31697306.98,0.0524,-57.05,fina_indicator,,,,,,,,,,,,fina_indicator,新金路,化工原料,1993-05-07,,,1863,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.003731343283582156,194293.0,0,561,561,4.65663
000532.SZ,2022-04-27,2022-03-31,2022-03-31,2022-04-28,formal_release,release,13583185.57,0.0406,166.87,fina_indicator,,,,,,,,,,,,fina_indicator,华金资本,多元金融,1994-01-03,,,1864,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.029441624365482144,57164.0,0,561,561,2.01422
000006.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,44003658.14,0.0329,-83.24,fina_indicator,,,,,,,,,,,,fina_indicator,深振业Ａ,区域地产,1992-04-27,,,1865,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.050602409638554224,492355.27,0,562,562,4.03083
000009.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,201396071.6,0.064,64.65,fina_indicator,,,,,,,,,,,,fina_indicator,中国宝安,电气设备,1991-06-25,,,1866,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.04166666666666652,631676.44,0,562,562,2.1662150000000002
000010.SZ,2022-04-28,2021-12-31,2021-12-31,2022-04-29,formal_release,release,21000409.19,0.0286,231.01,fina_indicator,,,,,,,,,,,,fina_indicator,美丽生态,建筑工程,1995-10-27,,,1867,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.047794117647058876,88975.0,0,562,562,1.9755699999999998
000010.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,1337720.27,0.0024,83.8,fina_indicator,,,,,,,,,,,,fina_indicator,美丽生态,建筑工程,1995-10-27,,,1868,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.047794117647058876,88975.0,0,562,562,1.9755699999999998
000016.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,-418548047.01,0.0431,-7.52,fina_indicator,,,,,,,,,,,,fina_indicator,深康佳Ａ,家用电器,1992-03-27,,,1869,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.04651162790697683,131301.09,0,562,562,0.66886
000028.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,242244636.06,0.59,-24.67,fina_indicator,,,,,,,,,,,,fina_indicator,国药一致,医药商业,1993-08-09,,,1870,report_rc_below_min_count,2022-03-31,0,1,weak_count,,0.73,,增持,,,,,0.0,0.0,1.0,0.0,,,,,,,,,formal_release,,0.02027748132337237,28761.86,0,562,562,0.9655099999999999
000031.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,-121332427.3,-0.02,-144.67,fina_indicator,,,,,,,,,,,,fina_indicator,大悦城,全国地产,1993-10-08,,,1871,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.03149606299212593,428212.32,0,562,562,3.69253
000034.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,184184303.69,0.2902,20.13,fina_indicator,,,,,,,,,,,,fina_indicator,神州数码,软件服务,1994-05-09,,,1872,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.032258064516129004,78134.4,0,562,562,1.93032
000039.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,1555198000.0,0.4726,11.69,fina_indicator,,,,,,,,,,,,fina_indicator,中集集团,运输设备,1994-04-08,,,1873,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.020408163265306145,163393.47,0,562,562,1.1673
000042.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,16770100.48,0.0546,113.07,fina_indicator,,,,,,,,,,,,fina_indicator,中洲控股,全国地产,1994-09-21,,,1874,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.09985935302391002,38174.35,0,562,562,0.7602800000000001
000055.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,39236476.8,0.04,-33.48,fina_indicator,,,,,,,,,,,,fina_indicator,方大集团,其他建材,1996-04-15,,,1875,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.02917771883289122,67011.5,0,562,562,1.48537
000056.SZ,2022-04-28,2021-12-31,2021-12-31,2022-04-29,formal_release,release,-244090245.34,-1.01,-3.9,fina_indicator,,,,,,,,,,,,fina_indicator,皇庭国际,其他商业,1996-07-08,,,1876,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.09932659932659949,112838.0,0,562,562,2.57835
000060.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,337411997.92,0.08,54.74,fina_indicator,,,,,,,,,,,,fina_indicator,中金岭南,铅锌,1997-01-23,,,1877,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.032019704433497775,370487.54,0,562,562,1.5796299999999999
000062.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,216240391.74,0.21,12.11,fina_indicator,,,,,,,,,,,,fina_indicator,深圳华强,元器件,1997-01-30,,,1878,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.05733082706766912,44953.81,0,562,562,0.40453
000090.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,906378765.89,0.4862,-1.27,fina_indicator,,,,,,,,,,,,fina_indicator,天健集团,建筑工程,1999-07-21,,,1879,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.09180327868852478,971459.17,0,562,562,2.0915950000000003
000100.SZ,2022-04-28,2021-12-31,2021-12-31,2022-04-29,formal_release,release,9437240976.0,0.7354,221.73,fina_indicator,,,,,,,,,,,,fina_indicator,TCL科技,元器件,2004-01-30,,,1880,report_rc,2022-01-28,20,2,strict,1129719.0,0.81,1498761.5,买入,0.0,187350.5,0.12999999999999998,490416.5,1.0,1.0,2.0,0.5,,,,,9436111257.0,8352.618002352798,9436111257.0,8352.618002352798,formal_release,0.3712142559721901,0.02450980392156854,1635684.88,0,562,562,0.8892149999999999
000100.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,611554193.0,0.0993,-71.29,fina_indicator,,,,,,,,,,,,fina_indicator,TCL科技,元器件,2004-01-30,,,1881,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.02450980392156854,1635684.88,0,562,562,0.8892149999999999
000151.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,1410492.1,0.0042,117.82,fina_indicator,,,,,,,,,,,,fina_indicator,中成股份,商贸代理,2000-09-06,,,1882,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.05323741007194238,101774.1,0,562,562,7.44876
000158.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,-145449130.37,-0.0541,-8.12,fina_indicator,,,,,,,,,,,,fina_indicator,常山北明,软件服务,2000-07-24,,,1883,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.03359683794466428,203298.67,0,562,562,1.6931349999999998
000400.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,93645197.61,0.0998,29.39,fina_indicator,,,,,,,,,,,,fina_indicator,许继电气,电气设备,1997-04-18,,,1884,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.04876419505678009,396061.12,0,562,562,2.843295
000402.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,147751781.54,0.31,819.62,fina_indicator,,,,,,,,,,,,fina_indicator,金融街,全国地产,1996-06-26,,,1885,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.06270627062706291,1011084.29,0,562,562,2.77222
000409.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,2287595.58,0.0051,-35.65,fina_indicator,,,,,,,,,,,,fina_indicator,云鼎科技,软件服务,1996-06-27,,,1886,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.06479481641468676,86357.99,0,562,562,1.992775
000501.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,176009356.15,0.23,-30.98,fina_indicator,,,,,,,,,,,,fina_indicator,武商集团,百货,1992-11-20,,,1887,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.04471544715447151,214531.31,0,562,562,2.360465
000516.SZ,2022-04-28,2021-12-31,2021-12-31,2022-04-29,formal_release,release,-751278828.82,-0.37,-15.85,fina_indicator,,,,,,,,,,,,fina_indicator,国际医学,医疗保健,1993-08-09,,,1888,report_rc,2022-01-29,8,2,strict,-1500.0,-0.0065749999999999975,-5250.0,买入,0.0,,,,0.0,0.0,1.0,0.0,,,,,-751277328.82,-500851.5525466667,-751277328.82,-500851.5525466667,formal_release,-5.0,0.10000000000000009,1042815.98,0,562,562,2.752785
000516.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,-414451336.42,-0.1882,-217.85,fina_indicator,,,,,,,,,,,,fina_indicator,国际医学,医疗保健,1993-08-09,,,1889,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.10000000000000009,1042815.98,0,562,562,2.752785
000529.SZ,2022-04-28,2021-12-31,2021-12-31,2022-04-29,formal_release,release,292335492.94,0.57,-2.21,fina_indicator,,,,,,,,,,,,fina_indicator,广弘控股,食品,1993-11-18,,,1890,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.017271157167530138,94470.33,0,562,562,2.42786
000529.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,47950691.29,0.0854,12.68,fina_indicator,,,,,,,,,,,,fina_indicator,广弘控股,食品,1993-11-18,,,1891,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.017271157167530138,94470.33,0,562,562,2.42786
000539.SZ,2022-04-28,2022-03-31,2022-03-31,2022-04-29,formal_release,release,-461615643.0,-0.0857,-253.29,fina_indicator,,,,,,,,,,,,fina_indicator,粤电力Ａ,火力发电,1993-11-26,,,1892,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.04096385542168668,185470.28,0,562,562,0.7861849999999999
000002.SZ,2022-04-29,2022-03-31,2022-03-31,2022-05-05,formal_release,release,1092556476.72,0.1229,-5.58,fina_indicator,,,,,,,,,,,,fina_indicator,万科Ａ,全国地产,1991-01-29,,,1893,report_rc_below_min_count,2022-03-31,0,1,weak_count,,0.13,,增持,,,,,0.0,0.0,1.0,0.0,,,,,,,,,formal_release,,0.0025799793601650745,1531669.45,0,563,563,1.6982
000007.SZ,2022-04-30,2021-12-31,2021-12-31,2022-05-05,formal_release,release,12117047.63,0.12,730.1,fina_indicator,,,,,,,,,,,,fina_indicator,全新好,其他商业,1992-04-13,,,1894,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.049490538573507936,92516.14,0,563,563,1.941555
000007.SZ,2022-04-30,2022-03-31,2022-03-31,2022-05-05,formal_release,release,-1221592.79,-0.0128,-151.2,fina_indicator,,,,,,,,,,,,fina_indicator,全新好,其他商业,1992-04-13,,,1895,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.049490538573507936,92516.14,0,563,563,1.941555
000008.SZ,2022-04-29,2021-12-31,2021-12-31,2022-05-05,formal_release,release,-1408070137.89,-0.55,-52.74,fina_indicator,,,,,,,,,,,,fina_indicator,神州高铁,运输设备,1992-05-07,,,1896,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.013452914798206095,243297.5,0,563,563,1.471605
000008.SZ,2022-04-30,2022-03-31,2022-03-31,2022-05-05,formal_release,release,-57250903.36,-0.0189,34.66,fina_indicator,,,,,,,,,,,,fina_indicator,神州高铁,运输设备,1992-05-07,,,1897,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.013452914798206095,243297.5,0,563,563,1.471605
000012.SZ,2022-04-29,2022-03-31,2022-03-31,2022-05-05,formal_release,release,336240261.0,0.12,-41.3,fina_indicator,,,,,,,,,,,,fina_indicator,南玻Ａ,玻璃,1992-02-28,,,1898,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.028469750889679846,525483.42,0,563,563,1.38771
000017.SZ,2022-04-29,2022-03-31,2022-03-31,2022-05-05,formal_release,release,-1190923.81,-0.0016,-462.99,fina_indicator,,,,,,,,,,,,fina_indicator,深中华A,服饰,1992-03-31,,,1899,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.007168458781362075,36869.39,0,563,563,1.279485
000021.SZ,2022-04-30,2022-03-31,2022-03-31,2022-05-05,formal_release,release,-20864045.61,0.1552,-132.58,fina_indicator,,,,,,,,,,,,fina_indicator,深科技,元器件,1994-02-02,,,1900,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.009230769230769154,128399.08,0,563,563,0.628695
000025.SZ,2022-04-29,2022-03-31,2022-03-31,2022-05-05,formal_release,release,24480787.78,0.0784,19.56,fina_indicator,,,,,,,,,,,,fina_indicator,特力Ａ,综合类,1993-06-21,,,1901,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.01989150090415892,31920.94,0,563,563,1.1309850000000001
000027.SZ,2022-04-29,2022-03-31,2022-03-31,2022-05-05,formal_release,release,597384040.94,0.0841,-6.72,fina_indicator,,,,,,,,,,,,fina_indicator,深圳能源,火力发电,1993-09-03,,,1902,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.020547945205479534,178520.77,0,563,563,0.37983
000029.SZ,2022-04-30,2022-03-31,2022-03-31,2022-05-05,formal_release,release,37225453.61,0.1604,-57.41,fina_indicator,,,,,,,,,,,,fina_indicator,深深房Ａ,区域地产,1993-09-15,,,1903,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.100338218714769,112019.04,0,563,563,1.583085
000030.SZ,2022-04-30,2022-03-31,2022-03-31,2022-05-05,formal_release,release,13838214.63,0.01,-93.46,fina_indicator,,,,,,,,,,,,fina_indicator,富奥股份,汽车配件,1993-09-29,,,1904,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.012631578947368327,88924.69,0,563,563,0.47226
000035.SZ,2022-04-30,2022-03-31,2022-03-31,2022-05-05,formal_release,release,44773380.65,0.0179,-60.41,fina_indicator,,,,,,,,,,,,fina_indicator,中国天楹,环境保护,1994-04-08,,,1905,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.025821596244131273,173130.44,0,563,563,0.654495
000036.SZ,2022-04-29,2021-12-31,2021-12-31,2022-05-05,formal_release,release,379704300.39,0.27,-27.33,fina_indicator,,,,,,,,,,,,fina_indicator,华联控股,全国地产,1994-06-17,,,1906,report_rc,2021-09-25,2,1,strict,49099.5,0.33499999999999996,88426.0,买入,0.0,,,,0.0,0.0,1.0,0.0,,,,,379655200.89,7732.3638914856565,379655200.89,7732.3638914856565,formal_release,0.20745317279935327,0.101010101010101,523466.91,0,563,563,1.437615
000036.SZ,2022-04-30,2022-03-31,2022-03-31,2022-05-05,formal_release,release,26101095.1,0.02,-73.34,fina_indicator,,,,,,,,,,,,fina_indicator,华联控股,全国地产,1994-06-17,,,1907,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,0.101010101010101,523466.91,0,563,563,1.437615
000045.SZ,2022-04-29,2022-03-31,2022-03-31,2022-05-05,formal_release,release,15102181.63,0.0348,-62.16,fina_indicator,,,,,,,,,,,,fina_indicator,深纺织Ａ,元器件,1994-08-15,,,1908,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.004672897196261738,27800.43,0,563,563,0.598315
000050.SZ,2022-04-30,2022-03-31,2022-03-31,2022-05-05,formal_release,release,-118902815.97,0.0321,-135.1149,fina_indicator,,,,,,,,,,,,fina_indicator,深天马Ａ,元器件,1995-03-15,,,1909,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.020742358078602585,130782.0,0,563,563,0.3298
000056.SZ,2022-04-30,2022-03-31,2022-03-31,2022-05-05,formal_release,release,-122008377.92,-0.1,-1932.52,fina_indicator,,,,,,,,,,,,fina_indicator,皇庭国际,其他商业,1996-07-08,,,1910,missing_report_rc,,0,0,missing,,,,,,,,,,,,,,,,,,,,,formal_release,,-0.09906542056074752,83871.0,0,563,563,2.452735
