ts_code,ann_date,end_date,type,p_change_min,p_change_max,net_profit_min,net_profit_max,last_parent_net,first_ann_date,summary,change_reason,update_flag,guidance_yoy_midpoint,name,industry,list_date,event_trade_date,prev_mid_same_period,prev_low_same_period,prev_high_same_period,is_upward_revision,consensus_source,analyst_consensus_yoy_proxy,ES_main,consensus_proxy_v2,consensus_source_v2,quarter,firm_hist_mid,ind_q,ind_hist_mid,ES_raw_v2,firm_es_mad,ES_scale,ES_std_unclipped,ES_std,event_type,positive_revision_dummy
000563.SZ,2020-01-04,2019-12-31,预增,81.4,81.4,57953.0,57953.0,31947.42,2020-01-04,预计净利润57953万,1.公司积极应对市场和政策环境等变化带来的严峻挑战，在严控房地产信托、压降事务类信托业务的同时，主动调优业务结构，狠抓主动管理型信托业务着力服务实体经济，有效防控各类风险，确保了信托主业的稳健、安全、持续发展。2.不断优化自有资金投融资结构，加大资金运作力度，相关收入同比增加较多。3.公司抓住资本市场机会积极运作，证券投资相关收益同比大幅增加。,0,81.4,陕国投Ａ,多元金融,1994-01-10,2020-01-06,,,,False,fallback_zero,0.0,81.4,0.0,fallback_zero,4,,多元金融_4,,81.4,,481.394909548882,0.1690919417413043,0.1690919417413043,guidance_initial,0
000661.SZ,2020-01-03,2019-12-31,略增,20.1403,35.1578,161039.0,181169.0,134042.67,2020-01-03,预计净利润161039-181169万,1、控股骨干制药企业收入增长；2、房地产开发项目结算收入同比上升；3、2019年内实施重大资产重组，公司于2019年11月完成了对金赛药业29.5%少数股东股权的收购，因此公司自2019年11月按持股比例99.5%合并金赛药业的财务报表。,0,27.649050000000003,长春高新,生物制药,1996-12-18,2020-01-06,,,,False,fallback_zero,0.0,27.649050000000003,0.0,fallback_zero,4,,生物制药_4,,27.649050000000003,,481.394909548882,0.05743527704916965,0.05743527704916965,guidance_initial,0
000703.SZ,2020-01-04,2019-12-31,预增,42.71,58.0,280000.0,310000.0,196205.27,2020-01-04,预计净利润280000-310000万,1、报告期内，公司“一带一路”重点项目——文莱PMB石油化工项目于2019年11月实现全面投产，并顺利产出合格汽油、柴油、航空煤油、PX、苯等产品，项目正式进入商业运营，逐步为上市公司贡献效益。2、报告期内，公司精对苯二甲酸（PTA）、己内酰胺（CPL）、聚酯纤维（含FDY、POY、DTY和短纤）及瓶片等主营产品竞争力继续增强，行业持续保持有序竞争，产品毛利率持续保持良好水平。同时公司作为产业链龙头企业之一，不断加大产品创新和智能制造投入，产品结构进一步优化，生产效率进一步提升，此外管理变革产业链间协同效应的有效发挥，加工成本持续降低，产品精准营销持续增强，业务盈利能力显著增强，上述主营业务产品净利润较去年同期继续增加。,0,50.355000000000004,恒逸石化,化纤,1997-03-28,2020-01-06,,,,False,fallback_zero,0.0,50.355000000000004,0.0,fallback_zero,4,,化纤_4,,50.355000000000004,,481.394909548882,0.10460226936588915,0.10460226936588915,guidance_initial,0
000690.SZ,2020-01-06,2019-12-31,预增,49.06,98.75,69000.0,92000.0,46289.12,2020-01-06,预计净利润69000-92000万,2019年，社会用电需求平稳增长，公司投资建设的广东陆丰甲湖湾电厂新建工程项目（2×1000MW超超临界机组）两台机组分别于2018年11月和2019年4月投产发电，使公司电力板块总装机容量从151.8万千瓦提升至351.8万千瓦，增长了131.75%，公司电力业务规模跃上了一个新台阶，生产能力进一步扩大，电力主业营业收入和营业利润大幅增加。,0,73.905,宝新能源,火力发电,1997-01-28,2020-01-07,,,,False,fallback_zero,0.0,73.905,0.0,fallback_zero,4,,火力发电_4,,73.905,,481.394909548882,0.15352260386229843,0.15352260386229843,guidance_initial,0
000401.SZ,2020-01-07,2019-12-31,略增,41.03,46.29,268000.0,278000.0,190032.0,2020-01-07,预计净利润268000-278000万,"（一）报告期,受益于水泥行业供给侧结构性改革的深入推进及核心区域市场需求改善的积极影响，市场秩序持续好转，销量同比基本持平，售价同比进一步提升。公司进一步加大管理强度，推进生产企业“培优”及战略营销，运行质量持续提高，经济效益提升。公司归属于上市公司股东的净利润同比上升。（二）公司与金隅集团重大资产重组顺利完成，重组效应持续显现，归属于上市公司股东的净利润明显提升。(三)报告期，计提资产减值准备影响归属于上市公司股东的净利润减少约23,600万元。其他说明：1.北京金隅集团股份有限公司（以下简称“金隅集团”）以所持有的赞皇金隅水泥有限公司等7家公司的股权出资，公司以所持有的临澧冀东水泥有限公司等5家公司的股权及24.82亿元现金出资，双方共同向合资公司增资，同时公司以15.37亿元现金向金隅集团购买其所持有的左权金隅水泥有限公司等7家公司股权的重大资产重组已于2019年3月实施完成。2.公司控股子公司金隅冀东水泥（唐山）有限责任公司以现金方式收购冀东砂石骨料有限公司所持冀东发展泾阳建材有限责任公司100%股权和涞水京涞建材有限责任公司85%股权，已于2019年12月实施完成。以上重组形成同一控制下企业合并，上年同期数据按照企业会计准则进行追溯调整。3.本公司于2018年12月发行2018年度第一期中期票据，本报告期预计未扣除其他权益工具的基本每股收益为1.989元/股—2.063元/股。",0,43.66,金隅冀东,水泥,1996-06-14,2020-01-08,,,,False,fallback_zero,0.0,43.66,0.0,fallback_zero,4,,水泥_4,,43.66,,481.394909548882,0.0906947687521541,0.0906947687521541,guidance_initial,0
000672.SZ,2020-01-07,2019-12-31,预增,53.0,60.0,225000.0,235000.0,147235.58,2020-01-07,预计净利润225000-235000万,本报告期业绩比上年同期上升的主要原因：1、2019年，公司按照稳中求进的总体战略规划，推进落实高质量发展计划，把握市场机遇，重抓节能降耗，严控成本费用，进一步夯实核心竞争力，全年主产品产销量保持增长，成本控制平稳，产品盈利大幅增长。2、受益供给侧结构性改革及去产能政策指引，水泥行业产能供给有效控制而总体市场需求保持稳定，市场秩序改善，公司所在区域产品价格上升，营业收入保持增长。3、全年砂石骨料产品销量增幅较高，骨料业务盈利大幅增长，全年砂石骨料业务实现净利润约2.1~2.3亿元。,0,56.5,上峰水泥,水泥,1996-12-18,2020-01-08,,,,False,fallback_zero,0.0,56.5,0.0,fallback_zero,4,,水泥_4,,56.5,,481.394909548882,0.11736725685975051,0.11736725685975051,guidance_initial,0
000739.SZ,2020-01-07,2019-12-31,预增,43.02,56.52,53000.0,58000.0,37057.0,2020-01-07,预计净利润53000-58000万,本报告期归属于上市公司股东的净利润同比增长主要是由于本期营业收入和毛利均同比增长。,0,49.77,普洛药业,化学制药,1997-05-09,2020-01-08,,,,False,fallback_zero,0.0,49.77,0.0,fallback_zero,4,,化学制药_4,,49.77,,481.394909548882,0.10338705086565989,0.10338705086565989,guidance_initial,0
000791.SZ,2020-01-08,2019-12-31,略减,-17.56,-11.38,40000.0,43000.0,48519.92,2020-01-08,预计净利润40000-43000万,本报告期与上年同期相比，预计归属于上市公司股东的净利润同比减少。本报告期公司所属电站发电量89.66亿千瓦时，上年同期发电量86.82亿千瓦时，同比增加2.84亿千瓦时（其中：水力发电业务本报告期发电量73.57亿千瓦时，上年同期发电量72.40亿千瓦时，同比增加1.17亿千瓦时；风力发电业务发电量为13.96亿千瓦时，上年同期发电量12.52亿千瓦时，同比增加1.44亿千瓦时；光伏发电业务发电量为2.13亿千瓦时，上年同期发电量1.90亿千瓦时，同比增加0.23亿千瓦时）。但由于2019年优先发电计划调整等因素影响，造成公司所属电站上网电量平均结算电价下降，营业收入同比减少。同时，公司控股子公司甘肃电投九甸峡水电开发有限责任公司于报告期内实施完成了债转股，公司持有的股权比例由90%下降为59.4%。,0,-14.469999999999999,甘肃能源,水力发电,1997-10-14,2020-01-09,,,,False,cross_sectional_90d_median,50.355000000000004,-64.825,0.0,fallback_zero,4,,水力发电_4,,-14.469999999999999,,481.394909548882,-0.03005848153558566,-0.03005848153558566,guidance_initial,0
000058.SZ,2020-01-10,2019-12-31,预增,133.37,133.37,6500.0,6500.0,2785.27,2020-01-10,预计净利润6500万,"本报告期内归属于上市公司股东的净利润较上年同期预计增长133.37%，主要原因如下：公司控股子公司深圳市赛格地产投资股份有限公司之控股子公司深圳市赛格新城市建设发展有限公司在2018年发生延期交楼、逾期办证导致的违约赔偿以及发生相关物业销售退回事项，使得2018年归属于上市公司股东的净利润减少，其中，上述违约赔偿属于非经常性损益，导致2018年归属于上市公司股东的净利润减少4,070.48万元。而以上事项在本报告期均未发生。",0,133.37,深赛格,商品城,1996-12-26,2020-01-13,,,,False,cross_sectional_90d_median,50.0625,83.3075,0.0,fallback_zero,4,,商品城_4,,133.37,,481.394909548882,0.2770490450864589,0.2770490450864589,guidance_initial,0
000090.SZ,2020-01-10,2019-12-31,预增,40.0,60.0,109420.0,125000.0,78157.77,2020-01-10,预计净利润109420-125000万,报告期业绩变动的主要原因是加强了建筑施工业务拓展影响建筑施工收入、利润增加；地产项目结转影响地产开发收入、利润增加。,0,50.0,天健集团,建筑工程,1999-07-21,2020-01-13,,,,False,cross_sectional_90d_median,50.0625,-0.0625,0.0,fallback_zero,4,,建筑工程_4,,50.0,,481.394909548882,0.10386482907942524,0.10386482907942524,guidance_initial,0
000513.SZ,2020-01-10,2019-12-31,略增,15.0,25.0,124450.0,135272.0,108217.49,2020-01-10,预计净利润124450-135272万,公司2019年度经营业绩与上年同期相比同向上升的主要原因是：公司不断深化营销体制改革，实行精细化管理，化学制剂业务板块盈利增长较上年明显加快；由于高端特色原料药业务的快速增长以及工艺提升带来的成本下降，原料药业务板块盈利大幅增长。,0,20.0,丽珠集团,化学制药,1993-10-28,2020-01-13,,,,False,cross_sectional_90d_median,50.0625,-30.0625,0.0,fallback_zero,4,,化学制药_4,,20.0,,481.394909548882,0.04154593163177009,0.04154593163177009,guidance_initial,0
000573.SZ,2020-01-11,2019-12-31,预增,5.67,55.63,5500.0,8100.0,5204.78,2020-01-11,预计净利润5500-8100万,公司预计2019年度经营业绩与上年同期相比实现同向上升，主要原因在于公司房地产业务板块的自营项目本期确认销售收入同比有较大增长，使得利润增长，同时合作项目万科置地“翡丽山”已预售商品房部分产品在2019年度内达到收入确认条件，并确认了项目的投资收益，对利润总额亦有所贡献，故使得公司2019年度业绩与去年同期相比实现同向上升。,0,30.650000000000002,粤宏远Ａ,区域地产,1994-08-15,2020-01-13,,,,False,cross_sectional_90d_median,50.1775,-19.5275,0.0,fallback_zero,4,,区域地产_4,,30.650000000000002,,481.394909548882,0.06366914022568768,0.06366914022568768,guidance_initial,0
000688.SZ,2020-01-11,2019-12-31,预减,-60.5,-49.39,16000.0,20500.0,40503.12,2020-01-11,预计净利润16000-20500万,"公司主要业绩来源于有色金属采选业务，主要产品为铅精矿、锌精矿等，主要产品的产销量和市场价格变动对公司业绩影响较大。报告期内，受市场价格下跌及加工费上涨等原因，导致公司主要产品销售结算单价大幅下降，具体如下：1、有色金属行业铅、锌价格同比下降2019年有色金属行业铅、锌价格自高位回落逐步走低，与上年同期相比下降幅度较大。根据上海有色网信息，2019年度SMM1#铅锭现货平均价格比上年同期相比下降2,449.57元/吨，下降幅度12.82%；SMM1#锌锭现货平均价格比上年同期相比下降3,186.33元/吨，下降幅度13.62%。2、冶炼厂向矿山企业结算扣减加工费上涨，导致对矿山企业结算单价大幅下降。受行业价格下降和加工费上涨影响，导致公司报告期主要产品铅精矿平均销售单价与上年同期相比减少1,770.72元/金属吨，下降幅度12.52%；锌精矿平均销售单价与上年同期相比减少3,979.37元/金属吨，下降幅度27.20%。面对复杂多变的经济环境，公司积极应对市场形势，加强成本管理，挖潜增效，力争减轻市场环境等对公司业绩的不利影响。",0,-54.945,国城矿业,铅锌,1997-01-20,2020-01-13,,,,False,cross_sectional_90d_median,50.1775,-105.1225,0.0,fallback_zero,4,,铅锌_4,,-54.945,,481.394909548882,-0.11413706067538039,-0.11413706067538039,guidance_initial,0
000790.SZ,2020-01-10,2019-12-31,预增,92.5,118.16,6000.0,6800.0,3116.94,2020-01-10,预计净利润6000-6800万,本报告期公司持续加强市场拓展及项目承接力度，销售规模同比增长，营业利润同比增长。,0,105.33,华神科技,中成药,1998-03-27,2020-01-13,,,,False,cross_sectional_90d_median,50.0625,55.2675,0.0,fallback_zero,4,,中成药_4,,105.33,,481.394909548882,0.21880164893871717,0.21880164893871717,guidance_initial,0
000792.SZ,2020-01-11,2019-12-31,续亏,-1269.4611,-1153.405,-4720000.0,-4320000.0,-344661.13,2019-10-31,预计净利润-4720000~-4320000万,公司报告期对业绩造成主要亏损的原因是破产重整进程中因资产处置预计产生的损失，初步预计对利润的影响金额约417.35亿元，此事项属非经常性损益。（一）经营情况及亏损情况......（二）破产重整进程中因资产处置预计产生的损失......（三）未决诉讼预计产生的损失......（四）承担保证责任预计产生的损失......（五）回购股权预计产生的损失......风险提示:（一）大额资产减值的风险。管理人自启动资产处置工作以来，持续通过公开招募投资人、公开拍卖处置、定向邀请等多种方式同步接洽有关投资人，但在前述将近2个月的持续公开拍卖过程中，无人参与竞拍。由于公开拍卖的结果不可预测，资产处置的成交价格亦难以确定，故而导致资产处置可能造成的损失不具备确认条件。子公司盐湖镁业与海纳化工进入重整程序后，以及盐湖股份管理人启动公开拍卖资产工作以来，公司在《子公司重整对公司重大影响的提示性公告》（内容详见2019年10月18日巨潮资讯网和《证券时报》披露的2019-071号公告）及后续重整进展相关公告中就公司可能因管理人处置资产导致巨额亏损的情形进行了风险提示。基于重整工作的推动及亏损资产剥离的客观需求，管理人于2019年12月27日与汇信资产管理签订《资产收购框架协议》，双方约定：如管理人后续继续采取公开拍卖或协议转让的方式处置盐湖股份资产包，且无其他主体愿意以超过人民币30亿元的价格通过参与第六次拍卖或者协议受让方式受让盐湖股份资产包的，2020年1月10日9时，资产包第六次拍卖已流拍，基本确认汇信资产管理为承接方、转让价30亿元基本确定的情况下第一时间进行了公告，切实保障广大投资者的合法权益。（二）公司股票存在暂停上市的风险。因公司2017年度、2018年度连续两个会计年度经审计的净利润均为负值，公司股票已于2019年4月30日起被实施退市风险警示。若2019年年度经审计的净利润继续为负值，根据《股票上市规则》第14.1.1条的规定，公司股票将面临暂停上市的风险。（三）公司股票存在终止上市的风险......,0,-1211.43305,盐湖股份,农药化肥,1997-09-04,2020-01-13,,,,False,cross_sectional_90d_median,50.1775,-1261.61055,0.0,fallback_zero,4,,农药化肥_4,,-1211.43305,,481.394909548882,-2.5165057335883363,-2.5165057335883363,guidance_initial,0
000678.SZ,2020-01-13,2019-12-31,扭亏,125.1323,125.1323,1500.0,1500.0,-5968.42,2020-01-13,预计净利润1500万,公司本报告期业绩预计同比扭亏为盈，主要是由于本年度公司实施三项制度改革、提质降本增效等措施，进一步加强成本管控，同时调整产品结构、加大开发高附加值产品，以及当期政府补贴收入和土地转让资产处置收益增加所致。本期非经常性损益政府补贴收入对本期净利润的影响预计在2500万元至3000万元，其中当期收到的稳岗就业补贴为1829万元。,0,125.1323,襄阳轴承,汽车配件,1997-01-06,2020-01-14,,,,False,cross_sectional_90d_median,49.77,75.3623,0.0,fallback_zero,4,,汽车配件_4,,125.1323,,481.394909548882,0.25993689903630723,0.25993689903630723,guidance_initial,0
000048.SZ,2020-01-14,2019-12-31,预增,117.19,174.35,95000.0,120000.0,43739.5,2020-01-14,预计净利润95000-120000万,"1、本报告期内公司对山海上园二期1栋商品房确认部分尾盘销售收入；对二期3、5栋已入伙商品房确认销售收入。2、公司2019年第三季度转让子公司深圳市康达尔（集团）运输有限公司和深圳市康达尔交通运输有限公司股权确认的投资收益影响非经常性损益8,234.63万元。",0,145.76999999999998,京基智农,农业综合,1994-11-01,2020-01-15,,,,False,cross_sectional_90d_median,49.885000000000005,95.88499999999998,0.0,fallback_zero,4,,农业综合_4,,145.76999999999998,,481.394909548882,0.30280752269815625,0.30280752269815625,guidance_initial,0
000589.SZ,2020-01-14,2019-12-31,预增,47.44,87.13,13000.0,16500.0,8817.31,2020-01-14,预计净利润13000-16500万,产品结构调整得当，成本控制水平提升，轮胎销售收入较上年增长，毛利率上升。,0,67.285,贵州轮胎,汽车配件,1996-03-08,2020-01-15,,,,False,cross_sectional_90d_median,49.885000000000005,17.39999999999999,0.0,fallback_zero,4,,汽车配件_4,,67.285,,481.394909548882,0.13977090049218252,0.13977090049218252,guidance_initial,0
000591.SZ,2020-01-14,2019-12-31,略增,0.91,7.87,87000.0,93000.0,86212.11,2020-01-14,预计净利润87000-93000万,公司业绩增加的主要原因是电站业务板块本期投产装机容量增加。,0,4.39,太阳能,新型电力,1996-02-08,2020-01-15,,,,False,cross_sectional_90d_median,49.885000000000005,-45.495000000000005,0.0,fallback_zero,4,,新型电力_4,,4.39,,481.394909548882,0.009119331993173534,0.009119331993173534,guidance_initial,0
000626.SZ,2020-01-14,2019-12-31,预增,152.0,236.0,12000.0,16000.0,4766.95,2020-01-14,预计净利润12000-16000万,2019年度公司根据对主要经营商品的研究，适时、适当地采取了相对稳健的经营策略。,0,194.0,远大控股,商贸代理,1996-11-28,2020-01-15,,,,False,cross_sectional_90d_median,49.885000000000005,144.115,0.0,fallback_zero,4,,商贸代理_4,,194.0,,481.394909548882,0.4029955368281699,0.4029955368281699,guidance_initial,0
000027.SZ,2020-01-15,2019-12-31,预增,95.0,168.0,135000.0,185000.0,69067.68,2020-01-15,预计净利润135000-185000万,"1.公司2019年业绩同比上升的主要原因是：（1）报告期内，受售电量增加、燃料成本降低的影响，火电、水电、风电、光伏发电及固废处理项目利润同比增加；（2）金融资产公允价值变动收益及投资收益同比增加；（3）项目并购确认营业外收入。2.2019年非经常性损益对归属于上市公司股东的净利润的影响金额预计约为15,500万元。",0,131.5,深圳能源,火力发电,1993-09-03,2020-01-16,,,,False,cross_sectional_90d_median,50.1775,81.32249999999999,0.0,fallback_zero,4,,火力发电_4,,131.5,,481.394909548882,0.27316450047888835,0.27316450047888835,guidance_initial,0
000629.SZ,2020-01-15,2019-12-31,预减,-55.0,-53.0,140000.0,146000.0,309018.0,2020-01-15,预计净利润140000-146000万,预计2019年度归属于上市公司股东的净利润与上年同期相比降幅为53%～55%，主要原因是报告期内钒产品的市场价格同比大幅下降。,0,-54.0,钒钛股份,小金属,1996-11-15,2020-01-16,,,,False,cross_sectional_90d_median,50.1775,-104.17750000000001,0.0,fallback_zero,4,,小金属_4,,-54.0,,481.394909548882,-0.11217401540577925,-0.11217401540577925,guidance_initial,0
000035.SZ,2020-01-16,2019-12-31,略增,8.1006,14.3673,69000.0,73000.0,63829.43,2020-01-16,预计净利润69000-73000万,2019年1月11日，公司以发行股份及支付现金的方式收购江苏德展投资有限公司100%股权事项完成股权变更，发行的股份于2019年2月1日在深圳证券交易所上市，2018年同期数据未包括江苏德展投资有限公司的盈利情况，而本公告预计的2019年1-12月业绩则包括了江苏德展投资有限公司2019年2月-12月的盈利情况，所以公司2019年度净利润较上年同期大幅度增长。,0,11.23395,中国天楹,环境保护,1994-04-08,2020-01-17,,,,False,cross_sectional_90d_median,50.1775,-38.94355,0.0,fallback_zero,4,,环境保护_4,,11.23395,,481.394909548882,0.023336245932736182,0.023336245932736182,guidance_initial,0
000049.SZ,2020-01-16,2019-12-31,略增,17.1,29.56,47000.0,52000.0,40100.0,2020-01-16,预计净利润47000-52000万,1、报告期内公司主营业务发展良好，销售增长导致净利润增加；2、报告期内公司二级控股子公司惠州新源着力进行客户优化和业务聚焦，亏损较去年同期大幅下降；3、报告期内公司积极调整外币资产负债结构，减少汇率波动对公司的影响，2019年财务费用较去年同期明显下降。,0,23.33,德赛电池,电气设备,1995-03-20,2020-01-17,,,,False,cross_sectional_90d_median,50.1775,-26.847500000000004,0.0,fallback_zero,4,,电气设备_4,,23.33,,481.394909548882,0.04846332924845981,0.04846332924845981,guidance_initial,0
000157.SZ,2020-01-16,2019-12-31,预增,112.89,122.79,430000.0,450000.0,201985.7,2020-01-16,预计净利润430000-450000万,1、2019年国内房地产和基建等下游行业需求保持较好增速，工程机械行业持续景气，全年保持中高速增长。公司在坚持高质量经营战略的前提下，激发销售队伍活力、提升客户服务能效，国内领先的混凝土设备、起重设备等产品市场反馈良好、产销两旺，土方设备、高空作业平台等新兴潜力产品实现了突破，海外业务持续增长，公司整体取得了明显好于行业平均水平的销售收入增速。2、公司着力研发和推出新产品，混凝土泵车、塔式起重机、工程起重机等4.0系列核心产品市场覆盖率增加、市场竞争力进一步加强。智能制造、规模效应、产品升级、结构优化和管理水平提升等因素使销售规模增长的同时，公司平均毛利水平同比大幅改善。3、公司继续严控各项成本费用，尤其是销售规模增长，管理费用率和财务费用率同比下降较快。,0,117.84,中联重科,工程机械,2000-10-12,2020-01-17,,,,False,cross_sectional_90d_median,50.1775,67.6625,0.0,fallback_zero,4,,工程机械_4,,117.84,,481.394909548882,0.2447886291743894,0.2447886291743894,guidance_initial,0
000403.SZ,2020-01-16,2019-12-31,预增,90.0,120.0,15196.0,17596.0,7998.0,2020-01-16,预计净利润15196-17596万,报告期内，公司持续推动经营变革，经营管理方面，积极清理历史遗留问题，快速甩掉历史包袱；推动两级架构合并，提高组织运营和决策效率；强化精细化管理能力，杜绝跑冒滴漏，降低公司经营费用；业务发展方面，加快销售团队建设，大力开发新客户，不断优化产品销售结构，调整产品销售策略，优化产品销售模式，积极应对市场变化，公司经营业绩显著提升。,0,105.0,派林生物,生物制药,1996-06-28,2020-01-17,,,,False,cross_sectional_90d_median,50.1775,54.8225,0.0,fallback_zero,4,,生物制药_4,,105.0,,481.394909548882,0.21811614106679297,0.21811614106679297,guidance_initial,0
000544.SZ,2020-01-16,2019-12-31,略增,1.37,15.85,42000.0,48000.0,41432.0,2020-01-16,预计净利润42000-48000万,"本报告期公司净利润较去年相比有所增长，主要原因是本期我公司与郑州市城市管理局签订《<郑州市城市污水处理特许经营协议>之2019年补充协议》，协议约定对公司五龙口污水处理厂项目（一期、二期）、马头岗污水处理厂项目（一期、二期）、南三环污水处理厂项目、马寨污水处理厂项目污水处理价格进行调整,污水处理服务费由1.79元／m3提升为1.96元／m3,支付日期从2016年7月1日起开始计算,根据会计准则及相关规定，我公司将相应的提价收入计入当期损益。",0,8.61,中原环保,环境保护,1993-12-08,2020-01-17,,,,False,cross_sectional_90d_median,50.1775,-41.5675,0.0,fallback_zero,4,,环境保护_4,,8.61,,481.394909548882,0.017885523567477024,0.017885523567477024,guidance_initial,0
000600.SZ,2020-01-16,2019-12-31,略增,45.89,45.89,63000.0,63000.0,43184.18,2020-01-16,预计净利润63000万,"公司2019年度预计实现归属于上市公司股东的净利润约63,000.00万元，同比增长约45.89%，主要原因是燃煤单价同比下降以及售热量同比增加综合影响公司火电主业利润同比增加。",0,45.89,建投能源,火力发电,1996-06-06,2020-01-17,,,,False,cross_sectional_90d_median,50.1775,-4.287500000000001,0.0,fallback_zero,4,,火力发电_4,,45.89,,481.394909548882,0.09532714012909647,0.09532714012909647,guidance_initial,0
000709.SZ,2020-01-16,2019-12-31,略减,-36.58,-25.54,230000.0,270000.0,362631.43,2020-01-16,预计净利润230000-270000万,2019年度公司归属于上市公司股东的净利润较上年同期下降，主要原因是钢铁行业产量较上年同期增加，市场供给增长导致钢材售价较上年同期下跌，同时原料价格特别是进口矿价格同比上涨，导致盈利水平下降。,0,-31.06,河钢股份,普钢,1997-04-16,2020-01-17,,,,False,cross_sectional_90d_median,50.1775,-81.2375,0.0,fallback_zero,4,,普钢_4,,-31.06,,481.394909548882,-0.06452083182413895,-0.06452083182413895,guidance_initial,0
000767.SZ,2020-01-16,2019-12-31,预减,-85.9106,-79.6486,4500.0,6500.0,31938.81,2020-01-16,预计净利润4500-6500万,本报告期业绩预计数与上年同期公告数下降的主要原因是上年同期转让山西漳泽电力股份有限公司蒲洲发电分公司全部资产及负债、转让大同煤矿集团财务有限公司20%股权所致，剔除上述因素的影响，公司本报告期归属于上市公司股东的净利润比上年同期预计增长约8亿元。,0,-82.7796,晋控电力,火力发电,1997-06-09,2020-01-17,,,,False,cross_sectional_90d_median,50.1775,-132.9571,0.0,fallback_zero,4,,火力发电_4,,-82.7796,,481.394909548882,-0.17195778010526377,-0.17195778010526377,guidance_initial,0
000809.SZ,2020-01-16,2019-12-31,首亏,-213.8037,-182.7663,-11000.0,-8000.0,9665.77,2020-01-16,预计净利润-11000~-8000万,主营业务土地出让较少，致2019年度业绩亏损。,0,-198.285,和展能源,电气设备,1998-06-16,2020-01-17,,,,False,cross_sectional_90d_median,50.1775,-248.4625,0.0,fallback_zero,4,,电气设备_4,,-198.285,,481.394909548882,-0.41189675268027665,-0.41189675268027665,guidance_initial,0
000818.SZ,2020-01-16,2020-03-31,续盈,-11.05,17.99,9800.0,13000.0,11018.0,2020-01-16,预计净利润9800-13000万,"公司业绩变动的原因包括（一）公司军民两用的芯片销售实现大幅增长：子公司长沙韶光向客户供应的FPGA芯片、自主可控的图形处理芯片(GPU)和总线接口芯片等芯片产品销量同比大幅增长；子公司威科电子的新能源汽车用电子模块、5G通讯用电子模块和高性能模块实现批量化供应；威科电子控股子公司威科射频研发出用于华为和中兴通讯等5G设备生产商的射频器件和高频材料并实现销售，这些射频器件和高频材料适用于5G通讯，能实现进口替代，解决国内5G设备生产商受制国外的问题，未来市场空间广阔；长沙韶光和威科电子通过大力拓广民用芯片市场，为公司发展打开更大的空间。（二）按公司经营板块划分，集成电路板块预计实现净利润3,800—4,500万元，同比增长52.67%—80.80%；化工板块预计实现净利润6,000—8,500万元，同比下滑30%—0%。（三）2019年一季度，公司化工主导产品的价格尚处于历史相对高位，2020年一季度化工产品平均售价尚未明显回升。受宏观经济的周期性波动影响，公司主要化工产品的销售价格有所波动，公司通过实施精细化管理来控制成本，随着2019年第二、三季度基数的回落，公司2020年后续季度化工业务盈利同比将提升。",0,3.469999999999999,航锦科技,化工原料,1997-10-17,2020-01-17,,,,False,fallback_zero,0.0,3.469999999999999,0.0,fallback_zero,1,,化工原料_1,,3.469999999999999,,481.394909548882,0.007208219138112109,0.007208219138112109,guidance_initial,0
000007.SZ,2020-01-17,2019-12-31,扭亏,112.2317,118.3475,2400.0,3600.0,-19621.21,2020-01-17,预计净利润2400-3600万,1、本业绩预告期间公司生产经营情况正常，业绩扭亏主要系公司2019年无需新增计提诉讼仲裁案件产生的预计负债及处置房产、转让持有的宁波保税港区佳杉资产管理合伙企业（有限合伙）（以下简称“佳杉资产”）劣后份额所致。2、公司2019年非经常性损益影响净利润约3400万元，其中处置房产影响净利润约1500万元，转让佳杉资产劣后份额影响净利润约1400万元，证券投资收益影响净利润约500万元。,1,115.28960000000001,全新好,其他商业,1992-04-13,2020-01-20,,,,False,cross_sectional_90d_median,45.89,69.3996,0.0,fallback_zero,4,,其他商业_4,,115.28960000000001,,481.394909548882,0.23949069197270606,0.23949069197270606,guidance_initial,0
000009.SZ,2020-01-18,2019-12-31,预增,30.98,59.04,28000.0,34000.0,21378.06,2020-01-18,预计净利润28000-34000万,"1、预计公司2019年归属于上市公司股东的净利润较上年同期上升，主要系公司高新技术产业业绩增长，证券投资公允价值变动收益同比增加所致。2、公司2019年证券投资公允价值变动收益约为14,000万元，对公司净利润的影响金额约为10,000万元。2019年6月27日，本公司2018年度股东大会审议通过了《2018年度权益分派预案》，本公司以2018年末总股本2,149,344,971股为基数，向股权登记日（2019年7月19日）在册的全体股东每10股转增2股，实施完成后本公司总股本为2,579,213,965股，增加了429,868,994股。依据中国证券监督管理委员会《公开发行证券的公司信息披露编报规则第9号——净资产收益率和每股收益的计算及披露（2010年修订）》的要求重新计算各比较期间的每股收益指标。",0,45.01,中国宝安,电气设备,1991-06-25,2020-01-20,,,,False,cross_sectional_90d_median,50.0,-4.990000000000002,0.0,fallback_zero,4,,电气设备_4,,45.01,,481.394909548882,0.09349911913729858,0.09349911913729858,guidance_initial,0
