ts_code,ann_date,end_date,n_income_attr_p,basic_eps,diluted_eps,actual_earnings,fiscal_year,fiscal_quarter,actual_earnings_single_q,expected_earnings,earnings_surprise_raw,expected_earnings_single_q,earnings_surprise_single_q,earnings_surprise
000001.SZ,2020-02-14,2019-12-31,28195000000.0,1.54,1.45,28195000000.0,2019,4,0.0,24818000000.0,0.136070593923765,0.0,,0.136070593923765
000001.SZ,2020-04-21,2020-03-31,8548000000.0,0.4,0.4,8548000000.0,2020,1,8548000000.0,7446000000.0,0.1479989255976363,7446000000.0,0.1479989255976363,0.1479989255976363
000001.SZ,2020-08-28,2020-06-30,13678000000.0,0.66,0.66,13678000000.0,2020,2,0.0,15403000000.0,-0.11199117055119133,0.0,,-0.11199117055119133
000001.SZ,2020-10-22,2020-09-30,22398000000.0,1.11,1.11,22398000000.0,2020,3,0.0,23621000000.0,-0.051775962067651664,8218000000.0,-1.0,-1.0
000001.SZ,2021-02-02,2020-12-31,28928000000.0,1.4,1.4,28928000000.0,2020,4,0.0,28195000000.0,0.0259975172902997,0.0,,0.0259975172902997
000001.SZ,2021-04-21,2021-03-31,10132000000.0,0.42,0.42,10132000000.0,2021,1,0.0,8548000000.0,0.18530650444548433,8548000000.0,-1.0,-1.0
000001.SZ,2021-08-20,2021-06-30,17583000000.0,0.8,0.8,17583000000.0,2021,2,7451000000.0,13678000000.0,0.28549495540283665,0.0,,0.28549495540283665
000001.SZ,2021-10-21,2021-09-30,29135000000.0,1.4,1.4,29135000000.0,2021,3,11552000000.0,22398000000.0,0.30078578444503973,0.0,,0.30078578444503973
000001.SZ,2022-03-10,2021-12-31,36336000000.0,1.73,1.73,36336000000.0,2021,4,0.0,28928000000.0,0.2560840707964602,0.0,,0.2560840707964602
000001.SZ,2022-04-27,2022-03-31,12850000000.0,0.56,0.56,12850000000.0,2022,1,12850000000.0,10132000000.0,0.268258981444927,0.0,,0.268258981444927
000001.SZ,2022-08-18,2022-06-30,22088000000.0,1.03,1.03,22088000000.0,2022,2,9238000000.0,17583000000.0,0.25621338793152476,7451000000.0,0.2398335793853174,0.2398335793853174
000001.SZ,2022-10-25,2022-09-30,36659000000.0,1.78,1.78,36659000000.0,2022,3,14571000000.0,29135000000.0,0.25824609576111207,11552000000.0,0.26134002770083103,0.26134002770083103
000001.SZ,2023-03-09,2022-12-31,45516000000.0,2.2,2.2,45516000000.0,2022,4,0.0,36336000000.0,0.25264200792602376,0.0,,0.25264200792602376
000001.SZ,2023-04-25,2023-03-31,14602000000.0,0.65,0.65,14602000000.0,2023,1,0.0,12850000000.0,0.13634241245136186,12850000000.0,-1.0,-1.0
000001.SZ,2023-08-24,2023-06-30,25387000000.0,1.2,1.2,25387000000.0,2023,2,10785000000.0,22088000000.0,0.14935711698659906,9238000000.0,0.1674604892833947,0.1674604892833947
000001.SZ,2023-10-25,2023-09-30,39635000000.0,1.94,1.94,39635000000.0,2023,3,14248000000.0,36659000000.0,0.08118061049128454,14571000000.0,-0.02216731864662686,-0.02216731864662686
000001.SZ,2024-03-15,2023-12-31,46455000000.0,2.25,2.25,46455000000.0,2023,4,6820000000.0,45516000000.0,0.020630108093857104,0.0,,0.020630108093857104
000001.SZ,2024-04-20,2024-03-31,14932000000.0,0.66,0.66,14932000000.0,2024,1,14932000000.0,14602000000.0,0.022599643884399397,0.0,,0.022599643884399397
000001.SZ,2024-08-16,2024-06-30,25879000000.0,1.23,1.23,25879000000.0,2024,2,10947000000.0,25387000000.0,0.019379997636585655,10785000000.0,0.01502086230876217,0.01502086230876217
000001.SZ,2024-10-19,2024-09-30,39729000000.0,1.94,1.94,39729000000.0,2024,3,13850000000.0,39635000000.0,0.0023716412261889745,14248000000.0,-0.027933745087029758,-0.027933745087029758
000001.SZ,2025-03-15,2024-12-31,44508000000.0,2.15,2.15,44508000000.0,2024,4,4779000000.0,46455000000.0,-0.04191152728446884,6820000000.0,-0.29926686217008797,-0.29926686217008797
000001.SZ,2025-04-19,2025-03-31,14096000000.0,0.62,0.62,14096000000.0,2025,1,14096000000.0,14932000000.0,-0.055987141709081166,14932000000.0,-0.055987141709081166,-0.055987141709081166
000001.SZ,2025-08-23,2025-06-30,24870000000.0,1.18,1.18,24870000000.0,2025,2,10774000000.0,25879000000.0,-0.03898914177518451,10947000000.0,-0.015803416461130905,-0.015803416461130905
000001.SZ,2025-10-25,2025-09-30,38339000000.0,1.87,1.87,38339000000.0,2025,3,13469000000.0,39729000000.0,-0.03498703717687332,13850000000.0,-0.027509025270758124,-0.027509025270758124
000001.SZ,2026-03-21,2025-12-31,42633000000.0,2.07,2.07,42633000000.0,2025,4,4294000000.0,44508000000.0,-0.04212725802102993,4779000000.0,-0.10148566645741787,-0.10148566645741787
000002.SZ,2020-03-18,2019-12-31,38872086881.32,3.47,3.47,38872086881.32,2019,4,0.0,33772651678.61,0.1509930357627127,0.0,,0.1509930357627127
000002.SZ,2020-04-28,2020-03-31,1249359312.96,0.111,0.111,1249359312.96,2020,1,0.0,1120626569.29,0.11487568401270533,1120626569.29,-1.0,-1.0
000002.SZ,2020-08-28,2020-06-30,12507519556.5,1.11,1.11,12507519556.5,2020,2,0.0,11841752171.43,0.05622203331330165,0.0,,0.05622203331330165
000002.SZ,2020-10-30,2020-09-30,19862827129.73,1.741,1.741,19862827129.73,2020,3,0.0,18240745065.0,0.08892630530988672,0.0,,0.08892630530988672
000002.SZ,2021-03-31,2020-12-31,41515544941.31,3.62,3.62,41515544941.31,2020,4,0.0,38872086881.32,0.0680040170742753,0.0,,0.0680040170742753
000002.SZ,2021-04-23,2021-03-31,1292286264.34,0.1112,0.1112,1292286264.34,2021,1,1292286264.34,1249359312.96,0.03435917188490533,0.0,,0.03435917188490533
000002.SZ,2021-08-30,2021-06-30,11046937585.87,0.95,0.95,11046937585.87,2021,2,9754651321.53,12507519556.5,-0.1167763091660291,0.0,,-0.1167763091660291
000002.SZ,2021-10-29,2021-09-30,16688796291.88,1.436,1.436,16688796291.88,2021,3,5641858706.009998,19862827129.73,-0.15979753622782225,0.0,,-0.15979753622782225
000002.SZ,2022-03-31,2021-12-31,22524033383.22,1.94,1.94,22524033383.22,2021,4,0.0,41515544941.31,-0.4574554322950128,0.0,,-0.4574554322950128
000002.SZ,2022-04-29,2022-03-31,1428994048.18,0.1229,0.1229,1428994048.18,2022,1,0.0,1292286264.34,0.10578753919497855,1292286264.34,-1.0,-1.0
000002.SZ,2022-08-31,2022-06-30,12222659217.79,1.05,1.05,12222659217.79,2022,2,10793665169.61,11046937585.87,0.10642964376152997,9754651321.53,0.10651470912002135,0.10651470912002135
000002.SZ,2022-10-29,2022-09-30,17050421834.82,1.4697,1.4697,17050421834.82,2022,3,4827762617.029999,16688796291.88,0.02166876128243898,5641858706.009998,-0.14429572440599805,-0.14429572440599805
000002.SZ,2023-03-31,2022-12-31,22617778516.45,1.95,1.95,22617778516.45,2022,4,0.0,22524033383.22,0.004162004718916727,0.0,,0.004162004718916727
000002.SZ,2023-04-29,2023-03-31,1445811341.87,0.1251,0.1251,1445811341.87,2023,1,1445811341.87,1428994048.18,0.011768624027104041,0.0,,0.011768624027104041
000002.SZ,2023-08-31,2023-06-30,9870472245.91,0.84,0.84,9870472245.91,2023,2,8424660904.04,12222659217.79,-0.1924447806297674,10793665169.61,-0.2194809852208523,-0.2194809852208523
000002.SZ,2023-10-28,2023-09-30,13621477419.62,1.1585,1.1585,13621477419.62,2023,3,3751005173.710001,17050421834.82,-0.20110613381995532,4827762617.029999,-0.22303446311169509,-0.22303446311169509
000002.SZ,2024-03-29,2023-12-31,12162684368.86,1.03,1.03,12162684368.86,2023,4,-1458793050.7600002,22617778516.45,-0.46225115079210666,0.0,,-0.46225115079210666
000002.SZ,2024-04-30,2024-03-31,-361967511.52,-0.0305,-0.0305,-361967511.52,2024,1,0.0,1445811341.87,-1.2503559773240085,1445811341.87,-1.0,-1.0
000002.SZ,2024-08-31,2024-06-30,-9852499598.84,-0.83,-0.83,-9852499598.84,2024,2,-9490532087.32,9870472245.91,-1.9981791502349397,8424660904.04,-2.126517992287247,-2.126517992287247
000002.SZ,2024-10-31,2024-09-30,-17943298450.09,-1.5132,-1.5132,-17943298450.09,2024,3,-8090798851.25,13621477419.62,-2.317279902710477,3751005173.710001,-3.1569681929411058,-3.1569681929411058
000002.SZ,2025-04-01,2024-12-31,-49478429211.96,-4.17,-4.17,-49478429211.96,2024,4,-31535130761.87,12162684368.86,-5.068051731954759,-1458793050.7600002,-20.61727514772631,-20.61727514772631
000002.SZ,2025-04-30,2025-03-31,-6246208543.03,-0.5268,-0.5268,-6246208543.03,2025,1,-6246208543.03,-361967511.52,-16.256268433596354,0.0,,-16.256268433596354
000002.SZ,2025-08-23,2025-06-30,-11946573688.12,-1.01,-1.01,-11946573688.12,2025,2,-5700365145.090001,-9852499598.84,-0.21254241812164598,-9490532087.32,0.39936295534935506,0.39936295534935506
000002.SZ,2025-10-31,2025-09-30,-28015835676.94,-2.3578,-2.3578,-28015835676.94,2025,3,0.0,-17943298450.09,-0.5613537140268364,-8090798851.25,1.0,1.0
000002.SZ,2026-04-01,2025-12-31,-88556470495.64,-7.45,-7.45,-88556470495.64,2025,4,-60540634818.7,-49478429211.96,-0.7897995531805201,-31535130761.87,-0.9197838523600276,-0.9197838523600276
000004.SZ,2020-04-28,2020-03-31,3816023.46,0.0231,0.0231,3816023.46,2020,1,3816023.46,5350063.36,-0.28673303412989865,5350063.36,-0.28673303412989865,-0.28673303412989865
000004.SZ,2020-08-31,2020-06-30,2574595.02,0.0156,0.0156,2574595.02,2020,2,0.0,-1918824.57,2.3417563336704617,-7268887.930000001,1.0,1.0
000004.SZ,2020-10-30,2020-09-30,57440874.21,0.348,0.348,57440874.21,2020,3,0.0,-9941144.51,6.7780946803679445,-8022319.9399999995,1.0,1.0
000004.SZ,2021-04-28,2021-03-31,4299341.11,0.026,0.026,4299341.11,2021,1,4299341.11,3816023.46,0.1266547900101223,3816023.46,0.1266547900101223,0.1266547900101223
000004.SZ,2021-08-27,2021-06-30,6087423.98,0.0369,0.0369,6087423.98,2021,2,1788082.87,2574595.02,1.3644200088602674,0.0,,1.3644200088602674
000004.SZ,2021-10-27,2021-09-30,33736616.71,0.2069,0.2069,33736616.71,2021,3,0.0,57440874.21,-0.4126722969664218,0.0,,-0.4126722969664218
000004.SZ,2022-04-30,2022-03-31,-12571613.62,-0.0806,-0.0806,-12571613.62,2022,1,0.0,4299341.11,-3.92407913174398,4299341.11,-1.0,-1.0
000004.SZ,2022-08-25,2022-06-30,-35373745.37,-0.2268,-0.2268,-35373745.37,2022,2,-22802131.75,6087423.98,-6.8109547628387785,1788082.87,-13.752279065231468,-13.752279065231468
000004.SZ,2022-10-28,2022-09-30,-56765647.34,-0.3763,-0.3763,-56765647.34,2022,3,-21391901.970000006,33736616.71,-2.6826123327053684,0.0,,-2.6826123327053684
000004.SZ,2023-04-29,2023-03-31,-7427185.74,-0.0559,-0.0559,-7427185.74,2023,1,0.0,-12571613.62,0.4092098306152046,0.0,,0.4092098306152046
000004.SZ,2023-08-24,2023-06-30,-27926410.56,-0.2102,-0.2102,-27926410.56,2023,2,-20499224.82,-35373745.37,0.21053283253166583,-22802131.75,0.10099524707815968,0.10099524707815968
000004.SZ,2023-10-28,2023-09-30,-35199744.3,-0.2652,-0.2652,-35199744.3,2023,3,0.0,-56765647.34,0.3799111619538171,-21391901.970000006,1.0,1.0
000004.SZ,2024-04-30,2024-03-31,-10752477.74,-0.0812,-0.0812,-10752477.74,2024,1,-10752477.74,-7427185.74,-0.4477189767977985,0.0,,-0.4477189767977985
000004.SZ,2024-08-23,2024-06-30,-19004856.97,-0.1436,-0.1436,-19004856.97,2024,2,-8252379.229999999,-27926410.56,0.31946653404783293,-20499224.82,0.5974296929536286,0.5974296929536286
000004.SZ,2024-10-26,2024-09-30,-35826755.05,-0.2706,-0.2706,-35826755.05,2024,3,-16821898.08,-35199744.3,-0.017812934794529178,0.0,,-0.017812934794529178
000004.SZ,2025-04-29,2025-03-31,-11689086.68,-0.0883,-0.0883,-11689086.68,2025,1,0.0,-10752477.74,-0.0871063361066767,-10752477.74,1.0,1.0
000004.SZ,2025-08-23,2025-06-30,-41840848.33,-0.3161,-0.3161,-41840848.33,2025,2,-30151761.65,-19004856.97,-1.201587120389678,-8252379.229999999,-2.653705290274209,-2.653705290274209
000004.SZ,2025-10-31,2025-09-30,-27090875.75,-0.2046,-0.2046,-27090875.75,2025,3,14749972.579999998,-35826755.05,0.2438367440145824,-16821898.08,1.876831645861452,1.876831645861452
000006.SZ,2020-04-09,2019-12-31,801163074.41,0.5935,0.5935,801163074.41,2019,4,0.0,874243319.22,-0.08359256880018513,0.0,,-0.08359256880018513
000006.SZ,2020-04-30,2020-03-31,127952311.57,0.0948,0.0948,127952311.57,2020,1,0.0,110881968.57,0.15395057663702516,110881968.57,-1.0,-1.0
000006.SZ,2020-08-28,2020-06-30,217420178.69,0.1611,0.1611,217420178.69,2020,2,0.0,203409521.11,0.06887906477309529,0.0,,0.06887906477309529
000006.SZ,2020-10-29,2020-09-30,510432355.16,0.3781,0.3781,510432355.16,2020,3,0.0,451836067.36,0.1296848393320347,0.0,,0.1296848393320347
000006.SZ,2021-03-31,2020-12-31,864638857.34,0.6405,0.6405,864638857.34,2020,4,0.0,801163074.41,0.07922954134742854,0.0,,0.07922954134742854
000006.SZ,2021-04-29,2021-03-31,269373883.33,0.1995,0.1995,269373883.33,2021,1,269373883.33,127952311.57,1.1052678144281218,0.0,,1.1052678144281218
000006.SZ,2021-08-27,2021-06-30,388083889.43,0.2875,0.2875,388083889.43,2021,2,118710006.10000002,217420178.69,0.7849488109534403,0.0,,0.7849488109534403
000006.SZ,2021-10-29,2021-09-30,562022994.04,0.42,0.42,562022994.04,2021,3,173939104.60999995,510432355.16,0.10107243077063237,0.0,,0.10107243077063237
000006.SZ,2022-04-16,2021-12-31,541690150.63,0.4013,0.4013,541690150.63,2021,4,0.0,864638857.34,-0.37350704744351737,0.0,,-0.37350704744351737
000006.SZ,2022-04-28,2022-03-31,44431954.3,0.0329,0.0329,44431954.3,2022,1,0.0,269373883.33,-0.8350547063036245,269373883.33,-1.0,-1.0
000006.SZ,2022-08-25,2022-06-30,222779662.63,0.165,0.165,222779662.63,2022,2,178347708.32999998,388083889.43,-0.4259497271138757,118710006.10000002,0.5023814267161423,0.5023814267161423
000006.SZ,2022-10-28,2022-09-30,201083388.86,0.149,0.149,201083388.86,2022,3,0.0,562022994.04,-0.6422150143456788,173939104.60999995,-1.0,-1.0
000006.SZ,2023-04-28,2022-12-31,419619088.67,0.3108,0.3108,419619088.67,2022,4,218535699.81,541690150.63,-0.22535219039524365,0.0,,-0.22535219039524365
000006.SZ,2023-04-29,2023-03-31,-12085882.25,-0.009,-0.009,-12085882.25,2023,1,-12085882.25,44431954.3,-1.2720087927800197,0.0,,-1.2720087927800197
000006.SZ,2023-08-25,2023-06-30,8488151.84,0.0063,0.0063,8488151.84,2023,2,0.0,222779662.63,-0.9618988926556666,178347708.32999998,-1.0,-1.0
000006.SZ,2023-10-27,2023-09-30,-1225715.98,-0.0009,-0.0009,-1225715.98,2023,3,-9713867.82,201083388.86,-1.0060955605878183,0.0,,-1.0060955605878183
000006.SZ,2024-04-27,2024-03-31,-26597661.42,-0.0197,-0.0197,-26597661.42,2024,1,-26597661.42,-12085882.25,-1.2007215418634416,-12085882.25,-1.2007215418634416,-1.2007215418634416
000006.SZ,2024-08-30,2024-06-30,-345992320.73,-0.2563,-0.2563,-345992320.73,2024,2,-319394659.31,8488151.84,-41.76179682596253,0.0,,-41.76179682596253
000006.SZ,2024-10-31,2024-09-30,-523537572.78,-0.3878,-0.3878,-523537572.78,2024,3,-177545252.04999995,-1225715.98,-426.1279654688029,-9713867.82,-17.277503394111445,-17.277503394111445
000006.SZ,2025-04-26,2025-03-31,-25936023.31,-0.0192,-0.0192,-25936023.31,2025,1,-25936023.31,-26597661.42,0.024875800152207632,-26597661.42,0.024875800152207632,0.024875800152207632
000006.SZ,2025-08-29,2025-06-30,-70976610.99,-0.0526,-0.0526,-70976610.99,2025,2,0.0,-345992320.73,0.7948607332086205,-319394659.31,1.0,1.0
000006.SZ,2025-10-30,2025-09-30,-6997084.34,-0.0052,-0.0052,-6997084.34,2025,3,0.0,-523537572.78,0.9866349910612046,-177545252.04999995,1.0,1.0
000006.SZ,2026-04-03,2025-12-31,-42257500.5,-0.0313,-0.0313,-42257500.5,2025,4,-35260416.16,-1568365378.32,0.9730563419187018,-1044827805.54,0.9662524140599644,0.9662524140599644
000007.SZ,2020-04-29,2019-12-31,22287512.19,0.0643,0.0643,22287512.19,2019,4,0.0,-196212068.92,1.1135888954878057,0.0,,1.1135888954878057
000007.SZ,2020-04-30,2020-03-31,-22803450.18,-0.0658,-0.0658,-22803450.18,2020,1,0.0,8888205.5,-3.565585390661816,8888205.5,-1.0,-1.0
000007.SZ,2020-08-28,2020-06-30,-29809621.17,-0.086,-0.086,-29809621.17,2020,2,0.0,-4105103.17,-6.261600972138296,0.0,,-6.261600972138296
000007.SZ,2020-10-31,2020-09-30,-45516937.06,-0.1314,-0.1314,-45516937.06,2020,3,0.0,-9310041.3,-3.8890155900812173,-5204938.130000001,1.0,1.0
000007.SZ,2021-04-29,2021-03-31,-1289465.67,-0.0037,-0.0037,-1289465.67,2021,1,-1289465.67,-22803450.18,0.9434530450514483,0.0,,0.9434530450514483
000007.SZ,2021-08-27,2021-06-30,-2284058.28,-0.0066,-0.0066,-2284058.28,2021,2,-994592.6099999999,-29809621.17,0.92337848686589,0.0,,0.92337848686589
000007.SZ,2021-10-29,2021-09-30,-2311959.04,-0.0067,-0.0067,-2311959.04,2021,3,0.0,-45516937.06,0.9492066208903205,0.0,,0.9492066208903205
000007.SZ,2022-04-30,2022-03-31,-4443902.93,-0.0128,-0.0128,-4443902.93,2022,1,0.0,-1289465.67,-2.4463134873532537,-1289465.67,1.0,1.0
000007.SZ,2022-08-30,2022-06-30,-9989822.79,-0.0288,-0.0288,-9989822.79,2022,2,-5545919.859999999,-2284058.28,-3.3737162389744277,-994592.6099999999,-4.576071855189031,-4.576071855189031
000007.SZ,2022-10-26,2022-09-30,-8933380.24,-0.0258,-0.0258,-8933380.24,2022,3,1056442.5499999989,-2311959.04,-2.8639872443414913,0.0,,-2.8639872443414913
000007.SZ,2023-04-29,2023-03-31,-232199.04,-0.0007,-0.0007,-232199.04,2023,1,-232199.04,-4443902.93,0.9477488496806568,0.0,,0.9477488496806568
000007.SZ,2023-08-30,2023-06-30,12136746.88,0.035,0.035,12136746.88,2023,2,12368945.92,-9989822.79,2.2149111285686782,-5545919.859999999,3.2302785168626658,3.2302785168626658
000007.SZ,2023-10-31,2023-09-30,10847119.51,0.0313,0.0313,10847119.51,2023,3,-1289627.370000001,-8933380.24,2.214223420316429,1056442.5499999989,-2.2207264559724544,-2.2207264559724544
000007.SZ,2024-04-29,2024-03-31,640801.15,0.0018,0.0018,640801.15,2024,1,640801.15,-232199.04,3.7597062847460525,-232199.04,3.7597062847460525,3.7597062847460525
000007.SZ,2024-08-31,2024-06-30,3096026.42,0.0089,0.0089,3096026.42,2024,2,2455225.27,12136746.88,-0.7449047549057891,12368945.92,-0.8015008485056098,-0.8015008485056098
000007.SZ,2024-10-31,2024-09-30,3176090.93,0.0092,0.0092,3176090.93,2024,3,80064.51000000024,10847119.51,-0.7071949906081564,-1289627.370000001,1.062083445080729,1.062083445080729
000007.SZ,2025-04-25,2024-12-31,56421651.57,0.16,0.16,56421651.57,2024,4,53245560.64,35969277.16,0.568606767353787,25122157.65,1.119466065845662,1.119466065845662
000007.SZ,2025-04-30,2025-03-31,1772378.55,0.0051,0.0051,1772378.55,2025,1,1772378.55,640801.15,1.7658791654790256,640801.15,1.7658791654790256,1.7658791654790256
000007.SZ,2025-08-30,2025-06-30,3388288.42,0.0098,0.0098,3388288.42,2025,2,1615909.8699999999,3096026.42,0.09439906523795104,2455225.27,-0.34184863208091704,-0.34184863208091704
000007.SZ,2025-10-31,2025-09-30,3417961.92,0.0099,0.0099,3417961.92,2025,3,0.0,3176090.93,0.07615367296804684,80064.51000000024,-1.0,-1.0
000008.SZ,2020-04-24,2019-12-31,434380320.18,0.161,0.161,434380320.18,2019,4,0.0,325051555.98,0.33634284220047495,0.0,,0.33634284220047495
000008.SZ,2020-04-30,2020-03-31,-108210287.27,-0.0425,-0.0425,-108210287.27,2020,1,0.0,11740265.79,-10.217021931664464,11740265.79,-1.0,-1.0
000008.SZ,2020-08-29,2020-06-30,-291997588.3,-0.1147,-0.1147,-291997588.3,2020,2,0.0,66213204.77,-5.4099600572769555,54472938.980000004,-1.0,-1.0
000008.SZ,2020-10-31,2020-09-30,-241726611.36,-0.095,-0.095,-241726611.36,2020,3,0.0,148428830.38,-2.6285691313550323,0.0,,-2.6285691313550323
000008.SZ,2021-04-20,2020-12-31,-894441536.86,-0.33,-0.33,-894441536.86,2020,4,0.0,434380320.18,-3.059120764240328,0.0,,-3.059120764240328
000008.SZ,2021-04-27,2021-03-31,-86010317.61,-0.0317,-0.0317,-86010317.61,2021,1,-86010317.61,-108210287.27,0.20515581484972797,0.0,,0.20515581484972797
000008.SZ,2021-08-28,2021-06-30,-148797139.24,-0.0548,-0.0548,-148797139.24,2021,2,-62786821.63000001,-291997588.3,0.4904165472520103,0.0,,0.4904165472520103
000008.SZ,2021-10-29,2021-09-30,-98556630.09,-0.036,-0.036,-98556630.09,2021,3,0.0,-241726611.36,0.5922805952745476,0.0,,0.5922805952745476
000008.SZ,2022-04-29,2021-12-31,-1394367506.68,-0.55,-0.55,-1394367506.68,2021,4,0.0,-894441536.86,-0.558925261426281,0.0,,-0.558925261426281
000008.SZ,2022-04-30,2022-03-31,-51340179.91,-0.0189,-0.0189,-51340179.91,2022,1,0.0,-86010317.61,0.4030927761156073,-86010317.61,1.0,1.0
000008.SZ,2022-08-31,2022-06-30,-84238757.26,-0.031,-0.031,-84238757.26,2022,2,-32898577.35000001,-148797139.24,0.43386843530554425,-62786821.63000001,0.47602734943536584,0.47602734943536584
000008.SZ,2022-10-29,2022-09-30,-175140095.63,-0.0645,-0.0645,-175140095.63,2022,3,-90901338.36999999,-98556630.09,-0.7770503665767129,0.0,,-0.7770503665767129
000008.SZ,2023-04-22,2022-12-31,-846257790.47,-0.31,-0.31,-846257790.47,2022,4,0.0,-1394367506.68,0.3930884172100751,0.0,,0.3930884172100751
000008.SZ,2023-04-28,2023-03-31,-32949016.59,-0.0121,-0.0121,-32949016.59,2023,1,-32949016.59,-51340179.91,0.35822163756028796,0.0,,0.35822163756028796
000008.SZ,2023-08-26,2023-06-30,-83604239.18,-0.0307,-0.0307,-83604239.18,2023,2,0.0,-84238757.26,0.007532377027376842,-32898577.35000001,1.0,1.0
000008.SZ,2023-10-28,2023-09-30,-145407060.9,-0.0534,-0.0534,-145407060.9,2023,3,-61802821.72,-175140095.63,0.1697671491102405,-90901338.36999999,0.32011098155187695,0.32011098155187695
000008.SZ,2024-04-16,2023-12-31,-828273298.53,-0.31,-0.31,-828273298.53,2023,4,-682866237.63,-846257790.47,0.021251788925939125,0.0,,0.021251788925939125
000008.SZ,2024-04-30,2024-03-31,-48618413.77,-0.0179,-0.0179,-48618413.77,2024,1,-48618413.77,-32949016.59,-0.47556494249833403,-32949016.59,-0.47556494249833403,-0.47556494249833403
000008.SZ,2024-08-30,2024-06-30,-174561452.26,-0.0643,-0.0643,-174561452.26,2024,2,-125943038.48999998,-83604239.18,-1.087949773505731,0.0,,-1.087949773505731
000008.SZ,2024-10-31,2024-09-30,-179856296.77,-0.0662,-0.0662,-179856296.77,2024,3,-5294844.51000002,-145407060.9,-0.2369158392775134,-61802821.72,0.9143268161122398,0.9143268161122398
000008.SZ,2025-04-19,2024-12-31,-545308746.31,-0.2,-0.2,-545308746.31,2024,4,-365452449.53999996,-828273298.53,0.3416318656199577,-682866237.63,0.4648257163681675,0.4648257163681675
000008.SZ,2025-04-29,2025-03-31,-42625888.92,-0.0157,-0.0157,-42625888.92,2025,1,-42625888.92,-48618413.77,0.12325628060078113,-48618413.77,0.12325628060078113,0.12325628060078113
000008.SZ,2025-08-27,2025-06-30,-94968888.81,-0.035,-0.035,-94968888.81,2025,2,-52342999.89,-174561452.26,0.4559572713192779,-125943038.48999998,0.5843914795325817,0.5843914795325817
000008.SZ,2025-10-27,2025-09-30,-87225768.84,-0.0321,-0.0321,-87225768.84,2025,3,7743119.969999999,-179856296.77,0.5150252150941137,-5294844.51000002,2.462388547081238,2.462388547081238
000009.SZ,2020-04-29,2020-03-31,40189518.93,0.0156,0.0156,40189518.93,2020,1,0.0,66088064.54,-0.3918793172453224,66088064.54,-1.0,-1.0
000009.SZ,2020-08-28,2020-06-30,135287660.25,0.0525,0.0525,135287660.25,2020,2,0.0,138075594.7,-0.02019136297082332,0.0,,-0.02019136297082332
000009.SZ,2020-10-29,2020-09-30,521577260.58,0.2022,0.2022,521577260.58,2020,3,0.0,200688169.57,1.598943732944228,0.0,,1.598943732944228
000009.SZ,2021-03-27,2020-12-31,661761423.4,0.26,0.26,661761423.4,2020,4,0.0,301136296.48,1.1975478583464312,0.0,,1.1975478583464312
000009.SZ,2021-04-24,2021-03-31,190270285.88,0.0738,0.0738,190270285.88,2021,1,190270285.88,40189518.93,3.7343260368804816,0.0,,3.7343260368804816
000009.SZ,2021-08-25,2021-06-30,680433180.54,0.2638,0.2638,680433180.54,2021,2,490162894.65999997,135287660.25,4.029528778032067,0.0,,4.029528778032067
000009.SZ,2021-10-26,2021-09-30,892569119.1,0.3461,0.3461,892569119.1,2021,3,212135938.56000006,521577260.58,0.7112884064528672,0.0,,0.7112884064528672
000009.SZ,2022-03-31,2021-12-31,1035599088.75,0.4,0.4,1035599088.75,2021,4,0.0,661761423.4,0.5649130519414318,0.0,,0.5649130519414318
000009.SZ,2022-04-28,2022-03-31,165134224.14,0.064,0.064,165134224.14,2022,1,0.0,190270285.88,-0.13210713182957462,190270285.88,-1.0,-1.0
000009.SZ,2022-08-23,2022-06-30,423195842.67,0.1641,0.1641,423195842.67,2022,2,258061618.53000003,680433180.54,-0.37804937387952375,490162894.65999997,-0.47351865810037763,-0.47351865810037763
000009.SZ,2022-10-27,2022-09-30,575535984.92,0.2231,0.2231,575535984.92,2022,3,152340142.24999994,892569119.1,-0.3551916903641844,212135938.56000006,-0.28187489925516607,-0.28187489925516607
000009.SZ,2023-04-15,2022-12-31,1156580360.59,0.45,0.45,1156580360.59,2022,4,0.0,1035599088.75,0.11682249738750547,0.0,,0.11682249738750547
000009.SZ,2023-04-29,2023-03-31,239346190.45,0.0928,0.0928,239346190.45,2023,1,239346190.45,165134224.14,0.44940391185708095,0.0,,0.44940391185708095
000009.SZ,2023-08-29,2023-06-30,491669061.64,0.1906,0.1906,491669061.64,2023,2,0.0,423195842.67,0.161800311028561,258061618.53000003,-1.0,-1.0
000009.SZ,2023-10-31,2023-09-30,678521085.66,0.2631,0.2631,678521085.66,2023,3,0.0,575535984.92,0.17893772663809204,152340142.24999994,-1.0,-1.0
000009.SZ,2024-04-16,2023-12-31,756459343.67,0.29,0.29,756459343.67,2023,4,77938258.00999999,1156580360.59,-0.3459517648353362,0.0,,-0.3459517648353362
000009.SZ,2024-04-30,2024-03-31,70773244.88,0.0274,0.0274,70773244.88,2024,1,0.0,239346190.45,-0.7043059480205736,239346190.45,-1.0,-1.0
000009.SZ,2024-08-30,2024-06-30,195791762.24,0.0759,0.0759,195791762.24,2024,2,125018517.36000001,491669061.64,-0.6017814064059237,0.0,,-0.6017814064059237
000009.SZ,2024-10-31,2024-09-30,385380060.3,0.1494,0.1494,385380060.3,2024,3,189588298.06,678521085.66,-0.4320293525953738,0.0,,-0.4320293525953738
