ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
000428.SZ,20251029,20250930,-0.1533,-0.1533,0.3907,0.3907,1.4251,0.0845,-1.2015,8171107.68,-164377548.47,53915427.82,0.3117,0.1613,0.1521,11.0059,0.4121,0.2033,0.0872,-193614875.4,-122411286.65,,-270157241.02,-115722741.02,1322019218.19,121106027.83,2208764048.43,2060523069.86,1018762473.27,-2148416257.86,-497346872.64,3055315751.39,-1138076428.56,-0.1533,1.3679,0.0223,-1.1169,0.0046,-0.1201,-0.2651,-0.1136,-49.0991,13.5431,86.4569,55.6175,-49.0991,3.3315,32.7854,19.5005,,148.6343,-50.2398,-30.7486,-10.6126,-10.61,-11.1678,-2.6828,-4.2839,-3.9449,-14.1501,-3.5771,81.1812,5.3138,3.1,21.6278,78.3722,22.647,72.2925,45.6185,85.4716,14.5284,0.0073,4.3138,0.3817,0.631,0.279,0.4612,0.4944,0.0062,392.6305,-5.7119,-3.4235,2509425272.97,-50.0454,2.8967,143.0008,-3.4891,-3.6417,-1.4161,8.6638,-40.0,-40.0,-61.6179,-34.6088,-34.3556,-39.9936,-28.45,-61.5685,-63.1537,-10.0776,-2.7819,-10.0779,-12.5182,-12.5182,-2.6003,-13.0184,-14.1953
000428.SZ,20250826,20250630,-0.1047,-0.1047,0.2484,0.2484,1.4251,0.0845,-1.1529,6005440.65,-112707249.39,33252089.67,0.2947,0.1384,0.1321,7.7979,0.2746,0.1286,0.0557,-131283615.42,-84335026.84,13398260.25,-43775920.32,2038579.68,1299562699.74,122347690.33,2121984506.51,2035333706.44,1062196878.4,-2116600456.44,-502027557.05,3032545324.66,-1088571796.51,-0.1047,1.4171,0.01,-1.0684,-0.0552,-0.0828,-0.043,0.002,-52.1716,13.1354,86.8646,58.03,-52.1716,3.5804,34.2892,20.1604,0.0127,151.8601,-53.7017,-33.3143,-7.1279,-7.13,-7.5291,-1.8573,-2.9086,-2.7279,-14.2558,-3.7146,79.5584,4.892,3.0334,19.8495,80.1505,23.8457,69.9737,47.6138,84.6748,15.3252,0.0034,3.892,0.4074,0.6805,0.2997,0.5006,0.5219,0.0029,406.9603,-5.8172,-2.3498,2530026364.9,-53.2831,3.1375,140.7995,-2.956,-3.0988,-1.215,0.2099,-35.4463,-35.4463,-80.1193,-35.5901,-35.0715,-35.4615,-32.08,-80.1515,-55.4008,-6.8433,-3.7324,-6.8443,-17.3378,-17.3378,-19.5362,28.4903,-12.8309
000428.SZ,20250423,20250331,-0.0622,-0.0622,0.1168,0.1168,1.4251,0.0845,-1.1104,3912978.28,-67301236.44,3257031.97,0.2951,0.1488,0.1433,4.0969,0.125,0.0601,0.0259,-76563997.53,-53506863.97,,-145440983.77,-83440983.77,1325558101.48,123178676.89,2153880325.95,1997312924.22,1098620963.04,-2259074870.65,-536309196.58,3118632965.65,-1045258245.93,-0.0622,1.459,0.0097,-1.0258,0.0128,-0.0525,-0.1427,-0.0819,-64.911,2.7363,97.2637,60.6491,-64.911,4.0796,35.5508,21.0188,,164.3227,-66.5911,-44.952,-4.1749,-4.12,-4.4327,-1.1639,-1.6807,-1.7069,-16.6996,-4.6556,78.8773,4.7342,3.0279,20.7081,79.2919,24.0537,69.0649,47.6686,88.9601,11.0399,0.0031,3.7342,0.4126,0.6902,0.305,0.5101,0.55,0.0027,386.4878,-6.7228,-1.3788,2550373970.11,-65.7779,4.0796,164.3227,-4.1749,-4.4327,-1.6807,8.3161,-35.2174,-35.2174,-67.7741,-32.0873,-30.535,-35.2632,-29.2,-67.7239,-53.7081,-4.0889,-1.2922,-4.0896,-14.7124,-14.7124,-14.7124,16.5574,-11.9999
000428.SZ,20250423,20250331,-0.0622,-0.0622,0.1168,0.1168,1.4251,0.0845,-1.1104,3912978.28,-67301236.44,3257031.97,0.2951,0.1488,0.1433,4.0969,0.125,0.0601,0.0259,-76563997.53,-53506863.97,,,,1325558101.48,123178676.89,2153880325.95,1997312924.22,1098620963.04,-2259074870.65,-536309196.58,3118632965.65,-1045258245.93,-0.0622,1.459,0.0097,-1.0258,0.0128,-0.0525,,,-64.911,2.7363,97.2637,60.6491,-64.911,4.0796,35.5508,21.0188,,164.3227,-66.5911,-44.952,-4.1749,-4.12,-4.4327,-1.1639,-1.6807,-1.7069,-16.6996,-4.6556,78.8773,4.7342,3.0279,20.7081,79.2919,24.0537,69.0649,47.6686,88.9601,11.0399,0.0031,3.7342,0.4126,0.6902,0.305,0.5101,0.55,0.0027,386.4878,-6.7228,-1.3788,2550373970.11,-65.7779,4.0796,164.3227,-4.1749,-4.4327,-1.6807,8.3161,-35.2174,-35.2174,-67.7741,-32.0873,-30.535,-35.2632,-29.2,-67.7239,-53.7081,-4.0889,-1.2922,-4.0896,-14.7124,-14.7124,-14.7124,16.5574,-11.9999
000428.SZ,20250423,20241231,-0.1779,-0.1779,0.5927,0.5927,1.4251,0.0845,-1.0481,40783155.53,-222043043.61,97681939.08,0.3023,0.1545,0.1483,26.1639,0.591,0.2926,0.1278,-259110129.77,-127891540.82,69041138.51,20800609.1,158200609.1,1352205205.74,124246577.84,2108693081.74,1965124524.24,1157082919.68,-2214168803.76,-536481330.52,3150710034.74,-981869987.77,-0.1779,1.5212,0.0862,-0.9636,-0.0315,-0.1255,0.0204,0.1553,-38.2853,16.1753,83.8247,52.4756,-38.2853,3.3637,31.3526,17.7592,0.0227,142.9065,-40.3341,-21.1778,-11.2083,-11.05,-13.7301,-2.7076,-4.8947,-3.9824,-11.2083,-2.7076,77.4804,4.4406,2.9208,20.7318,79.2682,25.0063,66.9276,49.1951,88.517,11.483,0.0277,3.4406,0.4323,0.7351,0.3227,0.5487,0.5888,0.0245,360.7474,-4.8947,-3.8374,2571633443.99,-38.7266,4.0033,172.3176,-4.3901,-5.9269,-1.848,19.2488,-48.995,-48.995,-1.1468,-71.1558,-63.1323,-48.9972,5.71,-1.1781,-63.2798,-7.9789,-4.3725,-8.7473,-12.1729,-12.1729,-16.625,-96.5857,-8.7473
000428.SZ,20241031,20240930,-0.1095,-0.1095,0.4466,0.4466,1.4251,0.0845,-0.9798,16391292.25,-127972437.9,103791394.8,0.3116,0.1603,0.1524,12.8165,0.4436,0.2195,0.096,-151482785.55,-67968627.34,,-216946807.71,-129146807.71,1341441021.55,124975816.24,2063805361.14,1940269008.88,1229550863.03,-2137985147.96,-497405201.88,3192159717.66,-912191245.34,-0.1095,1.5942,0.0581,-0.8952,-0.0446,-0.0667,-0.2129,-0.1267,-31.9522,22.8078,77.1922,51.4424,-31.9522,3.1546,30.4154,17.8724,-0.0138,133.2878,-32.6507,-14.9359,-6.7446,-6.72,-7.7353,-1.4342,-3.0681,-2.1029,-8.9928,-1.9123,75.779,4.1286,2.8646,20.7697,79.2303,26.3933,64.6523,50.8863,87.9706,12.0294,0.0191,3.1286,0.4601,0.7871,0.3483,0.5958,0.6337,0.0168,396.4315,-4.0908,-2.3544,2586347005.42,-32.5856,3.3782,137.0388,-2.0002,-2.5995,-1.0142,5.2929,-16.6134,-16.6134,-31.9672,-6.7198,-6.6471,-16.5872,-9.3,-32.012,-23.189,-3.563,-3.7233,-4.3685,-10.6119,-10.6119,-26.8994,-20.0424,-5.3591
000428.SZ,20240828,20240630,-0.0773,-0.0773,0.3006,0.3006,1.4251,0.0845,-0.9476,6560868.22,-85329958.18,72802282.25,0.299,0.1503,0.1429,9.578,0.3017,0.1469,0.0644,-96360358.44,-45229858.27,53907885.82,24013784.78,38413784.78,1363855440.16,126166217.13,2021160518.21,1927217297.02,1253780423.42,-2218062397.72,-511878303.0,3196163563.83,-879379189.65,-0.0773,1.6257,0.0503,-0.863,-0.0737,-0.0444,0.0236,0.0377,-32.0061,23.7725,76.2275,51.3741,-32.0061,3.0459,30.2683,18.0599,-0.0204,131.465,-32.7391,-14.7691,-4.7155,-4.7,-5.1083,-0.9516,-2.0622,-1.3985,-9.431,-1.9032,74.9262,3.9882,2.8454,20.1853,79.8147,26.7548,63.2371,51.8261,90.1116,9.8884,0.0162,2.9882,0.4718,0.8196,0.3571,0.6203,0.6506,0.0146,395.5986,-4.1244,-1.6572,2608207066.58,-32.6086,2.8012,122.6064,-1.9073,-1.9868,-0.8175,12.3714,-5.457,-5.457,78.3688,6.5214,6.701,-5.4399,8.54,78.4176,-10.2668,-1.6575,-3.1527,-2.4803,0.2421,0.2421,-3.3528,32.921,-4.3775
000428.SZ,20240430,20240331,-0.046,-0.046,0.137,0.137,1.4251,0.0845,-0.9162,5229452.81,-52092343.49,24113912.01,0.3244,0.1669,0.1595,5.1852,0.1358,0.0666,0.0291,-58679641.89,-31636728.62,,-114080341.94,-104080341.94,1383308273.08,126570243.95,2039621456.15,1908049668.7,1278979484.99,-2021222882.85,-544330252.69,3254225271.59,-847472990.37,-0.046,1.6579,0.0301,-0.8317,-0.0367,-0.031,-0.112,-0.1021,-42.5535,17.278,82.722,57.9127,-42.5535,3.3381,34.0417,20.5329,0.0,142.0449,-42.9973,-22.6682,-2.7781,-2.77,-3.0881,-0.6602,-1.2394,-0.9695,-11.1124,-2.6408,74.5051,3.9224,2.8408,20.3721,79.6279,26.8462,62.6761,51.9118,84.2872,15.7128,0.0103,2.9224,0.4759,0.8283,0.3603,0.6271,0.6703,0.0086,398.5515,-4.9576,-0.9779,2630828032.27,-42.9773,3.3381,142.0449,-2.7781,-3.0881,-1.2394,21.9747,-6.9767,-6.9767,736.1111,0.6503,0.9319,-6.8991,14.77,741.2629,-11.5703,0.2904,-1.5424,-0.5446,4.9021,4.9021,4.9021,-621.3063,-4.1867
000428.SZ,20240410,20231231,-0.1232,-0.1232,0.6748,0.6748,1.4251,0.0845,-0.8842,111760351.53,-237339643.75,147810549.19,0.3578,0.1905,0.1853,26.5815,0.6361,0.2989,0.1359,-284525982.48,-12067623.75,203368407.03,1831000.89,-66838999.11,1428983957.99,118637427.21,2050006932.75,1879231832.06,1252125978.8,-1945662892.73,-515512587.3,3272207964.15,-814789866.71,-0.1232,1.6531,0.0872,-0.7997,-0.0132,-0.0118,0.0018,-0.0656,-24.5083,21.4967,78.5033,56.3015,-24.5083,3.0734,33.0637,20.1644,0.0221,141.3798,-21.4584,-1.755,-7.1937,-7.19,-13.5958,-0.2386,-3.3318,-0.3924,-7.1937,-0.2386,74.6422,3.9436,2.8973,22.4955,77.5045,25.9786,62.649,51.4758,84.2196,15.7804,0.0293,2.9436,0.4682,0.8217,0.348,0.6108,0.6663,0.0247,429.584,-3.3318,-2.4828,2530201713.59,-21.6109,4.144,182.5351,-1.7569,-7.0722,-0.6504,1.0283,59.5933,59.5933,1644.0,59.6318,59.528,59.5821,33.76,1646.5514,56.6406,-6.7836,-8.9896,-6.784,45.1886,45.1886,105.5975,73.9778,-6.784
000428.SZ,20231027,20230930,-0.0939,-0.0939,0.4996,0.4996,1.4251,0.0834,-0.8537,21379625.59,-117085813.66,133056938.72,0.2925,0.077,0.0689,11.5659,0.5051,0.2099,0.0988,-137199231.94,-49304478.4,,-140749466.16,-159319466.16,1409346476.85,121484306.53,2223141690.98,2080757154.0,1237201801.83,-2268996412.2,-613634518.29,3475665289.21,-784916762.56,-0.0939,1.6845,0.0854,-0.7703,-0.0426,-0.0484,-0.1381,-0.1564,-26.8243,26.136,73.864,50.1654,-26.8243,2.698,28.6697,18.7977,0.0288,126.9497,-27.3481,-9.6848,-5.4327,-5.44,-6.6463,-0.9571,-2.651,-1.3735,-7.2436,-1.2761,74.982,3.9971,2.9241,18.7376,81.2624,24.7119,63.9631,49.382,85.432,14.568,0.0271,2.9971,0.4572,0.772,0.3296,0.5565,0.5946,0.0232,537.3365,-3.5347,-1.8579,2873491165.39,-27.3122,2.7939,115.7084,-1.2179,-1.3793,-0.6191,28.6257,46.4347,46.4347,3062.963,33.4916,34.6021,46.4311,49.74,3028.2909,39.6242,-5.013,-5.4649,-5.0154,31.6281,31.6281,24.9872,31.7671,-11.2742
