ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
000401.SZ,20260327,20251231,0.082,0.082,9.217,9.217,6.3515,0.5272,2.5436,446165815.02,-227461682.16,5423328589.0,0.842,0.6566,0.5952,10.0243,1.775,0.805,0.4201,-310346564.58,1089053632.57,4445805587.5,891152626.5438,-602325207.2162,6275809737.6,2024075817.17,19439652744.61,13394600912.58,17069917868.41,-2484292732.32,916873803.47,49024852746.01,8162661966.54,0.0823,10.259,1.2606,3.0707,-0.3423,0.4097,0.3352,-0.2266,0.5241,22.1352,77.8648,18.2657,0.5241,2.0489,14.3493,1.8675,-2.8968,101.2667,1.8404,4.445,0.7921,0.79,-0.8238,1.8674,0.2202,0.4531,0.7921,1.8674,48.3902,1.9376,2.1121,23.0925,76.9075,29.7776,39.6526,56.2209,56.6773,43.3227,0.2131,0.9376,0.9936,1.4178,0.6154,0.8781,1.2744,0.1208,89.6721,0.2202,0.375,30668094707.68,2.5543,2.1286,102.8361,0.6481,-0.4618,0.1934,21.5621,121.9839,124.4776,5.3397,158.8794,169.8297,122.0685,79.35,5.3372,122.1482,-0.3632,-3.3536,-0.3599,-3.1073,-3.1073,-11.9416,-23.8234,-0.3599
000401.SZ,20251029,20250930,0.0143,0.0143,6.9878,6.9878,6.3507,0.5272,2.4764,140723668.35,-100368786.12,3912515717.53,0.8833,0.6998,0.6321,6.9065,1.3327,0.6025,0.3149,-142280932.11,642776665.38,,-2196384685.2067,-3378698138.0267,7161798525.06,2310631538.82,19616241179.84,14125842999.84,16667497992.59,-1785334109.27,854862496.32,49185817801.37,7984095699.51,0.0152,10.2263,0.7799,3.0036,-0.5207,0.2418,-0.8263,-1.271,0.0876,21.0633,78.9367,19.3158,0.0876,2.0235,15.3975,1.8948,,100.766,1.4181,3.4604,0.1464,0.15,-0.3641,1.0897,0.0276,0.0735,0.1952,1.4529,49.5901,1.9837,2.1396,23.0267,76.9733,28.4146,39.8819,55.8601,52.5716,47.4284,0.1356,0.9837,0.9445,1.4006,0.573,0.8497,1.1799,0.0713,90.5506,0.0368,0.0684,31565036592.63,1.5506,1.8979,98.3919,0.7091,0.5767,0.3306,11.5346,112.8136,115.5943,17.6497,202.5095,235.2544,113.5981,79.53,17.6587,114.0345,-0.6808,-1.1054,-0.6743,0.0963,0.0963,-7.1309,-74.0384,-3.1091
000401.SZ,20250828,20250630,-0.0594,-0.0594,4.4243,4.4243,6.3498,0.5272,2.4034,104516830.71,-258140818.62,2401278266.0,0.8167,0.6387,0.5798,4.798,0.8209,0.3794,0.1974,-251860115.09,280682738.92,1963020165.08,-551278966.7101,-644473822.6201,7536499978.91,2293513522.65,20653417263.41,14304227862.41,16371807627.27,-3206602819.17,398815760.88,49991789709.46,7790119560.87,-0.0578,10.1372,0.4842,2.9306,-0.2133,0.1056,-0.2074,-0.2424,-1.5271,20.4177,79.5823,19.8659,-1.5271,2.0962,15.683,2.0867,,102.1415,0.1468,2.3866,-0.5596,-0.56,-0.9404,0.4712,-0.3015,-2.9809,-1.1192,0.9424,50.9571,2.039,2.17,23.8784,76.1216,27.3676,41.3136,54.4858,57.3791,42.6209,0.0736,1.039,0.8935,1.3188,0.5371,0.7927,1.1445,0.0422,94.2192,-0.603,-0.2579,31906145558.01,0.2888,1.5024,90.6021,2.6648,2.4962,1.2564,20.2785,80.4154,78.702,54.5977,101.9852,104.0621,80.9439,71.88,54.5912,80.5841,-1.5462,0.8563,-1.5303,4.8228,4.8228,-0.2651,201.8554,-1.8532
000401.SZ,20250828,20250630,-0.0594,-0.0594,4.4243,4.4243,6.3498,0.5272,2.4034,104516830.71,-258140818.62,2401278266.0,0.8167,0.6387,0.5362,4.798,0.8209,0.3794,0.1974,-251860115.09,280682738.92,1963020165.08,,,7536499978.91,2293513522.65,20653417263.41,14304227862.41,16371807627.27,-3206602819.17,398815760.88,49991789709.46,7790119560.87,-0.0578,10.1372,0.4842,2.9306,-0.2133,0.1056,,,-1.5271,20.4177,79.5823,19.8659,-1.5271,2.0962,15.683,2.0867,,102.1415,0.1468,2.3866,-0.5596,-0.56,-0.9404,0.4712,-0.3015,-2.9809,-1.1192,0.9424,50.9571,2.039,2.17,23.8784,76.1216,27.3676,41.3136,54.4858,57.3791,42.6209,0.0736,1.039,0.8935,1.3188,0.5371,0.7927,1.1445,0.0422,94.2192,-0.603,-0.2579,31906145558.01,0.2888,1.5024,90.6021,2.6648,2.4962,1.2564,20.2785,80.4154,78.702,54.5977,101.9852,104.0621,80.9439,71.88,54.5912,80.5841,-1.5462,0.8563,-1.5303,4.8228,4.8228,-0.2651,201.8554,-1.8532
000401.SZ,20250430,20250331,-0.328,-0.308,1.4682,1.4682,6.4205,0.5272,2.2328,58998806.5,-932097903.25,330091784.98,0.8121,0.629,0.5719,1.5791,0.2712,0.1252,0.0656,-990355342.23,-805838842.53,,-1662260414.06,-646236097.85,7282529315.86,2132136315.24,21610481191.38,14760947374.58,16333225282.24,-3333702741.81,280618343.46,50320496416.3,7336433763.23,-0.3285,9.9575,-0.1152,2.7599,-0.0138,-0.3032,-0.6253,-0.2431,-23.8472,8.458,91.542,30.814,-23.8472,3.2919,24.5248,2.9973,,125.3761,-23.8509,-20.6482,-3.2086,-3.24,-3.4254,-1.3538,-1.5635,-1.6254,-12.8344,-5.4152,51.9378,2.0806,2.1875,24.1276,75.8724,27.3427,42.9457,53.1807,57.2,42.8,-0.0173,1.0806,0.8626,1.2383,0.5265,0.7558,1.1065,-0.0099,132.9888,-6.254,-1.4668,32128309118.42,-23.6642,3.2919,125.3761,-3.2086,-3.4254,-1.5635,-7.848,20.0,20.0,63.3004,28.2524,28.4629,19.9111,18.25,63.7175,18.0484,-3.2914,0.7102,-3.257,16.8223,16.8223,16.8223,-82.9231,-3.0297
000401.SZ,20250430,20250331,-0.328,-0.308,1.4682,1.4682,6.4205,0.5272,2.2328,58998806.5,-932097903.25,330091784.98,0.8121,0.629,0.5458,1.5791,0.2712,0.1252,0.0656,-990355342.23,-805838842.53,,,,7282529315.86,2132136315.24,21610481191.38,14760947374.58,16333225282.24,-3333702741.81,280618343.46,50320496416.3,7336433763.23,-0.3285,9.9575,-0.1152,2.7599,-0.0138,-0.3032,,,-23.8472,8.458,91.542,30.814,-23.8472,3.2919,24.5248,2.9973,,125.3761,-23.8509,-20.6482,-3.2086,-3.24,-3.4254,-1.3538,-1.5635,-1.6254,-12.8344,-5.4152,51.9378,2.0806,2.1875,24.1276,75.8724,27.3427,42.9457,53.1807,57.2,42.8,-0.0173,1.0806,0.8626,1.2383,0.5265,0.7558,1.1065,-0.0099,132.9888,-6.254,-1.4668,32128309118.42,-23.6642,3.2919,125.3761,-3.2086,-3.4254,-1.5635,-7.848,20.0,20.0,63.3004,28.2524,28.4629,19.9111,18.25,63.7175,18.0484,-3.2914,0.7102,-3.257,16.8223,16.8223,16.8223,-82.9231,-3.0297
000401.SZ,20250328,20241231,-0.373,-0.335,9.5126,9.5126,6.4205,0.5272,2.5612,110602730.04,-1101626989.26,4578044211.14,0.8883,0.7163,0.6547,10.7472,1.7826,0.7967,0.4241,-1272455542.58,-349053579.59,3473663019.86,3037727373.96,2808684288.51,7759949346.68,1949183081.5,20346165176.29,13411477087.61,17625902535.49,-1806223510.41,-325279274.48,49604764491.49,8209532859.98,-0.3728,10.2964,1.1967,3.0884,0.2238,-0.1313,1.1428,1.0566,-4.4919,18.1046,81.8954,19.3849,-4.4919,1.972,15.1947,2.2182,-1.2273,105.0321,-3.0286,-1.3804,-3.5155,-3.51,-3.9078,-0.5855,-1.9052,-0.877,-3.5155,-0.5855,50.6716,2.0272,2.1148,24.226,75.774,29.7163,41.0166,55.7643,53.8194,46.1806,0.1967,1.0272,0.9204,1.3596,0.5864,0.8663,1.3142,0.1058,84.9286,-1.9052,-1.6623,32075600247.39,-3.5442,1.7967,109.3434,-2.4787,-2.1825,-1.2108,21.088,32.6715,34.0551,6.4017,60.3636,51.939,33.1409,33.46,6.7355,29.9315,-3.7198,-1.7747,-4.5803,-10.4427,-10.4427,14.2377,-183.0145,-4.5803
000401.SZ,20241030,20240930,-0.1116,-0.0917,6.9811,6.9811,6.4229,0.5272,2.8224,193546638.13,-490314300.14,3363937328.11,1.0234,0.7991,0.6453,8.6652,1.2443,0.5855,0.3084,-643697806.22,203642083.5,,-1779810763.37,-981041942.49,7533149968.3,1464365654.63,21324828522.0,14309926185.01,18719612912.26,362626709.27,1278503833.55,51439412857.86,8903789457.19,-0.1116,10.5579,0.6629,3.3495,0.2748,0.0766,-0.6696,-0.3691,-2.2139,18.1274,81.8726,19.4158,-2.2139,2.0356,15.0925,2.2877,,103.4687,-1.3847,1.0974,-1.0399,-1.04,-1.7181,0.3384,-0.6827,0.7649,-1.3865,0.4512,50.1719,2.0069,2.1088,26.1869,73.8131,30.9738,41.4562,55.1267,50.9985,49.0015,0.1139,1.0069,0.9352,1.3298,0.6174,0.8778,1.3082,0.0581,89.8318,-0.9103,-0.4931,32176016749.89,-1.1476,1.9512,94.1258,1.8157,1.524,0.8041,12.6664,3.876,4.8755,-22.2313,47.9911,53.283,3.8403,-9.73,-21.9102,2.5996,-1.2745,0.0851,-2.1825,-16.9492,-16.9492,-6.6299,38.7721,-5.452
000401.SZ,20240831,20240630,-0.3033,-0.2789,4.2208,4.2208,6.4229,0.5272,2.6308,111698839.67,-917865640.58,1542904142.0,0.9655,0.7524,0.6102,5.153,0.7904,0.3512,0.188,-1074715666.67,-550658877.2,1393840049.43,432230116.93,761471349.78,7413116898.47,1480332378.7,20966546515.26,14892861808.22,17943942631.66,-513779768.49,900861478.55,50513040098.01,8394390318.29,-0.3033,10.3307,0.3132,3.1579,-0.0755,-0.2072,0.1626,0.2865,-7.9563,13.7518,86.2482,20.8293,-7.9563,2.0908,16.1616,2.5768,,109.5788,-7.7537,-4.908,-2.8551,-2.85,-3.2507,-0.9229,-1.4962,-1.1552,-5.7102,-1.8458,50.2639,2.0106,2.1131,24.219,75.781,30.2054,41.5072,54.9418,49.9044,50.0956,0.0559,1.0106,0.9294,1.3237,0.6009,0.8558,1.2049,0.0279,93.6165,-2.9924,-1.3512,32550963335.39,-7.4515,1.4435,96.7491,1.0569,0.8036,0.5356,21.1598,-120.2614,-129.1701,-15.7838,-57.7172,-62.7507,-120.1805,-97.05,-14.9808,-135.6418,-3.399,-1.6213,-4.2663,-22.5474,-22.5474,-15.2944,133.6762,-7.2792
000401.SZ,20240427,20240331,-0.413,-0.388,1.2568,1.2568,6.4858,0.5272,2.4725,41576908.29,-1140247529.16,-75247703.49,0.9752,0.7373,0.6191,1.5946,0.2331,0.1042,0.0557,-1330848941.7,-1158592768.33,,-2274794935.58,-497669652.39,6875709914.18,1518642234.44,22327838165.57,15688457935.85,17610104333.87,-372396626.73,1148707676.1,51689538970.92,7973834018.27,-0.4133,10.2721,-0.3139,2.9997,0.1629,-0.4359,-0.8558,-0.1872,-36.2998,-2.2524,102.2524,34.6621,-36.2998,3.6176,26.5734,4.4712,0.0,139.8372,-39.2629,-34.6809,-3.9018,-4.11,-4.0495,-1.9309,-2.021,-2.2503,-15.6072,-7.7236,51.1322,2.0463,2.131,24.4055,75.5945,29.3092,43.196,53.3897,48.9425,51.0575,-0.0555,1.0463,0.8983,1.236,0.5732,0.7887,1.1225,-0.0272,144.8578,-8.084,-1.831,32951841762.8,-39.0724,3.6176,139.8372,-3.9018,-4.0495,-2.021,-24.98,-38.5906,-39.0681,-352.3055,-30.6017,-31.1578,-38.6829,-37.49,-352.527,-50.296,-3.947,-0.4996,-4.8039,-35.5607,-35.5607,-35.5607,9.6315,-7.7268
000401.SZ,20240328,20231231,-0.564,-0.518,10.6218,10.6218,6.4858,0.5272,2.8859,157225801.27,-1655598775.41,3326247802.44,0.901,0.6994,0.581,15.1183,1.8722,0.8714,0.4631,-2430986384.35,-1293305387.24,2552286512.2,1854295377.04,2031794486.38,7107681273.44,1531044770.13,20687347507.08,14468213717.88,18798265586.99,-1538033805.31,674918064.77,51284077512.65,9072504639.14,-0.5637,10.6942,1.1247,3.413,-0.0573,-0.4865,0.6976,0.7643,-6.1924,11.7805,88.2195,17.3413,-6.1924,1.7956,13.3708,2.1749,-1.0078,108.6098,-6.9712,-4.5805,-5.0437,-5.09,-5.5729,-2.1212,-2.8677,-2.4857,-5.0437,-2.1212,48.9398,1.9585,2.0523,23.3663,76.6337,31.3708,40.3387,55.9998,52.9896,47.0104,0.1924,0.9585,0.9793,1.3882,0.641,0.9087,1.2993,0.1019,77.4251,-2.8677,-2.4575,33472488968.81,-6.7325,1.9448,125.2174,-4.0065,-4.1177,-2.1207,12.2895,-209.9415,-202.3715,31.7442,-213.551,-204.3462,-210.362,-247.84,31.7531,-217.9628,-6.5053,-3.4335,-6.4434,-18.2624,-18.2624,-18.0987,-3784.5503,-6.4434
000401.SZ,20231028,20230930,-0.1212,-0.1013,8.4058,8.4058,6.4922,0.5272,3.3283,124569036.31,-446826917.0,3241614090.97,1.1694,0.9134,0.7227,10.995,1.352,0.6914,0.3581,-945493856.0,-25845870.89,,-1338826690.46,-490430994.96,8207533029.83,1434076081.41,21283012179.49,13935976694.95,20413682095.5,2446850063.09,1337947238.97,53129161743.83,10248619732.59,-0.1212,11.1731,0.8524,3.8555,0.3786,-0.0097,-0.5037,-0.1845,-2.0025,14.5075,85.4925,16.8513,-2.0025,1.7562,13.0387,2.0564,0.0,104.2315,-2.3132,-0.1157,-1.062,-1.07,-1.4725,-0.0414,-0.7171,-0.0488,-1.416,-0.0552,49.266,1.9711,2.0562,26.9114,73.0886,32.521,40.059,56.4512,46.7125,53.2875,0.1569,0.9711,0.9698,1.4092,0.6601,0.9592,1.4648,0.0733,80.9723,-0.9561,-0.5165,33682984769.85,-2.142,1.8371,101.5216,0.1559,0.0633,0.0124,16.2518,-119.7137,-116.9172,-3.367,-124.1452,-122.2832,-119.7186,-129.31,-3.367,-120.371,-2.3185,1.156,-2.2963,-18.3054,-18.3054,-25.1981,-91.2082,-3.2026
