ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
000518.SZ,20260418,20251231,-0.036,-0.036,0.3345,0.3345,0.0346,0.0368,-0.7469,4256145.34,-41348409.7,128462055.88,3.6269,1.5634,1.5588,5.1166,0.8285,6.9991,0.6489,-46030636.71,-39271798.36,-21191706.75,87195988.36,87725988.36,91026433.59,13496904.73,30156583.94,-59395407.63,318526289.98,278634574.39,203986803.37,389519331.46,-731121188.55,-0.036,0.325,0.0759,-0.7101,0.0696,-0.0381,0.0847,0.0852,-11.502,37.302,62.698,46.4603,-11.502,18.5289,27.4367,0.4947,-0.9179,113.3661,-11.7674,-11.4035,-10.5028,-10.5,-11.7079,-7.3997,-7.4636,-9.5232,-10.5028,-7.3997,27.2608,1.3748,1.5028,77.8688,22.1312,64.4734,7.742,85.9061,78.7575,21.2425,0.7365,0.3748,2.4846,11.0961,2.3651,10.5624,,0.58,552.8036,-7.4636,-6.989,74354868.41,-11.8834,26.0324,159.5858,-7.0339,-7.6747,-5.2065,-11.706,66.2921,66.2921,5321.4286,48.6097,64.0171,66.2778,48.92,5245.55,62.5398,-9.9723,-12.9291,-9.9787,69.2158,69.2158,5.2319,-1026.6341,-9.9787
000518.SZ,20251025,20250930,-0.0123,-0.0123,0.2859,0.2859,0.0346,0.0368,-0.7232,2033862.55,-14731212.87,99526984.35,4.448,1.9568,1.8912,4.1947,0.698,5.9472,0.5469,-16232256.48,-12704867.37,,76038526.55,66568526.55,84228809.67,12977668.49,26459903.76,-59522576.42,343300190.93,307619981.66,226477235.0,411937924.9,-706726274.51,-0.0123,0.3487,0.0816,-0.6864,0.0662,-0.0123,0.0739,0.0647,-4.5845,33.8097,66.1903,37.5799,-4.5845,17.2542,19.8467,0.479,0.0,105.5142,-4.4605,-4.3159,-3.4753,-3.48,-4.0319,-2.3603,-2.5072,-2.9993,-4.6337,-3.1471,24.2891,1.3208,1.4733,77.9418,22.0582,67.4269,6.4233,87.1529,72.1429,27.8571,0.9412,0.3208,2.9031,13.5683,2.776,12.9744,,0.679,467.7132,-3.3429,-2.3589,75746136.29,-4.7822,9.613,102.9057,-0.7211,-0.7694,-0.6008,30.0596,13.3803,13.3803,11557.1429,15.8576,9.3668,13.1339,9.61,11516.5686,-13.0152,-3.4072,-10.2676,-3.4159,88.7082,88.7082,124.1205,-163.3264,-23.1377
000518.SZ,20250827,20250630,-0.0098,-0.0098,0.1767,0.1767,0.0346,0.0368,-0.7207,1860153.44,-11959100.84,63093789.05,4.0064,1.2714,1.2456,2.7276,0.4266,3.5962,0.3334,-12964064.82,-9972930.22,-890568.39,53144044.02,43674044.02,95233393.99,12723541.8,27169605.39,-21419033.08,345579919.14,304728474.2,262128930.9,415750093.62,-704127871.59,-0.0098,0.3512,0.0487,-0.6839,0.0347,-0.0097,0.0516,0.0424,-5.7137,34.6865,65.3135,39.5176,-5.7137,21.9792,17.013,0.5254,0.0,107.1271,-5.882,-5.4827,-2.7543,-2.75,-3.2616,-1.828,-1.905,-2.3438,-5.5086,-3.656,25.8019,1.3477,1.4879,77.5413,22.4587,65.9873,6.5351,86.9788,75.0118,24.9882,0.4949,0.3477,2.6761,13.3095,2.5575,12.7194,,0.3712,548.5658,-3.81,-1.8511,78567934.55,-5.9991,17.5572,98.8552,1.6213,1.8419,1.2496,29.2885,8.4112,8.4112,48800.0,-3.1491,6.2764,8.6737,-21.94,60666.7879,-18.8632,-2.7147,-7.701,-2.7169,71.9119,71.9119,179.4106,126.4097,-23.1669
000518.SZ,20250430,20250331,-0.0155,-0.0155,0.0426,0.0426,0.0346,0.0368,-0.7263,2651292.99,-18566017.59,28226902.91,3.0595,0.5779,0.5469,0.6782,0.0987,0.7737,0.0778,-14544457.54,-16860921.25,,5287291.73,5287291.73,130235353.52,10429425.68,36553045.98,24734670.39,340784133.89,297294450.18,299419227.0,418368748.39,-709943648.79,-0.0155,0.3456,0.0094,-0.6896,0.0078,-0.0164,0.0051,0.0051,-39.136,64.3837,35.6163,95.7856,-39.136,35.9037,58.9397,0.9422,0.0,133.1749,-33.1621,-38.4587,-4.3751,-2.84,-5.104,-2.9937,-3.0464,-3.9505,-17.5004,-11.9748,31.7008,1.4641,1.5483,79.0014,20.9986,60.9595,8.737,85.0442,81.4534,18.5466,0.0674,0.4641,2.0077,9.7338,1.923,9.323,13.7776,0.0549,2201.6697,-12.1856,-2.8257,78741652.18,-39.136,35.9037,133.1749,-4.3751,-5.104,-3.0464,22.1861,-434.4828,-434.4828,77.3585,-259.1338,-322.8705,-436.3533,-517.8,79.6955,-621.6826,-4.2659,-1.475,-4.2815,-22.2649,-22.2649,-22.2649,77.0144,-25.6802
000518.SZ,20250429,20241231,-0.1068,-0.1068,0.1977,0.1977,0.0346,0.0368,-0.7109,-29047239.86,-80946435.16,127568191.97,3.3391,0.6485,0.614,2.9955,0.4258,4.0602,0.3314,-85226755.41,-111639544.5,-90132669.76,25371347.86,18841347.86,118620703.03,13537344.76,36271205.65,28258572.32,355435085.63,312860670.88,319808447.34,435244784.05,-694028924.19,-0.1068,0.361,0.0014,-0.6741,-0.007,-0.1084,0.0246,0.0183,-55.92,62.6818,37.3182,80.4363,-55.92,33.2653,46.1563,1.0146,-23.2724,141.8769,-38.7471,-54.8551,-25.7771,-25.72,-18.9699,-18.1767,-18.5296,-22.4337,-25.7771,-18.1767,29.6842,1.4222,1.4394,78.7118,21.2882,62.6425,8.3335,85.4033,79.4117,20.5883,0.0109,0.4222,2.2069,10.2482,2.1103,9.7994,12.578,0.0087,1948.5196,-18.5296,-17.9088,79735829.52,-55.8838,22.8161,246.4409,-22.7411,-15.4146,-16.1502,1.554,-46.1012,-46.1012,-12.5,-3.0115,-43.1948,-46.1324,-8.63,-10.3266,-89.3744,-22.8468,-14.1567,-22.8341,-13.5511,-13.5511,-14.3476,-1108.7613,-22.8341
000518.SZ,20241030,20240930,-0.0142,-0.0142,0.1515,0.1515,0.0346,0.0368,-0.6182,1680283.43,-16297439.21,107408099.88,4.1682,0.8252,0.6767,2.3515,0.3059,3.2679,0.2381,-15633832.17,-14409158.76,,-22655151.59,-23190503.15,101465083.01,2861896.87,48028894.4,33624118.55,437846302.41,388132171.53,394769521.05,545276965.23,-598652404.96,-0.0142,0.4537,0.0007,-0.5815,-0.0077,-0.014,-0.022,-0.0225,-9.957,68.8538,31.1462,78.2686,-9.957,36.4486,40.8028,1.0172,0.0541,110.0221,-10.0038,-9.237,-3.0812,-0.03,-3.4354,-2.1989,-2.3703,-2.6057,-4.1083,-2.9319,23.4537,1.3064,1.3813,78.6078,21.3922,67.402,8.8082,85.661,80.4086,19.5914,0.0059,0.3064,3.0658,9.7252,2.8738,9.1163,13.0218,0.0047,2404.8966,-3.1604,-2.2306,83629663.97,-9.957,42.9179,110.4446,-0.7591,-1.3842,-0.5992,1.6054,66.2708,66.2708,40.0,66.3149,66.258,66.2558,62.52,34.2567,62.8723,-3.0348,-1.7204,-3.0344,-13.3055,-13.3055,-14.2476,17.2582,-9.1129
000518.SZ,20240831,20240630,-0.0107,-0.0107,0.1028,0.1028,0.0346,0.0368,-0.6148,-1250716.5,-9807373.66,70693146.21,4.2713,0.8105,0.6951,1.5328,0.2085,2.18,0.1616,-10392130.43,-11262083.84,560960.33,-3022572.06,-3557923.62,97356215.53,2332783.92,47674745.27,36636811.26,439516595.22,387314086.9,397318278.26,548812211.31,-595093339.33,-0.0107,0.4571,-0.0001,-0.578,-0.0077,-0.0109,-0.0029,-0.0035,-11.0039,66.8124,33.1876,75.414,-11.0039,33.3802,41.0169,1.017,0.0,109.8217,-9.8031,-10.6438,-2.3223,-2.32,-2.0596,-1.7201,-1.7783,-2.0301,-4.6446,-3.4402,22.7237,1.2941,1.375,77.9817,22.0183,67.7742,8.6869,85.7577,80.3443,19.6557,-0.0007,0.2941,3.1938,9.8721,2.9825,9.2191,11.9966,-0.0006,2230.1083,-3.5566,-1.6889,84173314.2,-11.0039,35.6353,112.647,-1.7044,-1.433,-1.2923,-11.1228,70.8447,70.8447,-112.5,74.6624,71.3699,70.7267,49.49,-110.2484,67.6905,-2.3082,-1.8872,-2.2956,-12.8513,-12.8513,-23.2746,-56.2192,-9.3975
000518.SZ,20240430,20240331,-0.0029,-0.0029,0.0548,0.0548,0.0346,0.0368,-0.6069,37959.71,-3005169.0,40350501.59,4.3985,0.8305,0.7316,0.8321,0.1111,1.1391,0.0858,-4143287.14,-3499990.89,,-13400495.3,-13400495.3,93471291.79,2402783.92,48067139.41,31567779.8,445141444.11,390979906.64,396055009.9,557617413.68,-587002458.47,-0.0029,0.465,0.0053,-0.5702,-0.0024,-0.0034,-0.013,-0.013,-5.7275,71.5449,28.4551,72.1655,-5.7275,31.4046,39.7983,0.9626,0.0,107.3464,-7.178,-6.2058,-0.6179,-0.62,-0.6258,-0.5325,-0.4915,-0.6259,-2.4716,-2.13,22.0265,1.2825,1.3686,77.4342,22.5658,68.1174,8.6201,85.8545,79.9255,20.0745,0.0471,0.2825,3.3259,9.9598,3.0925,9.2608,14.1011,0.0376,2421.7848,-1.966,-0.4515,84957787.98,-7.1943,31.4046,107.3464,-0.6179,-0.6258,-0.4915,9.5976,84.2391,84.2391,76.6667,81.5056,81.4637,84.3494,84.52,77.4392,82.4029,-0.6198,-1.1322,-0.616,-1.078,-1.078,-1.078,86.606,-11.0615
000518.SZ,20240430,20231231,-0.0731,-0.0731,0.2287,0.2287,0.0346,0.0368,-0.604,-754712.6,-74515183.75,164231809.66,4.3113,0.8536,0.763,2.7707,0.4383,4.6433,0.3365,-78396353.69,-77008105.94,-52405304.21,-7385204.67,-7385204.67,96719762.05,3572156.69,47902623.32,28975621.4,446797139.74,391230721.19,393733238.57,560683115.75,-584035249.17,-0.0731,0.4679,0.0016,-0.5673,-0.0121,-0.0748,-0.0072,-0.0072,-34.1582,69.7615,30.2385,91.3711,-34.1582,49.5136,40.8451,1.0125,-8.4009,133.3008,-32.5172,-32.7111,-14.4896,-14.49,-14.3444,-11.0086,-11.4956,-12.9629,-14.4896,-11.0086,22.4206,1.289,1.3466,77.0649,22.9351,67.5967,8.5436,85.9143,79.7258,20.2742,0.0138,0.289,3.2505,10.056,3.0149,9.3272,15.4198,0.011,2218.0982,-11.4956,-10.7601,86418428.13,-33.7379,47.3616,158.3319,-6.4185,-6.2327,-5.0539,1.9668,-54.2194,-54.2194,-65.9574,-41.3505,-48.1641,-54.2644,-50.09,-66.5083,-78.4538,-13.544,-10.4465,-13.555,-12.8559,-12.8559,-24.5358,-460.7707,-13.555
000518.SZ,20231027,20230930,-0.0421,-0.0421,0.1748,0.1748,0.0346,0.0368,-0.573,170507.11,-43487985.25,127735831.72,4.4446,1.05,0.8829,2.016,0.3243,3.6012,0.2505,-46031837.0,-44296323.63,,-25905878.77,-25905878.77,101943716.24,187081.26,49105197.98,28394519.69,470780005.56,422153518.43,422053724.97,596543620.9,-552082830.96,-0.0421,0.4992,0.0005,-0.5362,-0.0073,-0.043,-0.0252,-0.0252,-25.5963,70.9897,29.0103,90.1386,-25.5963,50.1771,39.005,0.9565,-3.0569,125.5824,-25.7465,-24.6179,-8.0879,-0.08,-8.1198,-6.1662,-6.4113,-7.1553,-10.7839,-8.2216,21.6461,1.2763,1.3413,77.9631,22.0369,67.3819,8.2316,86.1502,81.0353,18.9647,0.0044,0.2763,3.3982,10.4658,3.1129,9.5872,16.58,0.0036,2290.4781,-8.5484,-6.0299,82396921.69,-25.583,41.8262,109.1441,-1.0726,-1.0747,-0.8414,-0.4608,-22.7405,-22.7405,-95.3271,-18.9327,-18.1296,-22.5193,-22.83,-95.0927,-36.0496,-7.7605,-5.3387,-7.7736,-8.4886,-8.4886,-25.1885,71.7037,-9.9451
