ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
000419.SZ,20260418,20251231,0.2262,0.2262,3.6017,3.2899,0.7679,0.4233,2.6277,10047041.03,112910498.37,403998089.73,2.2975,2.1284,0.9233,31.4039,0.7719,2.7818,0.3434,81023188.58,188846783.34,315254508.59,13614459.4137,-101572908.5863,837253653.43,287762683.07,608926761.6,-301543276.05,3111602250.65,1367127148.99,673057025.56,4339044414.52,1658434776.88,0.2262,6.2387,0.1198,3.0509,-0.2671,0.3474,0.025,-0.1869,7.7683,22.5909,77.4091,24.6128,7.0956,8.6196,12.7022,1.1599,-0.0618,95.8616,8.5621,9.6456,3.5893,3.59,3.296,3.3125,2.4367,3.4661,3.5893,3.3125,31.7336,1.4648,1.6642,44.3037,55.6963,56.9467,14.0337,78.1564,60.7663,39.2337,0.0618,0.4648,1.9558,5.5692,1.7945,5.11,,0.0376,51.9885,2.4367,2.1567,819185909.38,8.7063,7.7282,99.6285,-0.0423,-0.1622,0.036,-53.8297,-18.1621,-18.1621,-59.3898,-18.9247,-20.3034,-18.1688,8.33,-59.3767,-16.5079,-1.9889,-7.9838,-1.9893,-5.9868,-6.8001,-32.0113,-87.986,-1.9893
000419.SZ,20251025,20250930,0.2289,0.2289,2.7245,2.4952,0.7679,0.4039,2.6497,5915829.18,118498162.07,309708455.59,2.2593,2.0872,1.2077,20.0459,0.5731,2.0902,0.2547,79251631.62,178927732.69,,166273849.8598,121086481.8598,873288261.9,324302315.95,672760984.5,-582447723.53,3219136573.19,1402880792.46,388441176.53,4495607332.14,1659891228.73,0.2289,6.434,0.5476,3.0536,0.3305,0.3292,0.3059,0.2228,10.0941,22.8338,77.1662,24.4867,9.2446,8.9067,12.2969,1.2223,0.0014,94.6488,10.9066,12.0815,3.5764,3.56,3.4064,3.0766,2.3542,3.2988,4.7685,4.1021,32.8524,1.4893,1.6718,44.2096,55.7904,56.5436,14.9649,77.7959,59.5641,40.4359,0.2672,0.4893,1.8699,5.1986,1.7211,4.785,,0.1592,55.4115,3.1389,2.1393,830489600.81,11.0967,9.9587,95.2239,1.1526,1.0612,0.7735,70.495,-14.8754,-14.8754,41.9388,-20.1391,-20.9855,-14.8908,16.67,41.9333,-17.0812,1.0793,-4.125,1.0788,6.1559,5.68,-12.7516,-39.7574,2.6416
000419.SZ,20250823,20250630,0.1532,0.1532,1.9017,1.7469,0.7679,0.4039,2.7241,2653536.75,80625173.46,211104295.32,2.2034,2.096,1.0172,11.6695,0.3961,1.4495,0.1744,57891021.8,122730484.06,187548394.09,-32411036.036,-48411036.036,878503661.85,358523976.42,717243224.65,-348339790.23,3357602366.34,1402320301.51,623521214.86,4679394205.52,1700293345.94,0.1532,6.6972,0.0201,3.1279,-0.0056,0.2258,-0.0596,-0.0891,9.6901,22.2314,77.7686,23.2433,8.901,8.4515,11.7934,1.1056,0.002,94.3999,10.709,11.8723,2.3457,2.36,2.271,2.0706,1.5524,2.1577,4.6914,4.1412,33.0313,1.4932,1.6695,43.398,56.602,56.7506,15.3277,77.7978,59.6277,40.3723,0.0094,0.4932,1.8628,5.0756,1.7181,4.6813,,0.0056,46.9495,3.1048,1.405,841699195.16,10.9809,7.7333,93.8747,2.0969,2.0319,1.3307,-2.6548,-26.8735,-26.8735,-84.0729,-28.1683,-28.9319,-26.8565,-6.4,-84.0966,-31.2314,5.2142,-0.3659,5.2136,15.5834,16.1954,27.9481,220.2489,6.3617
000419.SZ,20250426,20250331,0.0156,0.0156,0.9382,0.8672,0.7679,0.4039,2.5864,334274.31,8127566.33,107134111.05,1.9781,1.8463,0.9059,6.1966,0.194,0.7102,0.0862,25809675.54,34195094.09,,-21136762.3322,-31136762.3322,1018719907.72,334122135.93,730004583.99,-347255399.02,3206875221.92,1288992717.98,510882339.54,4544900797.96,1625476476.37,0.0156,6.4302,0.0434,2.9903,-0.0341,0.0629,-0.0389,-0.0573,2.8449,22.7264,77.2736,24.1109,2.6296,9.1891,12.0168,1.0801,,94.9394,5.1651,6.7048,0.2433,0.24,0.2337,0.5778,0.2266,0.3828,0.9732,2.3112,35.316,1.546,1.7017,44.201,55.799,54.3746,16.0621,76.9072,63.2725,36.7275,0.0179,0.546,1.6782,4.7881,1.5397,4.393,,0.0113,52.4748,0.9064,0.143,853355355.85,5.1703,9.1891,94.9394,0.2433,0.2337,0.2266,5.0067,-77.8094,-77.8094,110.7532,-60.7878,-60.8276,-77.869,-44.89,110.7579,-79.0595,1.0196,-0.6804,1.0198,6.101,6.292,6.292,485.2159,5.6852
000419.SZ,20250426,20250331,0.0156,0.0156,0.9382,0.8672,0.7679,0.4039,2.5864,334274.31,8127566.33,107134111.05,1.9781,1.8463,0.9058,6.1966,0.194,0.7102,0.0862,25809675.54,34195094.09,,,,1018719907.72,334122135.93,730004583.99,-347255399.02,3206875221.92,1288992717.98,510882339.54,4544900797.96,1625476476.37,0.0156,6.4302,0.0434,2.9903,-0.0341,0.0629,,,2.8449,22.7264,77.2736,24.1109,2.6296,9.1891,12.0168,1.0801,,94.9394,5.1651,6.7048,0.2433,0.24,0.2337,0.5778,0.2266,0.3828,0.9732,2.3112,35.316,1.546,1.7017,44.201,55.799,54.3746,16.0621,76.9072,63.2725,36.7275,0.0179,0.546,1.6782,4.7881,1.5397,4.393,,0.0113,52.4748,0.9064,0.143,853355355.85,5.1703,9.1891,94.9394,0.2433,0.2337,0.2266,5.0067,-77.8094,-77.8094,110.7532,-60.7878,-60.8276,-77.869,-44.89,110.7579,-79.0595,1.0196,-0.6804,1.0198,6.101,6.292,6.292,485.2159,5.6852
000419.SZ,20250419,20241231,0.2764,0.2764,3.8311,3.5299,0.7679,0.4039,2.5709,46031717.22,104225869.71,440025347.75,1.8996,1.804,0.8584,53.0382,0.8173,2.7979,0.368,106492851.78,234884487.06,361098795.46,223252336.2159,298439704.2159,1071163567.72,325181341.75,748689998.13,-357359745.14,3166397287.03,1255775813.26,474500128.94,4541802746.17,1617014635.73,0.2764,6.3653,0.295,2.9747,-0.0408,0.4321,0.4107,0.549,8.9703,22.9323,77.0677,22.1657,8.2651,7.7934,11.5013,1.1283,-0.0041,94.8863,9.9284,11.2789,4.5237,4.52,3.1378,4.1503,3.0413,4.3143,4.5237,4.1503,36.123,1.5655,1.7038,44.6556,55.3444,53.323,16.4844,76.1828,65.0776,34.9224,0.1149,0.5655,1.6131,4.6215,1.4762,4.2293,,0.0748,44.1572,3.0413,2.655,864922885.64,10.2703,5.4336,99.4354,0.1187,0.0774,0.0809,-7.7694,15.9396,15.9396,-36.7902,12.3833,16.0096,15.9339,-13.03,-36.7851,6.6528,8.7026,10.3595,8.7021,-2.3607,-3.9262,17.4007,-90.65,8.7021
000419.SZ,20241026,20240930,0.2689,0.2689,2.5665,2.3611,0.7679,0.3799,2.5873,44614430.27,101567243.39,325842585.96,2.211,2.0618,1.1441,60.5703,0.5772,1.8617,0.2563,102611759.28,222251654.32,,41664062.5659,137664062.5659,765657770.13,309008566.75,692938992.03,-475355608.27,3122924203.84,1309234069.04,456391939.8,4432815772.8,1612938722.46,0.2689,6.2684,0.3858,2.9672,0.1553,0.4089,0.0766,0.2533,13.0501,25.3879,74.6121,24.405,12.0056,8.9561,12.4052,1.0905,-0.0074,92.6449,14.4977,15.9307,4.4362,4.45,3.0822,4.0824,3.0766,4.1364,5.9149,5.4432,32.0946,1.4726,1.6521,43.4018,56.5982,56.7033,15.632,76.8674,61.1624,38.8376,0.194,0.4726,1.9277,4.9173,1.7668,4.5068,,0.1186,51.6579,4.1021,2.6851,860978796.66,14.9083,8.4619,94.6599,0.9465,0.4517,0.6985,30.2715,23.746,23.746,-21.7444,24.3298,23.1009,23.7574,-9.12,-21.7432,16.8194,7.0478,2.3556,7.047,-10.3487,-11.8529,-0.2412,-44.6231,5.939
000419.SZ,20241026,20240930,0.2689,0.2689,2.5665,2.3611,0.7679,0.3799,2.5873,44614430.27,101567243.39,325842585.96,2.211,2.0618,1.1441,60.5703,0.5772,1.8617,0.2563,102611759.28,222251654.32,,,,765657770.13,309008566.75,692938992.03,-475355608.27,3122924203.84,1309234069.04,456391939.8,4432815772.8,1612938722.46,0.2689,6.2684,0.3858,2.9672,0.1553,0.4089,,,13.0501,25.3879,74.6121,24.405,12.0056,8.9561,12.4052,1.0905,-0.0074,92.6449,14.4977,15.9307,4.4362,4.45,3.0822,4.0824,3.0766,4.1364,5.9149,5.4432,32.0946,1.4726,1.6521,43.4018,56.5982,56.7033,15.632,76.8674,61.1624,38.8376,0.194,0.4726,1.9277,4.9173,1.7668,4.5068,,0.1186,51.6579,4.1021,2.6851,860978796.66,14.9083,8.4619,94.6599,0.9465,0.4517,0.6985,30.2715,23.746,23.746,-21.7444,24.3298,23.1009,23.7574,-9.12,-21.7432,16.8194,7.0478,2.3556,7.047,-10.3487,-11.8529,-0.2412,-44.6231,5.939
000419.SZ,20240824,20240630,0.2095,0.2095,1.6453,1.5034,0.7679,0.3799,2.6479,27716558.96,86140017.91,220015539.39,2.2038,2.0447,1.0609,88.679,0.3677,1.1853,0.1637,75871935.39,169032118.92,235057533.23,-16062850.4849,93937149.5151,753560199.24,303150805.05,744045700.38,-332229080.19,3134658302.37,1322146792.33,590648704.72,4492959625.57,1645843544.27,0.2095,6.2966,0.1262,3.0278,-0.0059,0.311,-0.0295,0.1728,15.7696,26.9223,73.0777,25.2204,14.4092,9.2328,12.751,1.0608,-0.0116,91.5168,17.2317,18.8993,3.4472,3.45,2.608,3.0929,2.3581,3.1301,6.8944,6.1858,32.448,1.4803,1.6547,43.6149,56.3851,56.4837,16.5603,76.1797,60.9931,39.0069,0.0624,0.4803,1.9007,4.6002,1.7407,4.213,,0.0381,54.5141,4.7162,2.0833,872985329.46,17.8591,9.6976,90.3542,2.2473,2.1216,1.5156,77.058,12.152,12.152,-61.7576,11.9633,11.879,12.1049,-10.77,-61.7612,6.1719,7.5294,3.1397,7.5287,-15.9298,-17.3419,-24.0271,29.4096,5.5881
000419.SZ,20240824,20240630,0.2095,0.2095,1.6453,1.5034,0.7679,0.3799,2.6479,27716558.96,86140017.91,220015539.39,2.2038,2.0447,1.0609,88.679,0.3677,1.1853,0.1637,75871935.39,169032118.92,235057533.23,,,753560199.24,303150805.05,744045700.38,-332229080.19,3134658302.37,1322146792.33,590648704.72,4492959625.57,1645843544.27,0.2095,6.2966,0.1262,3.0278,-0.0059,0.311,,,15.7696,26.9223,73.0777,25.2204,14.4092,9.2328,12.751,1.0608,-0.0116,91.5168,17.2317,18.8993,3.4472,3.45,2.608,3.0929,2.3581,3.1301,6.8944,6.1858,32.448,1.4803,1.6547,43.6149,56.3851,56.4837,16.5603,76.1797,60.9931,39.0069,0.0624,0.4803,1.9007,4.6002,1.7407,4.213,,0.0381,54.5141,4.7162,2.0833,872985329.46,17.8591,9.6976,90.3542,2.2473,2.1216,1.5156,77.058,12.152,12.152,-61.7576,11.9633,11.879,12.1049,-10.77,-61.7612,6.1719,7.5294,3.1397,7.5287,-15.9298,-17.3419,-24.0271,29.4096,5.5881
