ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
000400.SZ,20260411,20260331,0.1101,0.1096,2.3343,2.3343,0.6553,0.5292,9.8576,3682871.78,107363358.36,452052854.06,1.7881,1.4555,1.2472,0.3507,0.1126,1.1737,0.0914,126394055.54,174407553.04,,-419225463.5011,-419225463.5011,11580163563.18,257528461.39,439506360.7,-6826399152.95,11153427690.33,9229293449.8,2093316437.61,13958659228.89,10580214177.43,0.109,12.0485,-0.19,10.3868,-0.2427,0.1712,-0.4116,-0.4116,5.3229,19.0118,80.9882,13.2691,5.3229,4.4447,9.3682,-0.5438,0.043,94.6843,6.3392,7.335,0.9093,0.91,0.8792,0.6702,0.4863,1.0476,3.6372,2.6808,47.5928,1.9081,2.1311,81.1719,18.8281,43.2365,3.1486,87.9228,95.3808,4.6192,-0.0165,0.9081,0.9996,27.9242,0.9085,25.3772,,-0.0158,468.6437,1.9452,0.4267,2164767235.58,6.3825,4.4447,94.6843,0.9093,0.8792,0.4863,-8.1385,-46.3973,-46.4582,-218.8986,-42.929,-43.3023,-46.5044,-47.26,-218.8198,-49.7936,1.006,-1.7334,1.0061,1.2606,1.2606,1.2606,-56.0741,6.5513
000400.SZ,20260411,20251231,1.1531,1.1526,14.7178,14.7178,0.6507,0.5292,9.7486,45421130.46,1121788879.27,3501690688.07,1.7337,1.4528,1.2612,1.8865,0.7156,7.8854,0.582,1294211629.45,1417126246.36,1761178266.49,2580702935.6715,2643002935.6715,12170348429.31,269875388.98,431014305.98,-7096172319.22,11034061929.95,9018138653.34,1611638692.7,13811180670.55,10469167947.29,1.1459,11.9285,2.6216,10.2778,1.9336,1.3912,2.5335,2.5947,8.7504,23.3572,76.6428,14.0187,8.7504,5.1329,9.2432,-0.3574,-0.5783,91.3673,9.7763,9.4526,9.9566,9.94,9.5692,5.5017,5.093,9.4609,9.9566,5.5017,49.0307,1.962,2.1972,81.1735,18.8265,42.0323,3.1208,87.9765,95.4923,4.5077,0.2173,0.962,0.944,28.1907,0.8573,25.6002,,0.2075,313.9444,5.093,4.5314,2158205836.47,9.8746,6.4822,94.6919,2.2153,2.0383,1.1925,13.6413,4.656,4.6106,105.6479,5.3195,4.7193,4.5021,5.64,105.5862,-2.8542,7.5997,3.9058,7.5724,-12.2723,-12.2723,-26.1851,5.0769,7.5724
000400.SZ,20251028,20250930,0.8908,0.8897,9.2807,9.2807,0.6458,0.5292,9.4876,24184357.32,877249933.38,2257638402.69,1.6792,1.4122,1.2159,1.1826,0.4489,5.12,0.3667,1000226159.34,1085066734.1,,1737989358.5225,1677989358.5225,12695109499.88,266020702.43,314383156.06,-6663595879.05,10843170643.51,8707813789.91,1855207598.8,13341121543.52,10203373169.26,0.885,11.6276,1.8799,10.0168,1.3929,1.0652,1.7062,1.6473,10.5622,23.8815,76.1185,12.423,10.5622,4.3424,8.4979,-0.4174,-0.2095,89.4195,11.8741,11.4779,7.7913,7.76,7.5823,4.2084,3.8726,7.3672,10.3884,5.6112,50.4729,2.0191,2.2285,81.8496,18.1504,41.2253,2.3565,88.779,96.5724,3.4276,0.1494,1.0191,0.8922,37.6741,0.8168,34.4903,,0.1442,375.0496,5.1635,3.4962,1981486619.19,11.931,4.5845,90.297,2.2617,2.1907,1.1007,26.4546,0.7464,0.793,140.6734,1.4848,0.4537,0.7534,1.48,140.6128,-3.5372,4.8854,4.1071,4.8591,-1.3826,-1.3826,9.3015,-38.5975,4.448
000400.SZ,20250821,20250630,0.6271,0.6265,6.3285,6.3285,0.6428,0.5291,9.4618,15789341.51,618126035.56,1531279767.4,1.6827,1.4529,1.2418,0.7659,0.3064,3.5087,0.2506,708524459.07,774078865.46,943214677.04,1135038236.7156,1135038236.7156,12585856490.21,271249688.53,365014489.71,-6116684346.32,10779007579.15,8720187742.9,2424936037.4,13338031777.78,10178214561.99,0.6222,11.5947,1.099,9.9909,0.902,0.7598,1.1141,1.1141,11.006,23.7511,76.2489,11.6959,11.006,4.2296,7.8581,-0.3917,-0.3072,89.0103,12.3457,12.0064,5.4867,5.49,5.35,3.0085,2.7578,5.2627,10.9734,6.017,50.4755,2.0192,2.227,82.0476,17.9524,41.1489,2.7366,88.5594,96.598,3.402,0.0877,1.0192,0.8934,32.3606,0.8152,29.5304,,0.0847,369.7784,5.5156,2.4637,1980797802.83,12.4174,3.9219,88.4062,3.6548,3.5537,1.8541,23.3396,1.2268,1.1299,237.22,1.6637,1.1861,0.9647,1.13,237.0795,-5.4719,4.5887,3.6831,4.5755,-5.6817,-5.6817,1.8133,101.3728,6.8092
000400.SZ,20250411,20250331,0.2054,0.2047,2.3047,2.3047,0.6366,0.5291,9.192,3999824.54,203580368.02,551094544.22,1.7074,1.4554,1.2559,0.2834,0.1155,1.3162,0.0937,233291243.75,286234322.78,,47310342.1682,47310342.1682,11579095520.03,285127368.79,355471940.8,-5219448527.81,10443896470.73,8318139049.5,2922508707.47,12989940707.62,9904581188.83,0.2037,11.3049,0.1598,9.7211,0.0205,0.2809,0.0464,0.0464,10.0642,23.4693,76.5307,13.0666,10.0642,4.7667,8.8557,-0.5558,0.0003,90.0649,11.2475,12.1898,1.8198,1.82,1.7847,1.1422,0.943,1.9647,7.2792,4.5688,49.1656,1.9672,2.1969,80.7773,19.2227,42.0207,2.7365,88.6705,96.2249,3.7751,0.0139,0.9672,0.9426,32.4027,0.8547,29.3804,,0.0133,502.3393,3.772,0.8284,1979912632.81,11.399,4.7667,90.0649,1.8198,1.7847,0.943,6.9358,-12.6701,-12.7451,-37.456,-10.6016,-11.4683,-12.4711,-9.96,-37.4352,-16.735,1.9746,-1.6246,1.9741,-16.4219,-16.4219,-16.4219,-7.5058,5.1208
000400.SZ,20250411,20250331,0.2054,0.2047,2.3047,2.3047,0.6366,0.5291,9.192,3999824.54,203580368.02,551094544.22,1.7074,1.4554,1.213,0.2834,0.1155,1.3162,0.0937,233291243.75,286234322.78,,,,11579095520.03,285127368.79,355471940.8,-5219448527.81,10443896470.73,8318139049.5,2922508707.47,12989940707.62,9904581188.83,0.2037,11.3049,0.1598,9.7211,0.0205,0.2809,,,10.0642,23.4693,76.5307,13.0666,10.0642,4.7667,8.8557,-0.5558,0.0003,90.0649,11.2475,12.1898,1.8198,1.82,1.7847,1.1422,0.943,1.9647,7.2792,4.5688,49.1656,1.9672,2.1969,80.7773,19.2227,42.0207,2.7365,88.6705,96.2249,3.7751,0.0139,0.9672,0.9426,32.4027,0.8547,29.3804,,0.0133,502.3393,3.772,0.8284,1979912632.81,11.399,4.7667,90.0649,1.8198,1.7847,0.943,6.9358,-12.6701,-12.7451,-37.456,-10.6016,-11.4683,-12.4711,-9.96,-37.4352,-16.735,1.9746,-1.6246,1.9741,-16.4219,-16.4219,-16.4219,-7.5058,5.1208
000400.SZ,20250411,20241231,1.1018,1.1018,16.7726,16.7726,0.628,0.5291,8.9883,55034229.62,1061890917.4,3550106868.7,1.6594,1.4463,1.2579,2.1335,0.8896,9.6892,0.7246,1121259425.61,1352485866.12,1693754179.23,1393539181.5447,1611969476.0447,12232910690.87,295915985.49,353950840.57,-5200586206.38,10190791866.89,8182465812.66,2803741961.69,12735791986.48,9697000996.26,1.0962,11.086,1.2748,9.5174,0.5468,1.3274,1.3677,1.5821,7.5614,20.7741,79.2259,12.5444,7.5614,4.2156,8.6487,-0.3199,-0.3478,93.4388,8.1434,7.9143,10.1537,10.08,9.6534,5.7348,5.4791,10.0908,10.1537,5.7348,50.9914,2.0405,2.144,81.5021,18.4979,40.3362,2.7792,88.6892,96.3203,3.6797,0.1047,1.0405,0.8768,31.912,0.791,28.7915,,0.1008,260.3678,5.4791,4.736,1976024704.58,8.2724,4.6984,97.3709,1.9636,1.7448,1.1038,6.705,10.5005,10.6225,-52.7309,14.3362,14.4433,11.0943,22.19,-52.7353,5.2887,5.5277,15.3472,5.514,0.1655,0.1655,20.417,-11.6431,5.514
000400.SZ,20241031,20240930,0.8842,0.8827,9.4085,9.4085,0.6195,0.5239,9.0437,30269558.21,864423710.54,2103281417.37,1.7744,1.4615,1.2284,1.3455,0.5184,5.5233,0.4215,923999141.77,1076482169.34,,595745350.3801,655745350.3801,10650246129.7,306512264.13,167608202.48,-5178081664.15,10284334883.6,8358984809.17,3157263218.74,12621645525.79,9748197712.58,0.8781,11.1297,0.7811,9.5676,0.3444,1.0565,0.5847,0.6436,10.6677,21.9411,78.0589,11.3838,10.6677,3.8376,8.0013,-0.4551,-0.2744,90.361,11.5386,11.2297,8.1171,8.02,7.8425,4.7337,4.4968,8.04,10.8228,6.3116,47.1803,1.8932,2.0631,81.232,18.768,43.6176,1.3279,89.8435,97.0322,2.9678,0.0737,0.8932,1.0194,67.6562,0.9245,61.3594,,0.0715,339.1162,5.9957,3.9343,1901242739.17,11.7129,5.3661,91.8508,2.3826,2.2609,1.2978,16.8587,10.0299,9.8432,-45.8171,3.8707,4.0508,10.41,20.23,-46.609,9.7493,5.9437,7.6487,5.9292,-11.486,-11.486,-24.1653,-33.7089,5.5878
000400.SZ,20241031,20240930,0.8842,0.8827,9.4085,9.4085,0.6195,0.5239,9.0437,30269558.21,864423710.54,2103281417.37,1.7744,1.4615,1.2284,1.3455,0.5184,5.5233,0.4215,923999141.77,1076482169.34,,,,10650246129.7,306512264.13,167608202.48,-5178081664.15,10284334883.6,8358984809.17,3157263218.74,12621645525.79,9748197712.58,0.8781,11.1297,0.7811,9.5676,0.3444,1.0565,,,10.6677,21.9411,78.0589,11.3838,10.6677,3.8376,8.0013,-0.4551,-0.2744,90.361,11.5386,11.2297,8.1171,8.02,7.8425,4.7337,4.4968,8.04,10.8228,6.3116,47.1803,1.8932,2.0631,81.232,18.768,43.6176,1.3279,89.8435,97.0322,2.9678,0.0737,0.8932,1.0194,67.6562,0.9245,61.3594,,0.0715,339.1162,5.9957,3.9343,1901242739.17,11.7129,5.3661,91.8508,2.3826,2.2609,1.2978,16.8587,10.0299,9.8432,-45.8171,3.8707,4.0508,10.41,20.23,-46.609,9.7493,5.9437,7.6487,5.9292,-11.486,-11.486,-24.1653,-33.7089,5.5878
000400.SZ,20240830,20240630,0.6195,0.6195,6.7081,6.7081,0.6126,0.5238,8.7807,16644129.85,611214091.4,1428865377.86,1.801,1.5234,1.3224,0.9379,0.3789,3.9225,0.3072,699857428.12,759790739.81,924682988.84,565814719.9985,565814719.9985,10066999198.49,310685166.49,83094173.01,-4858701195.06,9987284827.23,8119236500.67,3246781916.46,12227389701.32,9481362665.08,0.6161,10.8527,0.3259,9.3045,-0.0607,0.7456,0.5553,0.5553,10.5759,20.9034,79.0966,9.617,10.5759,3.2226,6.8143,-0.4199,-0.3848,89.7615,11.4537,11.1153,5.7697,5.7,5.6167,3.4142,3.2485,5.7867,11.5394,6.8284,46.2762,1.8614,2.045,80.7588,19.2412,44.1816,0.6796,90.4449,96.8985,3.1015,0.0328,0.8614,1.0572,133.0905,0.9547,120.1924,,0.0318,309.8349,6.497,2.8213,1860206822.33,11.5746,3.8238,88.7907,3.5492,3.4985,2.0423,1.784,9.782,9.782,-64.3201,5.4083,5.6415,10.3455,15.9,-64.751,8.7255,3.3069,3.2049,3.3073,-5.1016,-5.1016,3.3836,65.0134,5.3145
