ts_code,ann_date,end_date,eps,dt_eps,total_revenue_ps,revenue_ps,capital_rese_ps,surplus_rese_ps,undist_profit_ps,extra_item,profit_dedt,gross_margin,current_ratio,quick_ratio,cash_ratio,ar_turn,ca_turn,fa_turn,assets_turn,op_income,ebit,ebitda,fcff,fcfe,current_exint,noncurrent_exint,interestdebt,netdebt,tangible_asset,working_capital,networking_capital,invest_capital,retained_earnings,diluted2_eps,bps,ocfps,retainedps,cfps,ebit_ps,fcff_ps,fcfe_ps,netprofit_margin,grossprofit_margin,cogs_of_sales,expense_of_sales,profit_to_gr,saleexp_to_gr,adminexp_of_gr,finaexp_of_gr,impai_ttm,gc_of_gr,op_of_gr,ebit_of_gr,roe,roe_waa,roe_dt,roa,npta,roic,roe_yearly,roa2_yearly,debt_to_assets,assets_to_eqt,dp_assets_to_eqt,ca_to_assets,nca_to_assets,tbassets_to_totalassets,int_to_talcap,eqt_to_talcapital,currentdebt_to_debt,longdeb_to_debt,ocf_to_shortdebt,debt_to_eqt,eqt_to_debt,eqt_to_interestdebt,tangibleasset_to_debt,tangasset_to_intdebt,tangibleasset_to_netdebt,ocf_to_debt,turn_days,roa_yearly,roa_dp,fixed_assets,profit_to_op,q_saleexp_to_gr,q_gc_to_gr,q_roe,q_dt_roe,q_npta,q_ocf_to_sales,basic_eps_yoy,dt_eps_yoy,cfps_yoy,op_yoy,ebt_yoy,netprofit_yoy,dt_netprofit_yoy,ocf_yoy,roe_yoy,bps_yoy,assets_yoy,eqt_yoy,tr_yoy,or_yoy,q_sales_yoy,q_op_qoq,equity_yoy
000533.SZ,20260416,20251231,0.1476,0.1476,3.2412,3.2412,0.0591,0.14,0.2037,7566202.96,94383245.16,470045197.5,1.3655,1.1629,1.06,1.6799,1.013,7.2549,0.757,148247668.53,171540943.76,205156859.81,306141403.4994,66186232.4994,1600116047.34,188662909.19,3812837.55,-222167337.92,647518746.15,585849696.39,322680600.74,1153973250.27,237409188.58,0.1476,1.4025,0.5061,0.3437,0.0257,0.2483,0.4432,0.0958,6.3193,20.9931,79.0069,13.441,6.3193,3.5462,9.7306,0.1642,-0.0217,93.379,7.3458,7.6614,11.0981,11.1,10.2744,5.7995,4.7836,11.983,11.0981,5.7995,60.9155,2.5586,3.2199,74.381,25.619,22.0038,0.3304,83.9569,89.4236,10.5764,0.2181,1.5586,0.5405,254.0995,0.3612,169.8259,,0.195,288.5682,4.7836,3.4467,340101360.7,7.5346,2.0097,96.153,2.2365,1.9448,1.0242,33.2152,8.4497,8.4497,145.7989,4.3045,5.1396,8.3964,4.01,145.8143,-2.8407,11.5663,-1.0169,11.5656,-7.4612,-7.4612,-12.6988,-45.8076,11.5656
000533.SZ,20251030,20250930,0.1166,0.1166,2.3284,2.3284,0.0591,0.14,0.1727,4770319.38,75744611.67,355833464.55,1.4043,1.1707,1.065,1.1676,0.7317,5.5598,0.5492,123989506.77,137251720.49,,55252145.2907,-126322983.4893,1514504540.71,189386087.08,59691536.68,-61555626.41,630146396.9,623121066.74,518620183.32,1180796958.05,215974671.51,0.1166,1.3722,0.2029,0.3126,-0.1204,0.1987,0.08,-0.1829,6.9413,22.1226,77.8774,13.5617,6.9413,4.1486,9.2961,0.117,-0.0117,92.2914,8.2468,8.5331,8.8656,8.87,8.3403,4.6862,3.8121,9.3813,11.8208,6.2483,61.136,2.5731,3.225,75.0297,24.9703,21.8445,5.0552,80.2799,87.3932,12.6068,0.0909,1.5731,0.5375,15.8807,0.3573,10.5567,,0.0795,313.8756,5.0828,2.749,322870253.27,8.3648,4.6332,89.4912,4.3102,4.1284,1.7993,13.6235,12.9845,12.9845,257.2183,5.634,6.0979,12.9398,8.96,257.3609,0.8837,9.156,-2.97,9.1591,-5.2322,-5.2322,-15.7134,62.7833,11.9505
000533.SZ,20250820,20250630,0.0586,0.0586,1.5525,1.5525,0.0591,0.14,0.1148,3081571.21,37410939.48,228196746.34,1.3523,1.181,1.0914,0.7689,0.4842,3.6939,0.3637,67667061.0,76527697.25,92866473.28,42468680.7502,-7628210.2498,1480290669.86,189695144.59,183804123.41,-23207450.5,590573263.9,572695062.87,501030441.58,1254288651.31,175952251.15,0.0586,1.316,0.0972,0.2547,-0.0114,0.1108,0.0615,-0.011,5.5374,21.2769,78.7231,13.4238,5.5374,3.9064,9.4701,0.0473,-0.2005,93.6908,6.8915,7.1354,4.556,4.56,4.2093,2.5954,2.0141,4.8873,9.112,5.1908,63.3932,2.7317,3.3176,75.1753,24.8247,20.1955,14.6541,72.4828,87.6927,12.3073,0.0413,1.7317,0.4904,4.9463,0.3186,3.2131,,0.0362,307.9075,4.0282,1.3733,325452926.12,6.9321,2.7682,94.4779,2.3356,2.1461,0.9816,9.1463,30.5122,30.5122,116.9643,19.2778,19.9181,30.6446,23.66,117.1058,15.8711,4.6854,-1.6384,4.6913,1.047,1.047,-3.7103,-4.6268,12.75
000533.SZ,20250430,20250331,0.0282,0.0282,0.7042,0.7042,0.0591,0.14,0.0844,1378150.89,18125844.19,105988985.84,1.3584,1.1756,1.0932,0.3542,0.216,1.6722,0.1626,35306743.85,39250179.78,,2896181.2225,46105721.2225,1485801346.97,190273537.92,272807514.47,-2898357.59,565462203.83,599753523.21,501783338.15,1335156762.97,154963735.54,0.0282,1.2856,0.0196,0.2243,0.0588,0.0568,0.0042,0.0667,6.2198,21.7865,78.2135,14.1206,6.2198,5.2775,8.674,0.1691,0.3792,92.7426,7.7764,8.068,2.2208,2.22,2.0638,1.3118,1.0113,2.4173,8.8832,5.2472,64.7204,2.8345,3.4069,75.4937,24.5063,18.7784,20.4326,66.5175,85.8716,14.1284,0.0081,1.8345,0.4557,3.2555,0.2901,2.0728,,0.007,337.4656,4.0452,0.6518,328149918.42,7.8215,5.2775,92.7426,2.2208,2.0638,1.0113,2.7863,38.9163,38.9163,-67.8161,34.9314,37.0274,39.108,31.66,-67.7624,23.6462,2.2671,1.2865,2.2696,7.4414,7.4414,7.4414,17.7948,12.5049
000533.SZ,20250416,20241231,0.1361,0.1361,3.5025,3.5025,0.0591,0.14,0.0561,3305192.36,90747261.06,508455938.38,1.3292,1.1486,1.0663,1.8179,1.1452,10.443,0.8591,142667919.42,164642520.5,190966171.75,122475411.3502,87520094.7502,1535039521.59,190621730.0,215505807.75,-1451001.21,546069234.31,552757090.13,479923892.01,1247323969.05,135459740.46,0.1361,1.2571,0.2059,0.1961,0.0663,0.2383,0.1773,0.1267,5.4887,21.0143,78.9857,13.3822,5.4887,3.972,9.2072,0.2031,-0.3152,94.1036,6.5172,6.8046,11.4433,11.43,11.0412,5.8459,4.7154,11.4489,11.4433,5.8459,65.2935,2.8813,3.4267,75.0734,24.9266,18.3677,17.2775,69.6214,86.5028,13.4972,0.0847,1.8813,0.4474,4.0296,0.2813,2.5339,,0.0733,263.1043,4.7154,3.3395,328448540.94,6.6315,3.443,96.2197,2.6543,2.4756,1.0112,14.2606,46.03,46.03,-28.1577,21.9857,41.681,46.1031,25.84,-28.1719,30.4539,12.0011,11.7766,11.9959,17.0614,17.0614,33.7314,-49.5065,11.9959
000533.SZ,20241026,20240930,0.1032,0.1032,2.4569,2.4569,0.0591,0.14,0.0266,1772982.1,69517157.08,370644416.6,1.3205,1.0984,1.0051,1.2769,0.816,9.6946,0.6136,115363110.83,129851385.1,,12717530.0198,-37176986.5802,1488634552.85,195645593.15,184024004.29,47218525.28,521636649.89,525794488.73,540857043.01,1187808228.59,115037311.18,0.1032,1.2257,0.0568,0.1665,-0.0729,0.188,0.0184,-0.0538,6.0832,21.8377,78.1623,13.7988,6.0832,4.1971,9.4427,0.159,0.1744,93.203,7.3984,7.6506,8.7896,8.79,8.571,4.6947,3.7329,9.1104,11.7195,6.2596,65.0504,2.8613,3.4102,75.4259,24.5741,18.1623,15.4927,71.2868,87.807,12.193,0.0239,1.8613,0.4532,4.6013,0.2792,2.8346,11.0473,0.021,286.8454,4.9772,2.5774,303227405.34,7.4716,4.3513,90.5119,4.8752,4.7504,1.9903,1.3041,47.851,47.851,-0.8726,36.0594,35.9034,47.8065,50.81,-0.8274,32.9135,9.2035,7.9831,9.2033,11.1643,11.1643,10.2544,87.4643,11.2051
000533.SZ,20241026,20240930,0.1032,0.1032,2.4569,2.4569,0.0591,0.14,0.0266,1772982.1,69517157.08,370644416.6,1.3205,1.0984,1.0051,1.2769,0.816,9.6946,0.6136,115363110.83,129851385.1,,,,1488634552.85,195645593.15,184024004.29,47218525.28,521636649.89,525794488.73,540857043.01,1187808228.59,115037311.18,0.1032,1.2257,0.0568,0.1665,-0.0729,0.188,,,6.0832,21.8377,78.1623,13.7988,6.0832,4.1971,9.4427,0.159,0.1744,93.203,7.3984,7.6506,8.7896,8.79,8.571,4.6947,3.7329,9.1104,11.7195,6.2596,65.0504,2.8613,3.4102,75.4259,24.5741,18.1623,15.4927,71.2868,87.807,12.193,0.0239,1.8613,0.4532,4.6013,0.2792,2.8346,11.0473,0.021,286.8454,4.9772,2.5774,303227405.34,7.4716,4.3513,90.5119,4.8752,4.7504,1.9903,1.3041,47.851,47.851,-0.8726,36.0594,35.9034,47.8065,50.81,-0.8274,32.9135,9.2035,7.9831,9.2033,11.1643,11.1643,10.2544,87.4643,11.2051
000533.SZ,20240820,20240630,0.0449,0.0449,1.5364,1.5364,0.0591,0.14,-0.0318,740982.16,30253416.74,223522442.7,1.3123,1.0939,0.9968,0.8349,0.5238,6.21,0.3925,55030647.2,64103131.56,76800080.27,42109252.9763,14787302.9763,1404300380.42,195961518.94,200966292.02,26301301.86,481901955.85,490153354.73,480486118.99,1148628311.76,74741570.9,0.0449,1.1672,0.0448,0.1082,-0.0252,0.0928,0.061,0.0214,4.4575,21.0593,78.9407,14.3205,4.4575,4.1048,10.106,0.1097,0.0145,94.8153,5.8382,6.0395,3.9191,3.92,3.8254,2.3704,1.7495,4.2877,7.8382,4.7408,65.5257,2.9007,3.4195,74.9194,25.0806,17.5308,17.4962,70.1999,87.1238,12.8762,0.0197,1.9007,0.4477,4.0123,0.2675,2.3979,18.3224,0.0172,294.2214,3.499,1.1461,285591538.34,5.8412,2.6645,95.1637,2.1274,2.0663,0.9267,-1.8264,48.6755,48.6755,178.2609,40.4227,37.8764,48.4995,56.04,178.5798,35.199,3.9914,3.3512,3.9912,11.7167,11.7167,11.208,21.0132,9.8377
000533.SZ,20240430,20240331,0.0203,0.0203,0.6555,0.6555,0.0591,0.14,-0.0563,254027.42,13766730.09,102401441.8,1.3302,1.1215,1.0392,0.3594,0.2231,2.6223,0.1679,25596727.27,29081502.81,,4102843.4156,46544103.4156,1326548042.28,195675004.6,270829986.45,14509463.58,465924455.22,512755531.25,482953247.23,1211178382.03,57767929.51,0.0203,1.1427,0.0609,0.0836,0.0999,0.0421,0.0059,0.0674,4.8388,22.6154,77.3846,16.2004,4.8388,6.0406,9.7896,0.3701,0.3087,94.347,6.1921,6.4227,1.792,1.79,1.7596,1.0785,0.8125,1.9576,7.168,4.314,65.5979,2.9068,3.4466,75.577,24.423,17.0456,22.3609,65.1762,86.6157,13.3843,0.0271,1.9068,0.4403,2.9147,0.2598,1.7204,32.1118,0.0234,340.5075,3.25,0.5199,277064712.74,6.1327,6.0406,94.347,1.792,1.7596,0.8125,9.2861,36.2416,36.2416,222.2892,49.2641,45.3204,35.8708,42.64,222.2792,24.4806,1.8086,2.7689,1.8069,12.4078,12.4078,12.4078,-24.1734,9.1502
000533.SZ,20240416,20231231,0.0932,0.0932,2.992,2.992,0.0591,0.14,-0.0766,-7739522.16,72113574.13,444167581.92,1.3148,1.1269,1.0231,1.7799,1.0466,11.8274,0.7933,115297530.0,123590487.82,147597390.1,190672759.9468,34355598.0368,1336314163.52,190312423.34,214676363.37,35775691.2,451001960.87,477354901.64,478304980.24,1133129556.81,43747172.0,0.0932,1.1224,0.2866,0.0633,-0.0494,0.1789,0.276,0.0497,4.3353,21.4893,78.5107,14.8105,4.3353,4.6032,9.7014,0.5058,-0.3322,94.4218,6.2541,5.9794,8.651,8.64,9.6911,4.7433,3.4391,8.3295,8.651,4.7433,65.4685,2.8959,3.5015,74.9512,25.0488,16.9565,18.9454,68.429,87.0707,12.9293,0.1306,1.8959,0.4453,3.6119,0.259,2.1008,12.6064,0.1137,277.6434,3.4391,2.4706,274518846.39,5.4792,5.484,94.9268,2.1007,3.386,0.6163,29.3385,104.386,104.386,115.0038,235.9243,66.1271,104.3058,760.63,115.0612,87.8288,8.7702,4.2483,8.7724,16.5272,16.5272,0.6718,-23.2278,8.7724
